,temp,weather,market_value_diff,form_goal_diff,form_win_diff,HF_AD,HF_AG,HM_AM,HD_AF,HG_AF,best_player_diff,worst_player_diff,variance_players_diff,age_diff,goal_diff
690,3,Showers,502620000,-0.6000000000000001,-0.6000000000000001,7.5284090909090935,8.9375,11.277777777777771,4.73989898989899,15.944444444444443,9.0,8.0,8.18181818181818,-2.4545454545454533,2
691,16,Cloudy,-478260000,0.0,0.19999999999999996,-3.7146464646464636,-13.055555555555557,-6.666666666666671,-14.310606060606055,-3.8333333333333286,-10.0,-4.0,-9.615651464136313,2.005050505050505,0
692,21,Clear,-318690000,-0.19999999999999996,0.0,3.3585858585858688,-8.277777777777771,-2.1736111111111143,-2.8535353535353494,3.805555555555557,-5.0,-1.0,-7.981634527089074,0.6262626262626263,0
693,9,Cloudy,-423310000,0.19999999999999984,1.0,-1.686868686868678,-12.777777777777771,-1.4444444444444429,-9.030303030303031,-3.4166666666666714,-5.0,-8.0,-0.5950413223140458,-0.45454545454545325,-1
694,18,Showers,-494460000,-0.8,-0.8,0.7424242424242351,-10.916666666666671,-5.294444444444437,-10.628787878787875,-3.0833333333333286,-11.0,-6.0,-4.892561983471074,1.6363636363636367,0
695,11,Cloudy,-283990000,1.8,0.8,-4.655303030303031,-13.541666666666671,-10.749999999999986,-5.787878787878782,1.3333333333333286,-5.0,-17.0,26.54545454545454,-0.4545454545454568,-3
696,10,Cloudy,126630000,0.8,-0.8,5.303030303030297,-3.583333333333343,1.0,-2.9848484848484844,3.8333333333333286,5.0,4.0,-0.3636363636363651,2.18181818181818,1
697,17,Cloudy,-473080000,-0.5999999999999999,-0.4,-3.839393939393929,-13.149999999999991,-4.916666666666671,-12.484848484848484,-71.16666666666667,-10.0,-11.0,-2.5243342516069713,-0.8383838383838373,-5
698,8,Cloudy,-446920000,-0.8,-0.3999999999999999,-10.356060606060595,-21.33333333333333,-8.083333333333343,-12.265151515151516,-0.0833333333333286,-9.0,-14.0,16.13223140495868,1.3636363636363633,-1
699,20,Clear,-377910000,0.20000000000000007,-0.6000000000000001,-3.606060606060595,-13.583333333333329,-4.465277777777786,-11.092286501377416,2.8333333333333286,-5.0,-14.0,2.705667789001117,0.29797979797979934,3
700,12,Cloudy,-439600000,1.8,0.20000000000000018,-4.535353535353536,-14.194444444444443,-3.805555555555557,-4.5730027548209335,3.1666666666666714,-7.0,-7.0,-3.7922660952963954,-0.19191919191919382,-1
701,6,Rain,-468130000,-1.0000000000000002,-0.8000000000000003,-16.40909090909092,-12.583333333333343,-8.3611111111111,-14.234848484848492,-8.916666666666671,-8.0,-5.0,1.983471074380164,-0.7272727272727266,-1
