,goals_for,goals_against,team,game_id
0,1.0,2.0,Arsenal,0
1,5.0,2.0,Arsenal,0
2,1.0,1.0,Arsenal,0
3,2.0,1.0,Arsenal,0
4,3.0,1.0,Arsenal,0
5,1.0,1.0,Leicester City,0
6,1.0,6.0,Leicester City,0
7,2.0,1.0,Leicester City,0
8,3.0,0.0,Leicester City,0
9,0.0,1.0,Leicester City,0
10,4.0,3.0,Watford,1
11,1.0,0.0,Watford,1
12,3.0,0.0,Watford,1
13,0.0,1.0,Watford,1
14,2.0,0.0,Watford,1
15,0.0,3.0,Liverpool,1
16,,,Liverpool,1
17,3.0,0.0,Liverpool,1
18,0.0,4.0,Liverpool,1
19,0.0,0.0,Liverpool,1
20,1.0,2.0,Chelsea,2
21,2.0,3.0,Chelsea,2
22,2.0,1.0,Chelsea,2
23,5.0,1.0,Chelsea,2
24,4.0,3.0,Chelsea,2
25,2.0,1.0,Burnley,2
26,2.0,2.0,Burnley,2
27,0.0,2.0,Burnley,2
28,0.0,2.0,Burnley,2
29,3.0,1.0,Burnley,2
30,2.0,0.0,Crystal Palace,3
31,4.0,0.0,Crystal Palace,3
32,5.0,0.0,Crystal Palace,3
33,0.0,2.0,Crystal Palace,3
34,0.0,1.0,Crystal Palace,3
35,1.0,1.0,Huddersfield Town,3
36,0.0,0.0,Huddersfield Town,3
37,0.0,3.0,Huddersfield Town,3
38,2.0,0.0,Huddersfield Town,3
39,0.0,1.0,Huddersfield Town,3
40,1.0,0.0,Everton,4
41,3.0,1.0,Everton,4
42,1.0,0.0,Everton,4
43,1.0,0.0,Everton,4
44,0.0,3.0,Everton,4
45,1.0,4.0,Stoke City,4
46,2.0,2.0,Stoke City,4
47,0.0,0.0,Stoke City,4
48,2.0,0.0,Stoke City,4
49,3.0,1.0,Stoke City,4
50,0.0,0.0,Southampton,5
51,1.0,2.0,Southampton,5
52,0.0,2.0,Southampton,5
53,0.0,0.0,Southampton,5
54,0.0,0.0,Southampton,5
55,0.0,2.0,Swansea City,5
56,1.0,0.0,Swansea City,5
57,1.0,1.0,Swansea City,5
58,2.0,0.0,Swansea City,5
59,1.0,0.0,Swansea City,5
60,2.0,1.0,West Bromwich Albion,6
61,3.0,1.0,West Bromwich Albion,6
62,0.0,1.0,West Bromwich Albion,6
63,2.0,2.0,West Bromwich Albion,6
64,0.0,1.0,West Bromwich Albion,6
65,2.0,1.0,Bournemouth,6
66,2.0,2.0,Bournemouth,6
67,0.0,1.0,Bournemouth,6
68,4.0,0.0,Bournemouth,6
69,4.0,0.0,Bournemouth,6
70,0.0,1.0,Brighton & Hove Albion,7
71,2.0,0.0,Brighton & Hove Albion,7
72,2.0,1.0,Brighton & Hove Albion,7
73,0.0,2.0,Brighton & Hove Albion,7
74,1.0,2.0,Brighton & Hove Albion,7
75,4.0,1.0,Manchester City,7
76,2.0,0.0,Manchester City,7
77,0.0,5.0,Manchester City,7
78,3.0,1.0,Manchester City,7
79,2.0,1.0,Manchester City,7
80,0.0,2.0,Newcastle United,8
81,4.0,1.0,Newcastle United,8
82,3.0,1.0,Newcastle United,8
83,1.0,1.0,Newcastle United,8
84,2.0,1.0,Newcastle United,8
85,2.0,3.0,Tottenham Hotspur,8
86,2.0,4.0,Tottenham Hotspur,8
87,1.0,7.0,Tottenham Hotspur,8
88,1.0,6.0,Tottenham Hotspur,8
89,2.0,1.0,Tottenham Hotspur,8
90,1.0,0.0,Manchester United,9
91,1.0,1.0,Manchester United,9
92,2.0,0.0,Manchester United,9
93,0.0,2.0,Manchester United,9
94,2.0,0.0,Manchester United,9
95,0.0,4.0,West Ham United,9
96,1.0,0.0,West Ham United,9
97,0.0,0.0,West Ham United,9
98,0.0,0.0,West Ham United,9
99,2.0,2.0,West Ham United,9
100,0.0,0.0,Swansea City,10
101,2.0,1.0,Swansea City,10
102,0.0,2.0,Swansea City,10
103,1.0,0.0,Swansea City,10
104,1.0,1.0,Swansea City,10
105,2.0,1.0,Manchester United,10
106,1.0,0.0,Manchester United,10
107,1.0,1.0,Manchester United,10
108,2.0,0.0,Manchester United,10
109,0.0,2.0,Manchester United,10
110,1.0,1.0,Bournemouth,11
111,2.0,1.0,Bournemouth,11
112,2.0,2.0,Bournemouth,11
113,0.0,1.0,Bournemouth,11
114,4.0,0.0,Bournemouth,11
115,0.0,5.0,Watford,11
116,4.0,3.0,Watford,11
117,1.0,0.0,Watford,11
118,3.0,0.0,Watford,11
119,0.0,1.0,Watford,11
120,1.0,2.0,Burnley,12
121,2.0,1.0,Burnley,12
122,2.0,2.0,Burnley,12
123,0.0,2.0,Burnley,12
124,0.0,2.0,Burnley,12
125,,,West Bromwich Albion,12
126,2.0,1.0,West Bromwich Albion,12
127,3.0,1.0,West Bromwich Albion,12
128,0.0,1.0,West Bromwich Albion,12
129,2.0,2.0,West Bromwich Albion,12
130,,,Leicester City,13
131,1.0,1.0,Leicester City,13
132,1.0,6.0,Leicester City,13
133,2.0,1.0,Leicester City,13
134,3.0,0.0,Leicester City,13
135,1.0,1.0,Brighton & Hove Albion,13
136,0.0,1.0,Brighton & Hove Albion,13
137,2.0,0.0,Brighton & Hove Albion,13
138,2.0,1.0,Brighton & Hove Albion,13
139,0.0,2.0,Brighton & Hove Albion,13
140,3.0,3.0,Liverpool,14
141,1.0,1.0,Liverpool,14
142,0.0,3.0,Liverpool,14
143,,,Liverpool,14
144,3.0,0.0,Liverpool,14
145,,,Crystal Palace,14
146,2.0,0.0,Crystal Palace,14
147,4.0,0.0,Crystal Palace,14
148,5.0,0.0,Crystal Palace,14
149,0.0,2.0,Crystal Palace,14
150,0.0,1.0,Southampton,15
151,0.0,0.0,Southampton,15
152,1.0,2.0,Southampton,15
153,0.0,2.0,Southampton,15
154,0.0,0.0,Southampton,15
155,4.0,0.0,West Ham United,15
156,1.0,2.0,West Ham United,15
157,0.0,4.0,West Ham United,15
158,1.0,0.0,West Ham United,15
159,0.0,0.0,West Ham United,15
160,0.0,1.0,Stoke City,16
161,1.0,4.0,Stoke City,16
162,2.0,2.0,Stoke City,16
163,0.0,0.0,Stoke City,16
164,2.0,0.0,Stoke City,16
165,1.0,1.0,Arsenal,16
166,1.0,2.0,Arsenal,16
167,5.0,2.0,Arsenal,16
168,1.0,1.0,Arsenal,16
169,2.0,1.0,Arsenal,16
170,0.0,0.0,Huddersfield Town,17
171,1.0,1.0,Huddersfield Town,17
172,0.0,0.0,Huddersfield Town,17
173,0.0,3.0,Huddersfield Town,17
174,2.0,0.0,Huddersfield Town,17
175,3.0,0.0,Newcastle United,17
176,0.0,2.0,Newcastle United,17
177,4.0,1.0,Newcastle United,17
178,3.0,1.0,Newcastle United,17
179,1.0,1.0,Newcastle United,17
180,0.0,2.0,Tottenham Hotspur,18
181,3.0,0.0,Tottenham Hotspur,18
182,2.0,3.0,Tottenham Hotspur,18
183,2.0,4.0,Tottenham Hotspur,18
184,1.0,7.0,Tottenham Hotspur,18
185,2.0,3.0,Chelsea,18
186,1.0,1.0,Chelsea,18
187,1.0,2.0,Chelsea,18
188,2.0,3.0,Chelsea,18
189,2.0,1.0,Chelsea,18
190,0.0,2.0,Manchester City,19
191,3.0,0.0,Manchester City,19
192,4.0,1.0,Manchester City,19
193,2.0,0.0,Manchester City,19
194,0.0,5.0,Manchester City,19
195,2.0,1.0,Everton,19
196,1.0,0.0,Everton,19
197,0.0,1.0,Everton,19
198,1.0,0.0,Everton,19
199,3.0,1.0,Everton,19
200,0.0,2.0,Bournemouth,20
201,1.0,0.0,Bournemouth,20
202,1.0,1.0,Bournemouth,20
203,2.0,1.0,Bournemouth,20
204,2.0,2.0,Bournemouth,20
205,1.0,1.0,Manchester City,20
206,0.0,2.0,Manchester City,20
207,3.0,0.0,Manchester City,20
208,4.0,1.0,Manchester City,20
209,2.0,0.0,Manchester City,20
210,1.0,0.0,Crystal Palace,21
211,0.0,3.0,Crystal Palace,21
212,,,Crystal Palace,21
213,2.0,0.0,Crystal Palace,21
214,4.0,0.0,Crystal Palace,21
215,0.0,4.0,Swansea City,21
216,1.0,2.0,Swansea City,21
217,0.0,0.0,Swansea City,21
218,2.0,1.0,Swansea City,21
219,0.0,2.0,Swansea City,21
220,1.0,0.0,Huddersfield Town,22
221,0.0,3.0,Huddersfield Town,22
222,0.0,0.0,Huddersfield Town,22
223,1.0,1.0,Huddersfield Town,22
224,0.0,0.0,Huddersfield Town,22
225,3.0,2.0,Southampton,22
226,0.0,0.0,Southampton,22
227,0.0,1.0,Southampton,22
228,0.0,0.0,Southampton,22
229,1.0,2.0,Southampton,22
230,1.0,0.0,Newcastle United,23
231,0.0,2.0,Newcastle United,23
232,3.0,0.0,Newcastle United,23
233,0.0,2.0,Newcastle United,23
234,4.0,1.0,Newcastle United,23
235,3.0,2.0,West Ham United,23
236,2.0,3.0,West Ham United,23
237,4.0,0.0,West Ham United,23
238,1.0,2.0,West Ham United,23
239,0.0,4.0,West Ham United,23
240,0.0,2.0,Watford,24
241,3.0,3.0,Watford,24
242,0.0,5.0,Watford,24
243,4.0,3.0,Watford,24
244,1.0,0.0,Watford,24
245,2.0,0.0,Brighton & Hove Albion,24
246,0.0,2.0,Brighton & Hove Albion,24
247,1.0,1.0,Brighton & Hove Albion,24
248,0.0,1.0,Brighton & Hove Albion,24
249,2.0,0.0,Brighton & Hove Albion,24
250,4.0,0.0,Manchester United,25
251,2.0,1.0,Manchester United,25
252,1.0,0.0,Manchester United,25
253,1.0,1.0,Manchester United,25
254,2.0,0.0,Manchester United,25
255,2.0,0.0,Leicester City,25
256,4.0,3.0,Leicester City,25
257,,,Leicester City,25
258,1.0,1.0,Leicester City,25
259,1.0,6.0,Leicester City,25
260,2.0,2.0,Chelsea,26
261,2.0,3.0,Chelsea,26
262,1.0,1.0,Chelsea,26
263,1.0,2.0,Chelsea,26
264,2.0,3.0,Chelsea,26
265,1.0,1.0,Everton,26
266,2.0,0.0,Everton,26
267,2.0,1.0,Everton,26
268,1.0,0.0,Everton,26
269,0.0,1.0,Everton,26
270,0.0,1.0,West Bromwich Albion,27
271,1.0,0.0,West Bromwich Albion,27
272,,,West Bromwich Albion,27
273,2.0,1.0,West Bromwich Albion,27
274,3.0,1.0,West Bromwich Albion,27
275,1.0,0.0,Stoke City,27
276,1.0,0.0,Stoke City,27
277,0.0,1.0,Stoke City,27
278,1.0,4.0,Stoke City,27
279,2.0,2.0,Stoke City,27
280,1.0,0.0,Liverpool,28
281,1.0,2.0,Liverpool,28
282,3.0,3.0,Liverpool,28
283,1.0,1.0,Liverpool,28
284,0.0,3.0,Liverpool,28
285,4.0,3.0,Arsenal,28
286,1.0,1.0,Arsenal,28
287,1.0,2.0,Arsenal,28
288,5.0,2.0,Arsenal,28
289,1.0,1.0,Arsenal,28
290,2.0,2.0,Tottenham Hotspur,29
291,0.0,2.0,Tottenham Hotspur,29
292,3.0,0.0,Tottenham Hotspur,29
293,2.0,3.0,Tottenham Hotspur,29
294,2.0,4.0,Tottenham Hotspur,29
295,0.0,1.0,Burnley,29
296,2.0,3.0,Burnley,29
297,1.0,2.0,Burnley,29
298,2.0,1.0,Burnley,29
299,2.0,2.0,Burnley,29
300,1.0,1.0,Manchester City,30
301,1.0,1.0,Manchester City,30
302,0.0,2.0,Manchester City,30
303,3.0,0.0,Manchester City,30
304,4.0,1.0,Manchester City,30
305,4.0,2.0,Liverpool,30
306,1.0,0.0,Liverpool,30
307,1.0,2.0,Liverpool,30
308,3.0,3.0,Liverpool,30
309,1.0,1.0,Liverpool,30
310,1.0,0.0,Arsenal,31
311,4.0,3.0,Arsenal,31
312,1.0,1.0,Arsenal,31
313,1.0,2.0,Arsenal,31
314,5.0,2.0,Arsenal,31
315,1.0,2.0,Bournemouth,31
316,0.0,2.0,Bournemouth,31
317,1.0,0.0,Bournemouth,31
318,1.0,1.0,Bournemouth,31
319,2.0,1.0,Bournemouth,31
320,0.0,0.0,Brighton & Hove Albion,32
321,1.0,0.0,Brighton & Hove Albion,32
322,2.0,0.0,Brighton & Hove Albion,32
323,0.0,2.0,Brighton & Hove Albion,32
324,1.0,1.0,Brighton & Hove Albion,32
325,1.0,3.0,West Bromwich Albion,32
326,0.0,1.0,West Bromwich Albion,32
327,1.0,0.0,West Bromwich Albion,32
328,,,West Bromwich Albion,32
329,2.0,1.0,West Bromwich Albion,32
330,1.0,1.0,Everton,33
331,1.0,1.0,Everton,33
332,2.0,0.0,Everton,33
333,2.0,1.0,Everton,33
334,1.0,0.0,Everton,33
335,1.0,2.0,Tottenham Hotspur,33
336,2.0,2.0,Tottenham Hotspur,33
337,0.0,2.0,Tottenham Hotspur,33
338,3.0,0.0,Tottenham Hotspur,33
339,2.0,3.0,Tottenham Hotspur,33
340,2.0,0.0,Leicester City,34
341,1.0,4.0,Leicester City,34
342,2.0,0.0,Leicester City,34
343,4.0,3.0,Leicester City,34
344,,,Leicester City,34
345,1.0,2.0,Chelsea,34
346,2.0,2.0,Chelsea,34
347,2.0,3.0,Chelsea,34
348,1.0,1.0,Chelsea,34
349,1.0,2.0,Chelsea,34
350,0.0,0.0,Southampton,35
351,0.0,2.0,Southampton,35
352,3.0,2.0,Southampton,35
353,0.0,0.0,Southampton,35
354,0.0,1.0,Southampton,35
355,2.0,3.0,Watford,35
356,0.0,2.0,Watford,35
357,3.0,3.0,Watford,35
358,0.0,5.0,Watford,35
359,4.0,3.0,Watford,35
360,1.0,1.0,Stoke City,36
361,4.0,0.0,Stoke City,36
362,1.0,0.0,Stoke City,36
363,1.0,0.0,Stoke City,36
364,0.0,1.0,Stoke City,36
365,0.0,4.0,Manchester United,36
366,4.0,0.0,Manchester United,36
367,2.0,1.0,Manchester United,36
368,1.0,0.0,Manchester United,36
369,1.0,1.0,Manchester United,36
370,0.0,2.0,Burnley,37
371,0.0,1.0,Burnley,37
372,2.0,3.0,Burnley,37
373,1.0,2.0,Burnley,37
374,2.0,1.0,Burnley,37
375,2.0,1.0,Crystal Palace,37
376,1.0,0.0,Crystal Palace,37
377,0.0,3.0,Crystal Palace,37
378,,,Crystal Palace,37
379,2.0,0.0,Crystal Palace,37
380,1.0,4.0,Swansea City,38
381,0.0,4.0,Swansea City,38
382,1.0,2.0,Swansea City,38
383,0.0,0.0,Swansea City,38
384,2.0,1.0,Swansea City,38
385,3.0,0.0,Newcastle United,38
386,2.0,3.0,Newcastle United,38
387,1.0,0.0,Newcastle United,38
388,0.0,2.0,Newcastle United,38
389,3.0,0.0,Newcastle United,38
390,0.0,2.0,West Ham United,39
391,3.0,2.0,West Ham United,39
392,2.0,3.0,West Ham United,39
393,4.0,0.0,West Ham United,39
394,1.0,2.0,West Ham United,39
395,2.0,1.0,Huddersfield Town,39
396,1.0,0.0,Huddersfield Town,39
397,0.0,3.0,Huddersfield Town,39
398,0.0,0.0,Huddersfield Town,39
399,1.0,1.0,Huddersfield Town,39
400,1.0,2.0,Bournemouth,40
401,1.0,2.0,Bournemouth,40
402,0.0,2.0,Bournemouth,40
403,1.0,0.0,Bournemouth,40
404,1.0,1.0,Bournemouth,40
405,,,Brighton & Hove Albion,40
406,0.0,0.0,Brighton & Hove Albion,40
407,1.0,0.0,Brighton & Hove Albion,40
408,2.0,0.0,Brighton & Hove Albion,40
409,0.0,2.0,Brighton & Hove Albion,40
410,0.0,2.0,Crystal Palace,41
411,2.0,1.0,Crystal Palace,41
412,1.0,0.0,Crystal Palace,41
413,0.0,3.0,Crystal Palace,41
414,,,Crystal Palace,41
415,,,Southampton,41
416,0.0,0.0,Southampton,41
417,0.0,2.0,Southampton,41
418,3.0,2.0,Southampton,41
419,0.0,0.0,Southampton,41
420,0.0,0.0,Huddersfield Town,42
421,2.0,1.0,Huddersfield Town,42
422,1.0,0.0,Huddersfield Town,42
423,0.0,3.0,Huddersfield Town,42
424,0.0,0.0,Huddersfield Town,42
425,3.0,0.0,Leicester City,42
426,2.0,0.0,Leicester City,42
427,1.0,4.0,Leicester City,42
428,2.0,0.0,Leicester City,42
429,4.0,3.0,Leicester City,42
430,2.0,2.0,Liverpool,43
431,5.0,0.0,Liverpool,43
432,4.0,0.0,Liverpool,43
433,4.0,2.0,Liverpool,43
434,1.0,0.0,Liverpool,43
435,1.0,1.0,Burnley,43
436,0.0,2.0,Burnley,43
437,0.0,1.0,Burnley,43
438,2.0,3.0,Burnley,43
439,1.0,2.0,Burnley,43
440,,,Newcastle United,44
441,3.0,0.0,Newcastle United,44
442,2.0,3.0,Newcastle United,44
443,1.0,0.0,Newcastle United,44
444,0.0,2.0,Newcastle United,44
445,,,Stoke City,44
446,1.0,1.0,Stoke City,44
447,4.0,0.0,Stoke City,44
448,1.0,0.0,Stoke City,44
449,1.0,0.0,Stoke City,44
450,0.0,0.0,Watford,45
451,2.0,3.0,Watford,45
452,0.0,2.0,Watford,45
453,3.0,3.0,Watford,45
454,0.0,5.0,Watford,45
455,0.0,4.0,Manchester City,45
456,5.0,0.0,Manchester City,45
457,1.0,2.0,Manchester City,45
458,1.0,1.0,Manchester City,45
459,1.0,1.0,Manchester City,45
460,1.0,1.0,West Bromwich Albion,46
461,1.0,3.0,West Bromwich Albion,46
462,0.0,1.0,West Bromwich Albion,46
463,1.0,0.0,West Bromwich Albion,46
464,,,West Bromwich Albion,46
465,3.0,0.0,West Ham United,46
466,0.0,2.0,West Ham United,46
467,3.0,2.0,West Ham United,46
468,2.0,3.0,West Ham United,46
469,4.0,0.0,West Ham United,46
470,3.0,1.0,Tottenham Hotspur,47
471,0.0,3.0,Tottenham Hotspur,47
472,1.0,1.0,Tottenham Hotspur,47
473,1.0,2.0,Tottenham Hotspur,47
474,2.0,2.0,Tottenham Hotspur,47
475,0.0,2.0,Swansea City,47
476,1.0,4.0,Swansea City,47
477,0.0,4.0,Swansea City,47
478,1.0,2.0,Swansea City,47
479,0.0,0.0,Swansea City,47
480,6.0,0.0,Chelsea,48
481,1.0,2.0,Chelsea,48
482,2.0,0.0,Chelsea,48
483,1.0,2.0,Chelsea,48
484,2.0,2.0,Chelsea,48
485,3.0,0.0,Arsenal,48
486,4.0,0.0,Arsenal,48
487,1.0,0.0,Arsenal,48
488,4.0,3.0,Arsenal,48
489,1.0,1.0,Arsenal,48
490,3.0,0.0,Manchester United,49
491,2.0,2.0,Manchester United,49
492,2.0,0.0,Manchester United,49
493,0.0,4.0,Manchester United,49
494,4.0,0.0,Manchester United,49
495,0.0,3.0,Everton,49
496,2.0,0.0,Everton,49
497,1.0,1.0,Everton,49
498,1.0,1.0,Everton,49
499,2.0,0.0,Everton,49
500,0.0,0.0,West Ham United,50
501,2.0,0.0,West Ham United,50
502,3.0,0.0,West Ham United,50
503,0.0,2.0,West Ham United,50
504,3.0,2.0,West Ham United,50
505,0.0,0.0,Tottenham Hotspur,50
506,4.0,0.0,Tottenham Hotspur,50
507,3.0,1.0,Tottenham Hotspur,50
508,0.0,3.0,Tottenham Hotspur,50
509,1.0,1.0,Tottenham Hotspur,50
510,1.0,1.0,Burnley,51
511,1.0,0.0,Burnley,51
512,1.0,1.0,Burnley,51
513,0.0,2.0,Burnley,51
514,0.0,1.0,Burnley,51
515,1.0,1.0,Huddersfield Town,51
516,2.0,0.0,Huddersfield Town,51
517,0.0,0.0,Huddersfield Town,51
518,2.0,1.0,Huddersfield Town,51
519,1.0,0.0,Huddersfield Town,51
520,4.0,0.0,Everton,52
521,3.0,0.0,Everton,52
522,0.0,3.0,Everton,52
523,2.0,0.0,Everton,52
524,1.0,1.0,Everton,52
525,2.0,1.0,Bournemouth,52
526,3.0,0.0,Bournemouth,52
527,1.0,2.0,Bournemouth,52
528,1.0,2.0,Bournemouth,52
529,0.0,2.0,Bournemouth,52
530,0.0,6.0,Manchester City,53
531,0.0,2.0,Manchester City,53
532,0.0,4.0,Manchester City,53
533,5.0,0.0,Manchester City,53
534,1.0,2.0,Manchester City,53
535,0.0,1.0,Crystal Palace,53
536,1.0,0.0,Crystal Palace,53
537,0.0,2.0,Crystal Palace,53
538,2.0,1.0,Crystal Palace,53
539,1.0,0.0,Crystal Palace,53
540,0.0,2.0,Southampton,54
541,,,Southampton,54
542,0.0,0.0,Southampton,54
543,0.0,2.0,Southampton,54
544,3.0,2.0,Southampton,54
545,4.0,0.0,Manchester United,54
546,4.0,3.0,Manchester United,54
547,3.0,0.0,Manchester United,54
548,2.0,2.0,Manchester United,54
549,2.0,0.0,Manchester United,54
550,2.0,1.0,Stoke City,55
551,2.0,2.0,Stoke City,55
552,,,Stoke City,55
553,1.0,1.0,Stoke City,55
554,4.0,0.0,Stoke City,55
555,0.0,0.0,Chelsea,55
556,5.0,0.0,Chelsea,55
557,6.0,0.0,Chelsea,55
558,1.0,2.0,Chelsea,55
559,2.0,0.0,Chelsea,55
560,0.0,0.0,Swansea City,56
561,0.0,1.0,Swansea City,56
562,0.0,2.0,Swansea City,56
563,1.0,4.0,Swansea City,56
564,0.0,4.0,Swansea City,56
565,0.0,2.0,Watford,56
566,0.0,0.0,Watford,56
567,2.0,3.0,Watford,56
568,0.0,2.0,Watford,56
569,3.0,3.0,Watford,56
570,1.0,1.0,Leicester City,57
571,1.0,2.0,Leicester City,57
572,3.0,0.0,Leicester City,57
573,2.0,0.0,Leicester City,57
574,1.0,4.0,Leicester City,57
575,1.0,1.0,Liverpool,57
576,4.0,0.0,Liverpool,57
577,2.0,2.0,Liverpool,57
578,5.0,0.0,Liverpool,57
579,4.0,0.0,Liverpool,57
580,2.0,1.0,Brighton & Hove Albion,58
581,3.0,1.0,Brighton & Hove Albion,58
582,,,Brighton & Hove Albion,58
583,0.0,0.0,Brighton & Hove Albion,58
584,1.0,0.0,Brighton & Hove Albion,58
585,0.0,1.0,Newcastle United,58
586,,,Newcastle United,58
587,3.0,0.0,Newcastle United,58
588,2.0,3.0,Newcastle United,58
589,1.0,0.0,Newcastle United,58
590,0.0,0.0,Arsenal,59
591,3.0,1.0,Arsenal,59
592,3.0,0.0,Arsenal,59
593,4.0,0.0,Arsenal,59
594,1.0,0.0,Arsenal,59
595,,,West Bromwich Albion,59
596,0.0,0.0,West Bromwich Albion,59
597,3.0,1.0,West Bromwich Albion,59
598,1.0,1.0,West Bromwich Albion,59
599,1.0,3.0,West Bromwich Albion,59
600,1.0,0.0,Huddersfield Town,60
601,1.0,1.0,Huddersfield Town,60
602,2.0,0.0,Huddersfield Town,60
603,0.0,0.0,Huddersfield Town,60
604,2.0,1.0,Huddersfield Town,60
605,0.0,3.0,Tottenham Hotspur,60
606,2.0,3.0,Tottenham Hotspur,60
607,1.0,0.0,Tottenham Hotspur,60
608,0.0,0.0,Tottenham Hotspur,60
609,4.0,0.0,Tottenham Hotspur,60
610,1.0,0.0,Bournemouth,61
611,2.0,1.0,Bournemouth,61
612,3.0,0.0,Bournemouth,61
613,1.0,2.0,Bournemouth,61
614,1.0,2.0,Bournemouth,61
615,2.0,0.0,Leicester City,61
616,1.0,1.0,Leicester City,61
617,1.0,2.0,Leicester City,61
618,3.0,0.0,Leicester City,61
619,2.0,0.0,Leicester City,61
620,1.0,4.0,Manchester United,62
621,0.0,1.0,Manchester United,62
622,4.0,1.0,Manchester United,62
623,4.0,0.0,Manchester United,62
624,4.0,3.0,Manchester United,62
625,1.0,0.0,Crystal Palace,62
626,0.0,1.0,Crystal Palace,62
627,1.0,0.0,Crystal Palace,62
628,0.0,2.0,Crystal Palace,62
629,2.0,1.0,Crystal Palace,62
630,2.0,0.0,Stoke City,63
631,2.0,1.0,Stoke City,63
632,2.0,2.0,Stoke City,63
633,,,Stoke City,63
634,1.0,1.0,Stoke City,63
635,0.0,1.0,Southampton,63
636,0.0,2.0,Southampton,63
637,,,Southampton,63
638,0.0,0.0,Southampton,63
639,0.0,2.0,Southampton,63
640,1.0,2.0,West Bromwich Albion,64
641,,,West Bromwich Albion,64
642,0.0,0.0,West Bromwich Albion,64
643,3.0,1.0,West Bromwich Albion,64
644,1.0,1.0,West Bromwich Albion,64
645,0.0,6.0,Watford,64
646,0.0,2.0,Watford,64
647,0.0,0.0,Watford,64
648,2.0,3.0,Watford,64
649,0.0,2.0,Watford,64
650,3.0,0.0,West Ham United,65
651,0.0,0.0,West Ham United,65
652,2.0,0.0,West Ham United,65
653,3.0,0.0,West Ham United,65
654,0.0,2.0,West Ham United,65
655,0.0,2.0,Swansea City,65
656,0.0,0.0,Swansea City,65
657,0.0,1.0,Swansea City,65
658,0.0,2.0,Swansea City,65
659,1.0,4.0,Swansea City,65
660,1.0,2.0,Chelsea,66
661,0.0,4.0,Chelsea,66
662,5.0,1.0,Chelsea,66
663,0.0,0.0,Chelsea,66
664,5.0,0.0,Chelsea,66
665,2.0,0.0,Manchester City,66
666,5.0,0.0,Manchester City,66
667,1.0,2.0,Manchester City,66
668,0.0,6.0,Manchester City,66
669,0.0,2.0,Manchester City,66
670,2.0,0.0,Arsenal,67
671,1.0,0.0,Arsenal,67
672,0.0,0.0,Arsenal,67
673,3.0,1.0,Arsenal,67
674,3.0,0.0,Arsenal,67
675,1.0,0.0,Brighton & Hove Albion,67
676,2.0,1.0,Brighton & Hove Albion,67
677,3.0,1.0,Brighton & Hove Albion,67
678,,,Brighton & Hove Albion,67
679,0.0,0.0,Brighton & Hove Albion,67
680,2.0,1.0,Everton,68
681,3.0,0.0,Everton,68
682,4.0,0.0,Everton,68
683,3.0,0.0,Everton,68
684,0.0,3.0,Everton,68
685,2.0,2.0,Burnley,68
686,1.0,1.0,Burnley,68
687,1.0,0.0,Burnley,68
688,1.0,1.0,Burnley,68
689,0.0,2.0,Burnley,68
690,2.0,1.0,Newcastle United,69
691,0.0,1.0,Newcastle United,69
692,,,Newcastle United,69
693,3.0,0.0,Newcastle United,69
694,2.0,3.0,Newcastle United,69
695,1.0,1.0,Liverpool,69
696,2.0,3.0,Liverpool,69
697,2.0,0.0,Liverpool,69
698,1.0,1.0,Liverpool,69
699,4.0,0.0,Liverpool,69
700,2.0,1.0,Liverpool,70
701,1.0,1.0,Liverpool,70
702,2.0,3.0,Liverpool,70
703,2.0,0.0,Liverpool,70
704,1.0,1.0,Liverpool,70
705,1.0,2.0,Manchester United,70
706,1.0,4.0,Manchester United,70
707,0.0,1.0,Manchester United,70
708,4.0,1.0,Manchester United,70
709,4.0,0.0,Manchester United,70
710,0.0,0.0,Burnley,71
711,2.0,2.0,Burnley,71
712,1.0,1.0,Burnley,71
713,1.0,0.0,Burnley,71
714,1.0,1.0,Burnley,71
715,2.0,3.0,West Ham United,71
716,3.0,0.0,West Ham United,71
717,0.0,0.0,West Ham United,71
718,2.0,0.0,West Ham United,71
719,3.0,0.0,West Ham United,71
720,5.0,0.0,Crystal Palace,72
721,1.0,0.0,Crystal Palace,72
722,0.0,1.0,Crystal Palace,72
723,1.0,0.0,Crystal Palace,72
724,0.0,2.0,Crystal Palace,72
725,1.0,3.0,Chelsea,72
726,1.0,2.0,Chelsea,72
727,0.0,4.0,Chelsea,72
728,5.0,1.0,Chelsea,72
729,0.0,0.0,Chelsea,72
730,3.0,1.0,Manchester City,73
731,2.0,0.0,Manchester City,73
732,5.0,0.0,Manchester City,73
733,1.0,2.0,Manchester City,73
734,0.0,6.0,Manchester City,73
735,2.0,1.0,Stoke City,73
736,0.0,4.0,Stoke City,73
737,2.0,0.0,Stoke City,73
738,2.0,1.0,Stoke City,73
739,2.0,2.0,Stoke City,73
740,1.0,0.0,Swansea City,74
741,1.0,2.0,Swansea City,74
742,0.0,2.0,Swansea City,74
743,0.0,0.0,Swansea City,74
744,0.0,1.0,Swansea City,74
745,0.0,0.0,Huddersfield Town,74
746,1.0,0.0,Huddersfield Town,74
747,1.0,1.0,Huddersfield Town,74
748,2.0,0.0,Huddersfield Town,74
749,0.0,0.0,Huddersfield Town,74
750,0.0,4.0,Tottenham Hotspur,75
751,1.0,0.0,Tottenham Hotspur,75
