,home,away,league,game_id,season,temp,weather_desc,date
29,Swansea City,Liverpool,FA_Premier_League,239,2017-2018,7C,Cloudy,22-Jan-18
30,Swansea City,Arsenal,FA_Premier_League,240,2017-2018,1C,Cloudy,30-Jan-18
31,West Ham United,Crystal Palace,FA_Premier_League,241,2017-2018,0C,Cloudy,30-Jan-18
32,Huddersfield Town,Liverpool,FA_Premier_League,242,2017-2018,3C,Cloudy,30-Jan-18
33,Chelsea,Bournemouth,FA_Premier_League,243,2017-2018,8C,Cloudy,31-Jan-18
34,Everton,Leicester City,FA_Premier_League,244,2017-2018,5C,Breezy,31-Jan-18
35,Newcastle United,Burnley,FA_Premier_League,245,2017-2018,5C,Showers,31-Jan-18
36,Southampton,Brighton & Hove Albion,FA_Premier_League,246,2017-2018,8C,Showers,31-Jan-18
37,Manchester City,West Bromwich Albion,FA_Premier_League,247,2017-2018,4C,Rain,31-Jan-18
38,Stoke City,Watford,FA_Premier_League,248,2017-2018,3C,Cloudy,31-Jan-18
39,Tottenham Hotspur,Manchester United,FA_Premier_League,249,2017-2018,8C,Cloudy,31-Jan-18
40,Burnley,Manchester City,FA_Premier_League,250,2017-2018,1C,Snow,03-Feb-18
41,Bournemouth,Stoke City,FA_Premier_League,251,2017-2018,5C,Cloudy,03-Feb-18
42,Leicester City,Swansea City,FA_Premier_League,252,2017-2018,1C,Snow,03-Feb-18
43,Manchester United,Huddersfield Town,FA_Premier_League,253,2017-2018,2C,Cloudy,03-Feb-18
44,Brighton & Hove Albion,West Ham United,FA_Premier_League,254,2017-2018,3C,Showers,03-Feb-18
45,West Bromwich Albion,Southampton,FA_Premier_League,255,2017-2018,3C,Snow,03-Feb-18
46,Arsenal,Everton,FA_Premier_League,256,2017-2018,4C,Cloudy,03-Feb-18
47,Crystal Palace,Newcastle United,FA_Premier_League,257,2017-2018,2C,Cloudy,04-Feb-18
48,Liverpool,Tottenham Hotspur,FA_Premier_League,258,2017-2018,2C,Cloudy,04-Feb-18
49,Watford,Chelsea,FA_Premier_League,259,2017-2018,0C,Cloudy,05-Feb-18
50,Tottenham Hotspur,Arsenal,FA_Premier_League,260,2017-2018,-2C,Cloudy,10-Feb-18
51,Everton,Crystal Palace,FA_Premier_League,261,2017-2018,10C,Cloudy,10-Feb-18
52,Stoke City,Brighton & Hove Albion,FA_Premier_League,262,2017-2018,0C,Showers,10-Feb-18
53,Swansea City,Burnley,FA_Premier_League,263,2017-2018,6C,Rain,10-Feb-18
54,West Ham United,Watford,FA_Premier_League,264,2017-2018,-1C,Cloudy,10-Feb-18
55,Manchester City,Leicester City,FA_Premier_League,265,2017-2018,2C,Cloudy,10-Feb-18
56,Huddersfield Town,Bournemouth,FA_Premier_League,266,2017-2018,2C,Breezy,11-Feb-18
57,Newcastle United,Manchester United,FA_Premier_League,267,2017-2018,2C,Breezy,11-Feb-18
58,Southampton,Liverpool,FA_Premier_League,268,2017-2018,5C,Clear,11-Feb-18
59,Chelsea,West Bromwich Albion,FA_Premier_League,269,2017-2018,0C,Clear,12-Feb-18
60,Leicester City,Stoke City,FA_Premier_League,270,2017-2018,0C,Cloudy,24-Feb-18
61,Bournemouth,Newcastle United,FA_Premier_League,271,2017-2018,0C,Clear,24-Feb-18
62,Brighton & Hove Albion,Swansea City,FA_Premier_League,272,2017-2018,-2C,Clear,24-Feb-18
63,Burnley,Southampton,FA_Premier_League,273,2017-2018,-1C,Cloudy,24-Feb-18
64,Liverpool,West Ham United,FA_Premier_League,274,2017-2018,1C,Cloudy,24-Feb-18
65,West Bromwich Albion,Huddersfield Town,FA_Premier_League,275,2017-2018,0C,Cloudy,24-Feb-18
66,Watford,Everton,FA_Premier_League,276,2017-2018,-3C,Clear,24-Feb-18
67,Crystal Palace,Tottenham Hotspur,FA_Premier_League,277,2017-2018,0C,Clear,25-Feb-18
68,Manchester United,Chelsea,FA_Premier_League,278,2017-2018,0C,Clear,25-Feb-18
69,Arsenal,Manchester City,FA_Premier_League,279,2017-2018,-3C,Breezy,01-Mar-18
70,Burnley,Everton,FA_Premier_League,280,2017-2018,-2C,Breezy,03-Mar-18
71,Leicester City,Bournemouth,FA_Premier_League,281,2017-2018,-1C,Cloudy,03-Mar-18
72,Southampton,Stoke City,FA_Premier_League,282,2017-2018,2C,Cloudy,03-Mar-18
73,Swansea City,West Ham United,FA_Premier_League,283,2017-2018,0C,Showers,03-Mar-18
74,Tottenham Hotspur,Huddersfield Town,FA_Premier_League,284,2017-2018,1C,Cloudy,03-Mar-18
75,Watford,West Bromwich Albion,FA_Premier_League,285,2017-2018,0C,Cloudy,03-Mar-18
76,Liverpool,Newcastle United,FA_Premier_League,286,2017-2018,0C,Cloudy,03-Mar-18
77,Brighton & Hove Albion,Arsenal,FA_Premier_League,287,2017-2018,5C,Cloudy,04-Mar-18
78,Manchester City,Chelsea,FA_Premier_League,288,2017-2018,1C,Cloudy,04-Mar-18
79,Crystal Palace,Manchester United,FA_Premier_League,289,2017-2018,5C,Cloudy,05-Mar-18
80,Manchester United,Liverpool,FA_Premier_League,290,2017-2018,6C,Rain,10-Mar-18
81,Everton,Brighton & Hove Albion,FA_Premier_League,291,2017-2018,7C,Showers,10-Mar-18
82,Huddersfield Town,Swansea City,FA_Premier_League,292,2017-2018,4C,Showers,10-Mar-18
83,Newcastle United,Southampton,FA_Premier_League,293,2017-2018,3C,Rain,10-Mar-18
84,West Bromwich Albion,Leicester City,FA_Premier_League,294,2017-2018,10C,Cloudy,10-Mar-18
85,West Ham United,Burnley,FA_Premier_League,295,2017-2018,11C,Cloudy,10-Mar-18
86,Chelsea,Crystal Palace,FA_Premier_League,296,2017-2018,11C,Cloudy,10-Mar-18
87,Arsenal,Watford,FA_Premier_League,297,2017-2018,6C,Cloudy,11-Mar-18
88,Bournemouth,Tottenham Hotspur,FA_Premier_League,298,2017-2018,7C,Cloudy,11-Mar-18
89,Stoke City,Manchester City,FA_Premier_League,299,2017-2018,6C,Showers,12-Mar-18
90,Bournemouth,West Bromwich Albion,FA_Premier_League,300,2017-2018,6C,Rain,17-Mar-18
91,Huddersfield Town,Crystal Palace,FA_Premier_League,301,2017-2018,0C,Breezy,17-Mar-18
92,Stoke City,Everton,FA_Premier_League,302,2017-2018,0C,Breezy,17-Mar-18
93,Liverpool,Watford,FA_Premier_League,303,2017-2018,3C,Showers,17-Mar-18
94,Crystal Palace,Liverpool,FA_Premier_League,304,2017-2018,4C,Cloudy,31-Mar-18
