,name,position,team,game_id,player_id
0,Schmeichel,XX,Leicester City,131,6670
1,Simpson,DF,Leicester City,131,7776
2,Morgan,DF,Leicester City,131,25714
3,Maguire,DF,Leicester City,131,57627
4,Chilwell,DF,Leicester City,131,104268
5,Iborra,MF,Leicester City,131,15489
6,Ndidi,DM,Leicester City,131,80418
7,Mahrez,FW,Leicester City,131,73506
8,Okazaki,FW,Leicester City,131,24460
9,Albrighton,MF,Leicester City,131,32680
10,Vardy,FW,Leicester City,131,63664
11,Lloris,XX,Tottenham Hotspur,131,2610
12,Aurier,DF,Tottenham Hotspur,131,47805
13,Sánchez,DF,Tottenham Hotspur,131,84584
14,Vertonghen,DF,Tottenham Hotspur,131,849
15,Rose,DF,Tottenham Hotspur,131,11147
16,Dier,DM,Tottenham Hotspur,131,55465
17,Dembélé,MF,Tottenham Hotspur,131,2323
18,Sissoko,MF,Tottenham Hotspur,131,11229
19,Alli,AM,Tottenham Hotspur,131,74303
20,Eriksen,AM,Tottenham Hotspur,131,44435
21,Kane,FW,Tottenham Hotspur,131,41936
22,Heurelho Gomes,XX,Watford,132,1118
23,Kiko Femenía,DF,Watford,132,44241
24,Mariappa,DF,Watford,132,1887
25,Prödl,DF,Watford,132,13359
26,Kabasele,DF,Watford,132,50762
27,Zeegelaar,DF,Watford,132,38901
28,Hughes,MF,Watford,132,66806
29,Doucoure,MF,Watford,132,75703
30,Cleverley,MF,Watford,132,39422
31,Gray,FW,Watford,132,47270
32,Richarlison,FW,Watford,132,108947
33,De Gea,XX,Manchester United,132,41206
34,Lindelöf,DF,Manchester United,132,74233
35,Smalling,DF,Manchester United,132,35134
36,Rojo,DF,Manchester United,132,31237
37,Valencia,DF,Manchester United,132,1820
38,Matić,DM,Manchester United,132,31740
39,Pogba,MF,Manchester United,132,56805
40,Young,DF,Manchester United,132,1896
41,Lingard,AM,Manchester United,132,71489
42,Martial,FW,Manchester United,132,76346
43,Lukaku,FW,Manchester United,132,38757
44,Foster,XX,West Bromwich Albion,133,1885
45,Nyom,DF,West Bromwich Albion,133,53041
46,Hegazy,DF,West Bromwich Albion,133,40854
47,Evans,DF,West Bromwich Albion,133,7777
48,Gibbs,DF,West Bromwich Albion,133,13484
49,Phillips,FW,West Bromwich Albion,133,28838
50,Livermore,DM,West Bromwich Albion,133,40010
51,Barry,DM,West Bromwich Albion,133,786
52,Field,MF,West Bromwich Albion,133,108812
53,Robson Kanu,FW,West Bromwich Albion,133,25682
54,Rondón,FW,West Bromwich Albion,133,35222
55,Darlow,XX,Newcastle United,133,51244
56,Yedlin,DF,Newcastle United,133,76976
57,Lejeune,DF,Newcastle United,133,46638
58,Clark,DF,Newcastle United,133,39242
59,Mbemba,DF,Newcastle United,133,77277
60,Hayden,DM,Newcastle United,133,83862
61,Merino,DM,Newcastle United,133,94022
62,Ritchie,MF,Newcastle United,133,39240
63,Ayoze Perez,AM,Newcastle United,133,84116
64,Murphy,FW,Newcastle United,133,86163
65,Joselu,FW,Newcastle United,133,40193
66,Cech,XX,Arsenal,134,114
67,Koscielny,DF,Arsenal,134,23147
68,Mustafi,DF,Arsenal,134,34535
69,Monreal,DF,Arsenal,134,2892
70,Bellerín,DF,Arsenal,134,71533
71,Ramsey,MF,Arsenal,134,14113
72,Xhaka,DM,Arsenal,134,49774
73,Kolašinac,DF,Arsenal,134,67934
74,Özil,AM,Arsenal,134,2070
75,Sanchez,FW,Arsenal,134,7165
76,Lacazette,FW,Arsenal,134,46410
77,Lössl,XX,Huddersfield Town,134,19553
78,Zanka,DF,Huddersfield Town,134,10741
79,Schindler,DF,Huddersfield Town,134,53718
80,Cranie,DF,Huddersfield Town,134,7732
81,Hadergjonaj,DF,Huddersfield Town,134,84003
82,Mooy,MF,Huddersfield Town,134,41166
83,Hogg,DM,Huddersfield Town,134,52049
84,Löwe,DF,Huddersfield Town,134,51480
85,Quaner,FW,Huddersfield Town,134,51744
86,Kachunga,FW,Huddersfield Town,134,51868
87,Mounié,FW,Huddersfield Town,134,82272
88,Begović,XX,Bournemouth,135,21972
89,Francis,DF,Bournemouth,135,9732
90,Cook,DF,Bournemouth,135,30461
91,Aké,DF,Bournemouth,135,71946
92,Daniels,DF,Bournemouth,135,46020
93,Surman,MF,Bournemouth,135,7742
94,Arter,MF,Bournemouth,135,13884
95,Ibe,MF,Bournemouth,135,62695
96,King,FW,Bournemouth,135,40835
97,Pugh,MF,Bournemouth,135,43020
98,Wilson,FW,Bournemouth,135,42854
99,Pope,XX,Burnley,135,67170
100,Bardsley,DF,Burnley,135,503
101,Tarkowski,DF,Burnley,135,55365
102,Mee,DF,Burnley,135,40793
103,Ward,DF,Burnley,135,8614
104,Defour,MF,Burnley,135,9295
105,Cork,DM,Burnley,135,12857
106,Guðmundsson,FW,Burnley,135,49182
107,Hendrick,MF,Burnley,135,47298
108,Brady,MF,Burnley,135,53118
109,Wood,FW,Burnley,135,34201
110,Courtois,XX,Chelsea,136,34241
111,Rüdiger,DF,Chelsea,136,61115
112,Christensen,DF,Chelsea,136,79602
113,Cahill,DF,Chelsea,136,4194
114,Zappacosta,DF,Chelsea,136,64508
115,Fàbregas,AM,Chelsea,136,239
116,Kanté,DM,Chelsea,136,73549
117,Marcos Alonso,DF,Chelsea,136,46166
118,Willian,FW,Chelsea,136,10229
119,Pedro,FW,Chelsea,136,15486
120,Morata,FW,Chelsea,136,54733
121,Fabiański,XX,Swansea City,136,347
122,Naughton,DF,Swansea City,136,16232
123,van der Hoorn,DF,Swansea City,136,59053
124,Mawson,DF,Swansea City,136,82782
125,Olsson,DF,Swansea City,136,11655
126,Roque Mesa,MF,Swansea City,136,70555
127,SY Ki,DM,Swansea City,136,24485
128,Carroll,MF,Swansea City,136,55735
129,Renato Sanches,MF,Swansea City,136,100242
130,Bony,FW,Swansea City,136,24905
131,Ayew,FW,Swansea City,136,43399
132,Pickford,XX,Everton,137,67696
133,Kenny,DF,Everton,137,97240
134,Holgate,DF,Everton,137,97008
135,Williams,DF,Everton,137,25653
136,Martina,DF,Everton,137,30280
137,Gueye,DM,Everton,137,44582
138,Lennon,MF,Everton,137,596
139,Davies,MF,Everton,137,109026
140,Rooney,FW,Everton,137,57
141,Sigurðsson,AM,Everton,137,25685
142,Calvert-Lewin,FW,Everton,137,100563
143,Hart,XX,West Ham United,137,3184
144,Zabaleta,DF,West Ham United,137,1613
145,Reid,DF,West Ham United,137,6211
146,Ogbonna,DF,West Ham United,137,6063
147,Cresswell,DF,West Ham United,137,44073
148,Obiang,MF,West Ham United,137,53286
149,Arnautovic,FW,West Ham United,137,7579
150,Kouyaté,DM,West Ham United,137,15881
151,Lanzini,AM,West Ham United,137,50921
152,Masuaku,DF,West Ham United,137,63786
153,Ayew,FW,West Ham United,137,12078
154,Ederson Moraes,XX,Manchester City,138,74330
155,Walker,DF,Manchester City,138,37666
156,Kompany,DF,Manchester City,138,1170
157,Otamendi,DF,Manchester City,138,21163
158,Delph,MF,Manchester City,138,25974
159,Fernandinho,DM,Manchester City,138,6084
160,Sterling,FW,Manchester City,138,69315
161,De Bruyne,AM,Manchester City,138,34705
162,Gündogan,MF,Manchester City,138,32167
163,Gabriel Jesus,FW,Manchester City,138,100929
164,Agüero,FW,Manchester City,138,874
165,Forster,XX,Southampton,138,13876
166,Cédric,DF,Southampton,138,46131
167,Yoshida,DF,Southampton,138,24453
168,van Dijk,DF,Southampton,138,58755
169,Hoedt,DF,Southampton,138,85663
170,Bertrand,DF,Southampton,138,20621
171,Højbjerg,MF,Southampton,138,79297
172,Romeu,DM,Southampton,138,40786
173,Lemina,MF,Southampton,138,76999
174,Redmond,FW,Southampton,138,52548
175,Long,FW,Southampton,138,1903
176,Grant,XX,Stoke City,139,9772
177,Zouma,DF,Stoke City,139,62935
178,Shawcross,DF,Stoke City,139,11889
179,Martins Indi,DF,Stoke City,139,52257
180,Diouf,FW,Stoke City,139,18699
181,Fletcher,MF,Stoke City,139,54
182,Allen,MF,Stoke City,139,22845
183,Pieters,DF,Stoke City,139,2302
184,Shaqiri,FW,Stoke City,139,36861
185,Choupo Moting,FW,Stoke City,139,11127
186,Crouch,FW,Stoke City,139,105
187,Mignolet,XX,Liverpool,139,14326
188,Gomez,DF,Liverpool,139,93605
189,Matip,DF,Liverpool,139,42117
190,Lovren,DF,Liverpool,139,24024
191,Alberto,DF,Liverpool,139,69609
192,Wijnaldum,MF,Liverpool,139,7404
193,Can,DM,Liverpool,139,67096
194,Oxlade Chamberlain,MF,Liverpool,139,46038
195,Roberto Firmino,FW,Liverpool,139,54804
196,Mané,FW,Liverpool,139,72713
197,Solanke,FW,Liverpool,139,95401
198,Courtois,XX,Chelsea,140,34241
199,Moses,MF,Chelsea,140,19680
200,Azpilicueta,DF,Chelsea,140,6743
201,Christensen,DF,Chelsea,140,79602
202,Rüdiger,DF,Chelsea,140,61115
203,Marcos Alonso,DF,Chelsea,140,46166
204,Fàbregas,AM,Chelsea,140,239
205,Kanté,DM,Chelsea,140,73549
206,Drinkwater,MF,Chelsea,140,44068
207,Hazard,FW,Chelsea,140,14903
208,Morata,FW,Chelsea,140,54733
209,Darlow,XX,Newcastle United,140,51244
210,Mbemba,DF,Newcastle United,140,77277
211,Lejeune,DF,Newcastle United,140,46638
212,Clark,DF,Newcastle United,140,39242
213,Javi Manquillo,DF,Newcastle United,140,70244
214,Diamé,MF,Newcastle United,140,39492
215,Merino,DM,Newcastle United,140,94022
216,Ritchie,MF,Newcastle United,140,39240
217,Murphy,FW,Newcastle United,140,86163
218,Ayoze Perez,AM,Newcastle United,140,84116
219,Gayle,FW,Newcastle United,140,63475
220,Ryan,XX,Brighton & Hove Albion,141,41314
221,Bruno,DF,Brighton & Hove Albion,141,11646
222,Duffy,DF,Brighton & Hove Albion,141,35497
223,Dunk,DF,Brighton & Hove Albion,141,47238
224,Bong,DF,Brighton & Hove Albion,141,14353
225,Knockaert,MF,Brighton & Hove Albion,141,50870
226,Stephens,MF,Brighton & Hove Albion,141,20617
227,Propper,MF,Brighton & Hove Albion,141,39059
228,Brown,FW,Brighton & Hove Albion,141,79153
229,Groß,AM,Brighton & Hove Albion,141,34541
230,Murray,FW,Brighton & Hove Albion,141,26133
231,Mignolet,XX,Liverpool,141,14326
232,Can,DM,Liverpool,141,67096
233,Lovren,DF,Liverpool,141,24024
234,Wijnaldum,MF,Liverpool,141,7404
235,Arnold,DF,Liverpool,141,110457
236,Milner,MF,Liverpool,141,493
237,Henderson,MF,Liverpool,141,30627
238,Philippe Coutinho,FW,Liverpool,141,43859
239,Robertson,DF,Liverpool,141,81563
240,Salah,FW,Liverpool,141,71707
241,Roberto Firmino,FW,Liverpool,141,54804
242,Pickford,XX,Everton,142,67696
243,Kenny,DF,Everton,142,97240
244,Holgate,DF,Everton,142,97008
245,Williams,DF,Everton,142,25653
246,Martina,DF,Everton,142,30280
247,Gueye,DM,Everton,142,44582
248,Lennon,MF,Everton,142,596
249,Davies,MF,Everton,142,109026
250,Rooney,FW,Everton,142,57
251,Sigurðsson,AM,Everton,142,25685
252,Calvert-Lewin,FW,Everton,142,100563
253,Lössl,XX,Huddersfield Town,142,19553
254,Smith,DF,Huddersfield Town,142,82894
255,Zanka,DF,Huddersfield Town,142,10741
256,Schindler,DF,Huddersfield Town,142,53718
257,Malone,DF,Huddersfield Town,142,45923
258,Mooy,MF,Huddersfield Town,142,41166
259,Williams,DM,Huddersfield Town,142,44496
260,Quaner,FW,Huddersfield Town,142,51744
261,Ince,MF,Huddersfield Town,142,50793
262,Kachunga,FW,Huddersfield Town,142,51868
263,Depoitre,FW,Huddersfield Town,142,83353
264,Schmeichel,XX,Leicester City,143,6670
265,Simpson,DF,Leicester City,143,7776
266,Morgan,DF,Leicester City,143,25714
267,Maguire,DF,Leicester City,143,57627
268,Chilwell,DF,Leicester City,143,104268
269,Ndidi,DM,Leicester City,143,80418
270,Iborra,MF,Leicester City,143,15489
271,Mahrez,FW,Leicester City,143,73506
272,Gray,FW,Leicester City,143,84046
273,Albrighton,MF,Leicester City,143,32680
274,Vardy,FW,Leicester City,143,63664
275,Pope,XX,Burnley,143,67170
276,Bardsley,DF,Burnley,143,503
277,Tarkowski,DF,Burnley,143,55365
278,Mee,DF,Burnley,143,40793
279,Ward,DF,Burnley,143,8614
280,Defour,MF,Burnley,143,9295
281,Cork,DM,Burnley,143,12857
282,Guðmundsson,FW,Burnley,143,49182
283,Hendrick,MF,Burnley,143,47298
284,Brady,MF,Burnley,143,53118
285,Wood,FW,Burnley,143,34201
286,Butland,XX,Stoke City,144,61705
287,Zouma,DF,Stoke City,144,62935
288,Shawcross,DF,Stoke City,144,11889
289,Martins Indi,DF,Stoke City,144,52257
290,Diouf,FW,Stoke City,144,18699
291,Allen,MF,Stoke City,144,22845
292,Fletcher,MF,Stoke City,144,54
293,Pieters,DF,Stoke City,144,2302
294,Shaqiri,FW,Stoke City,144,36861
295,Choupo Moting,FW,Stoke City,144,11127
296,Crouch,FW,Stoke City,144,105
297,Fabiański,XX,Swansea City,144,347
298,Naughton,DF,Swansea City,144,16232
299,van der Hoorn,DF,Swansea City,144,59053
300,Mawson,DF,Swansea City,144,82782
301,Olsson,DF,Swansea City,144,11655
302,Fer,MF,Swansea City,144,15022
303,SY Ki,DM,Swansea City,144,24485
304,Clucas,MF,Swansea City,144,48117
305,Ayew,FW,Swansea City,144,43399
306,Abraham,FW,Swansea City,144,97303
