,goals_for,goals_against,team,game_id,date
80,1,0,Malaga,432,16Sep
81,1,3,Malaga,432,11Sep
82,1,0,Malaga,432,26Aug
83,0,1,Malaga,432,21Aug
84,0,2,Malaga,432,21May
85,1,0,Athletic Club,432,17Sep
86,0,0,Athletic Club,432,14Sep
87,2,0,Athletic Club,432,10Sep
88,0,1,Athletic Club,432,27Aug
89,1,0,Athletic Club,432,24Aug
90,0,1,Girona,433,17Sep
91,2,0,Girona,433,10Sep
92,1,0,Girona,433,26Aug
93,2,2,Girona,433,19Aug
94,2,0,Girona,433,15Jan
95,1,2,Barcelona,433,16Sep
96,1,0,Barcelona,433,12Sep
97,3,0,Barcelona,433,12Sep
98,5,0,Barcelona,433,09Sep
99,0,2,Barcelona,433,26Aug
100,2,1,Espanyol de Barcelona,434,18Sep
101,5,0,Espanyol de Barcelona,434,09Sep
102,0,1,Espanyol de Barcelona,434,27Aug
103,1,1,Espanyol de Barcelona,434,19Aug
104,1,2,Espanyol de Barcelona,434,19May
105,2,1,Deportivo La Coruña,434,16Sep
106,2,4,Deportivo La Coruña,434,10Sep
107,2,2,Deportivo La Coruña,434,26Aug
108,0,3,Deportivo La Coruña,434,20Aug
109,3,0,Deportivo La Coruña,434,20May
110,1,2,Getafe,435,16Sep
111,1,2,Getafe,435,08Sep
112,0,1,Getafe,435,27Aug
113,0,0,Getafe,435,20Aug
114,1,1,Getafe,435,15Jan
115,0,3,Villarreal,435,17Sep
116,3,1,Villarreal,435,14Sep
117,3,1,Villarreal,435,10Sep
118,3,0,Villarreal,435,25Aug
119,1,0,Villarreal,435,21Aug
120,1,0,Las Palmas,436,17Sep
121,1,3,Las Palmas,436,11Sep
122,1,5,Las Palmas,436,26Aug
123,1,0,Las Palmas,436,18Aug
124,3,0,Las Palmas,436,20May
125,1,0,Leganés,436,15Sep
126,1,2,Leganés,436,08Sep
127,0,1,Leganés,436,27Aug
128,1,0,Leganés,436,18Aug
129,1,1,Leganés,436,20May
130,1,0,Eibar,437,15Sep
131,3,0,Eibar,437,09Sep
132,0,1,Eibar,437,27Aug
133,0,1,Eibar,437,21Aug
134,4,2,Eibar,437,21May
135,2,1,Celta Vigo,437,18Sep
136,1,0,Celta Vigo,437,10Sep
137,2,1,Celta Vigo,437,25Aug
138,2,3,Celta Vigo,437,19Aug
139,2,2,Celta Vigo,437,21May
140,1,3,Real Sociedad,438,17Sep
141,4,0,Real Sociedad,438,14Sep
142,2,4,Real Sociedad,438,10Sep
143,3,0,Real Sociedad,438,25Aug
144,2,3,Real Sociedad,438,19Aug
145,1,1,Valencia,438,16Sep
146,0,0,Valencia,438,09Sep
147,2,2,Valencia,438,27Aug
148,1,0,Valencia,438,18Aug
149,1,3,Valencia,438,21May
150,2,1,Real Betis,439,16Sep
151,3,1,Real Betis,439,10Sep
152,2,1,Real Betis,439,25Aug
153,2,0,Real Betis,439,20Aug
154,2,2,Real Betis,439,20May
155,1,1,Levante,439,16Sep
156,1,1,Levante,439,09Sep
157,2,2,Levante,439,26Aug
158,1,0,Levante,439,21Aug
159,0,2,Levante,439,15Jan
160,1,1,Celta Vigo,440,21Sep
161,2,1,Celta Vigo,440,18Sep
162,1,0,Celta Vigo,440,10Sep
163,2,1,Celta Vigo,440,25Aug
164,2,3,Celta Vigo,440,19Aug
165,0,0,Girona,440,20Sep
166,0,1,Girona,440,17Sep
167,2,0,Girona,440,10Sep
168,1,0,Girona,440,26Aug
169,2,2,Girona,440,19Aug
170,1,0,Deportivo La Coruña,441,20Sep
171,2,1,Deportivo La Coruña,441,16Sep
172,2,4,Deportivo La Coruña,441,10Sep
173,2,2,Deportivo La Coruña,441,26Aug
174,0,3,Deportivo La Coruña,441,20Aug
175,1,1,Getafe,441,21Sep
176,1,2,Getafe,441,16Sep
177,1,2,Getafe,441,08Sep
178,0,1,Getafe,441,27Aug
179,0,0,Getafe,441,20Aug
180,3,0,Sevilla,442,26Sep
181,2,0,Sevilla,442,23Sep
182,1,0,Sevilla,442,20Sep
183,0,1,Sevilla,442,17Sep
184,4,0,Sevilla,442,13Sep
185,5,0,Malaga,442,19Sep
186,1,0,Malaga,442,16Sep
187,1,3,Malaga,442,11Sep
188,1,0,Malaga,442,26Aug
189,0,1,Malaga,442,21Aug
190,3,0,Levante,443,21Sep
191,1,1,Levante,443,16Sep
192,1,1,Levante,443,09Sep
193,2,2,Levante,443,26Aug
194,1,0,Levante,443,21Aug
195,1,0,Deportivo Alaves,443,20Sep
196,0,3,Deportivo Alaves,443,17Sep
197,1,0,Deportivo Alaves,443,10Sep
198,0,2,Deportivo Alaves,443,26Aug
199,1,0,Deportivo Alaves,443,18Aug
200,0,0,Leganés,444,20Sep
201,1,0,Leganés,444,15Sep
202,1,2,Leganés,444,08Sep
203,0,1,Leganés,444,27Aug
204,1,0,Leganés,444,18Aug
205,1,2,Atletico Madrid,444,27Sep
206,2,0,Atletico Madrid,444,23Sep
207,1,2,Atletico Madrid,444,20Sep
208,1,0,Atletico Madrid,444,16Sep
209,1,2,Atletico Madrid,444,12Sep
210,2,3,Real Sociedad,445,24Sep
211,3,0,Real Sociedad,445,21Sep
212,1,3,Real Sociedad,445,17Sep
213,4,0,Real Sociedad,445,14Sep
214,2,4,Real Sociedad,445,10Sep
215,0,1,Real Betis,445,20Sep
216,2,1,Real Betis,445,16Sep
217,3,1,Real Betis,445,10Sep
218,2,1,Real Betis,445,25Aug
219,2,0,Real Betis,445,20Aug
220,0,1,Barcelona,446,27Sep
221,0,3,Barcelona,446,23Sep
222,6,1,Barcelona,446,19Sep
223,1,2,Barcelona,446,16Sep
224,1,0,Barcelona,446,12Sep
225,1,0,Las Palmas,446,20Sep
226,1,0,Las Palmas,446,17Sep
227,1,3,Las Palmas,446,11Sep
228,1,5,Las Palmas,446,26Aug
229,1,0,Las Palmas,446,18Aug
230,5,0,Valencia,447,19Sep
231,1,1,Valencia,447,16Sep
232,0,0,Valencia,447,09Sep
233,2,2,Valencia,447,27Aug
234,1,0,Valencia,447,18Aug
235,3,3,Athletic Club,447,23Sep
236,1,2,Athletic Club,447,20Sep
237,1,0,Athletic Club,447,17Sep
238,0,0,Athletic Club,447,14Sep
239,2,0,Athletic Club,447,10Sep
240,4,0,Villarreal,448,24Sep
241,0,0,Villarreal,448,21Sep
242,0,3,Villarreal,448,17Sep
243,3,1,Villarreal,448,14Sep
244,3,1,Villarreal,448,10Sep
245,6,1,Eibar,448,19Sep
246,1,0,Eibar,448,15Sep
247,3,0,Eibar,448,09Sep
248,0,1,Eibar,448,27Aug
249,0,1,Eibar,448,21Aug
250,1,3,Real Madrid,449,26Sep
251,1,2,Real Madrid,449,23Sep
252,0,1,Real Madrid,449,20Sep
253,1,3,Real Madrid,449,17Sep
254,10,0,Real Madrid,449,13Sep
255,0,0,Espanyol de Barcelona,449,21Sep
256,2,1,Espanyol de Barcelona,449,18Sep
257,5,0,Espanyol de Barcelona,449,09Sep
258,0,1,Espanyol de Barcelona,449,27Aug
259,1,1,Espanyol de Barcelona,449,19Aug
260,4,1,Espanyol de Barcelona,450,24Sep
261,0,0,Espanyol de Barcelona,450,21Sep
262,2,1,Espanyol de Barcelona,450,18Sep
263,5,0,Espanyol de Barcelona,450,09Sep
264,0,1,Espanyol de Barcelona,450,27Aug
265,4,0,Levante,450,25Sep
266,3,0,Levante,450,21Sep
267,1,1,Levante,450,16Sep
268,1,1,Levante,450,09Sep
269,2,2,Levante,450,26Aug
270,0,1,Athletic Club,451,28Sep
271,3,3,Athletic Club,451,23Sep
272,1,2,Athletic Club,451,20Sep
273,1,0,Athletic Club,451,17Sep
274,0,0,Athletic Club,451,14Sep
275,1,0,Sevilla,451,26Sep
276,3,0,Sevilla,451,26Sep
277,2,0,Sevilla,451,23Sep
278,1,0,Sevilla,451,20Sep
279,0,1,Sevilla,451,17Sep
280,4,0,Getafe,452,24Sep
281,1,1,Getafe,452,21Sep
282,1,2,Getafe,452,16Sep
283,1,2,Getafe,452,08Sep
284,0,1,Getafe,452,27Aug
285,5,3,Real Madrid,452,26Sep
286,1,3,Real Madrid,452,26Sep
287,1,2,Real Madrid,452,23Sep
288,0,1,Real Madrid,452,20Sep
289,1,3,Real Madrid,452,17Sep
290,1,2,Deportivo Alaves,453,23Sep
291,1,0,Deportivo Alaves,453,20Sep
292,0,3,Deportivo Alaves,453,17Sep
293,1,0,Deportivo Alaves,453,10Sep
294,0,2,Deportivo Alaves,453,26Aug
295,3,1,Real Sociedad,453,28Sep
296,2,3,Real Sociedad,453,24Sep
297,3,0,Real Sociedad,453,21Sep
298,1,3,Real Sociedad,453,17Sep
299,4,0,Real Sociedad,453,14Sep
300,1,3,Atletico Madrid,454,27Sep
301,1,2,Atletico Madrid,454,27Sep
302,2,0,Atletico Madrid,454,23Sep
303,1,2,Atletico Madrid,454,20Sep
304,1,0,Atletico Madrid,454,16Sep
305,0,1,Barcelona,454,27Sep
306,0,1,Barcelona,454,27Sep
307,0,3,Barcelona,454,23Sep
308,6,1,Barcelona,454,19Sep
309,1,2,Barcelona,454,16Sep
310,0,4,Eibar,455,24Sep
311,6,1,Eibar,455,19Sep
312,1,0,Eibar,455,15Sep
313,3,0,Eibar,455,09Sep
314,0,1,Eibar,455,27Aug
315,4,1,Deportivo La Coruña,455,24Sep
316,1,0,Deportivo La Coruña,455,20Sep
317,2,1,Deportivo La Coruña,455,16Sep
318,2,4,Deportivo La Coruña,455,10Sep
319,2,2,Deportivo La Coruña,455,26Aug
320,0,3,Girona,456,23Sep
321,0,0,Girona,456,20Sep
322,0,1,Girona,456,17Sep
323,2,0,Girona,456,10Sep
324,1,0,Girona,456,26Aug
325,0,0,Villarreal,456,28Sep
326,4,0,Villarreal,456,24Sep
327,0,0,Villarreal,456,21Sep
328,0,3,Villarreal,456,17Sep
329,3,1,Villarreal,456,14Sep
330,3,3,Malaga,457,23Sep
331,5,0,Malaga,457,19Sep
332,1,0,Malaga,457,16Sep
333,1,3,Malaga,457,11Sep
334,1,0,Malaga,457,26Aug
335,0,2,Leganés,457,24Sep
336,0,0,Leganés,457,20Sep
337,1,0,Leganés,457,15Sep
338,1,2,Leganés,457,08Sep
339,0,1,Leganés,457,27Aug
340,4,0,Real Betis,458,25Sep
341,0,1,Real Betis,458,20Sep
342,2,1,Real Betis,458,16Sep
343,3,1,Real Betis,458,10Sep
344,2,1,Real Betis,458,25Aug
345,2,3,Valencia,458,24Sep
346,5,0,Valencia,458,19Sep
347,1,1,Valencia,458,16Sep
348,0,0,Valencia,458,09Sep
349,2,2,Valencia,458,27Aug
350,0,2,Las Palmas,459,24Sep
351,1,0,Las Palmas,459,20Sep
352,1,0,Las Palmas,459,17Sep
353,1,3,Las Palmas,459,11Sep
354,1,5,Las Palmas,459,26Aug
355,0,4,Celta Vigo,459,24Sep
356,1,1,Celta Vigo,459,21Sep
357,2,1,Celta Vigo,459,18Sep
358,1,0,Celta Vigo,459,10Sep
359,2,1,Celta Vigo,459,25Aug
360,0,2,Levante,460,30Sep
361,4,0,Levante,460,25Sep
362,3,0,Levante,460,21Sep
363,1,1,Levante,460,16Sep
364,1,1,Levante,460,09Sep
365,2,1,Getafe,460,30Sep
366,4,0,Getafe,460,24Sep
367,1,1,Getafe,460,21Sep
368,1,2,Getafe,460,16Sep
369,1,2,Getafe,460,08Sep
370,4,4,Real Betis,461,01Oct
371,4,0,Real Betis,461,25Sep
372,0,1,Real Betis,461,20Sep
373,2,1,Real Betis,461,16Sep
374,3,1,Real Betis,461,10Sep
375,0,2,Deportivo Alaves,461,30Sep
376,1,2,Deportivo Alaves,461,23Sep
377,1,0,Deportivo Alaves,461,20Sep
378,0,3,Deportivo Alaves,461,17Sep
379,1,0,Deportivo Alaves,461,10Sep
380,3,2,Valencia,462,01Oct
381,2,3,Valencia,462,24Sep
382,5,0,Valencia,462,19Sep
383,1,1,Valencia,462,16Sep
384,0,0,Valencia,462,09Sep
385,5,1,Sevilla,462,17Oct
386,1,0,Sevilla,462,14Oct
387,2,0,Sevilla,462,30Sep
388,1,0,Sevilla,462,26Sep
389,3,0,Sevilla,462,26Sep
390,3,1,Barcelona,463,18Oct
391,1,1,Barcelona,463,14Oct
392,3,0,Barcelona,463,01Oct
393,0,1,Barcelona,463,27Sep
394,0,1,Barcelona,463,27Sep
395,2,0,Malaga,463,30Sep
396,3,3,Malaga,463,23Sep
397,5,0,Malaga,463,19Sep
398,1,0,Malaga,463,16Sep
399,1,3,Malaga,463,11Sep
400,1,2,Villarreal,464,15Oct
401,3,0,Villarreal,464,01Oct
402,0,0,Villarreal,464,28Sep
403,4,0,Villarreal,464,24Sep
404,0,0,Villarreal,464,21Sep
405,3,0,Las Palmas,464,01Oct
406,0,2,Las Palmas,464,24Sep
407,1,0,Las Palmas,464,20Sep
408,1,0,Las Palmas,464,17Sep
409,1,3,Las Palmas,464,11Sep
410,3,3,Celta Vigo,465,29Sep
411,0,4,Celta Vigo,465,24Sep
412,1,1,Celta Vigo,465,21Sep
413,2,1,Celta Vigo,465,18Sep
414,1,0,Celta Vigo,465,10Sep
415,0,0,Atletico Madrid,465,18Oct
416,1,1,Atletico Madrid,465,14Oct
417,0,0,Atletico Madrid,465,30Sep
418,1,3,Atletico Madrid,465,27Sep
419,1,2,Atletico Madrid,465,27Sep
420,0,0,Leganés,466,30Sep
421,0,2,Leganés,466,24Sep
422,0,0,Leganés,466,20Sep
423,1,0,Leganés,466,15Sep
424,1,2,Leganés,466,08Sep
425,1,0,Athletic Club,466,14Oct
426,3,2,Athletic Club,466,01Oct
427,0,1,Athletic Club,466,28Sep
428,3,3,Athletic Club,466,23Sep
429,1,2,Athletic Club,466,20Sep
430,1,1,Real Madrid,467,17Oct
431,1,2,Real Madrid,467,14Oct
432,2,0,Real Madrid,467,01Oct
433,5,3,Real Madrid,467,26Sep
434,1,3,Real Madrid,467,26Sep
435,3,0,Eibar,467,01Oct
436,0,4,Eibar,467,24Sep
437,6,1,Eibar,467,19Sep
438,1,0,Eibar,467,15Sep
439,3,0,Eibar,467,09Sep
440,0,2,Real Sociedad,468,14Oct
441,4,4,Real Sociedad,468,01Oct
442,3,1,Real Sociedad,468,28Sep
443,2,3,Real Sociedad,468,24Sep
444,3,0,Real Sociedad,468,21Sep
445,2,0,Espanyol de Barcelona,468,01Oct
446,4,1,Espanyol de Barcelona,468,24Sep
447,0,0,Espanyol de Barcelona,468,21Sep
448,2,1,Espanyol de Barcelona,468,18Sep
449,5,0,Espanyol de Barcelona,468,09Sep
450,2,1,Deportivo La Coruña,469,30Sep
451,4,1,Deportivo La Coruña,469,24Sep
452,1,0,Deportivo La Coruña,469,20Sep
453,2,1,Deportivo La Coruña,469,16Sep
454,2,4,Deportivo La Coruña,469,10Sep
455,3,3,Girona,469,29Sep
456,0,3,Girona,469,23Sep
457,0,0,Girona,469,20Sep
458,0,1,Girona,469,17Sep
459,2,0,Girona,469,10Sep
460,0,2,Deportivo Alaves,470,14Oct
461,0,2,Deportivo Alaves,470,30Sep
462,1,2,Deportivo Alaves,470,23Sep
463,1,0,Deportivo Alaves,470,20Sep
464,0,3,Deportivo Alaves,470,17Sep
465,3,6,Valencia,470,15Oct
466,3,2,Valencia,470,01Oct
467,2,3,Valencia,470,24Sep
468,5,0,Valencia,470,19Sep
469,1,1,Valencia,470,16Sep
470,1,5,Atletico Madrid,471,18Oct
471,0,0,Atletico Madrid,471,18Oct
472,1,1,Atletico Madrid,471,14Oct
473,0,0,Atletico Madrid,471,30Sep
474,1,3,Atletico Madrid,471,27Sep
475,2,2,Villarreal,471,19Oct
476,1,2,Villarreal,471,15Oct
477,3,0,Villarreal,471,01Oct
478,0,0,Villarreal,471,28Sep
479,4,0,Villarreal,471,24Sep
480,2,2,Athletic Club,472,19Oct
481,1,0,Athletic Club,472,14Oct
482,3,2,Athletic Club,472,01Oct
483,0,1,Athletic Club,472,28Sep
484,3,3,Athletic Club,472,23Sep
485,5,0,Barcelona,472,18Oct
486,3,1,Barcelona,472,18Oct
487,1,1,Barcelona,472,14Oct
488,3,0,Barcelona,472,01Oct
489,0,1,Barcelona,472,27Sep
490,1,1,Sevilla,473,17Oct
491,5,1,Sevilla,473,17Oct
492,1,0,Sevilla,473,14Oct
493,2,0,Sevilla,473,30Sep
494,1,0,Sevilla,473,26Sep
495,0,2,Leganés,473,15Oct
496,0,0,Leganés,473,30Sep
497,0,2,Leganés,473,24Sep
498,0,0,Leganés,473,20Sep
499,1,0,Leganés,473,15Sep
500,1,2,Getafe,474,14Oct
501,2,1,Getafe,474,30Sep
502,4,0,Getafe,474,24Sep
503,1,1,Getafe,474,21Sep
504,1,2,Getafe,474,16Sep
505,0,6,Real Sociedad,474,19Oct
506,0,2,Real Sociedad,474,14Oct
507,4,4,Real Sociedad,474,01Oct
508,3,1,Real Sociedad,474,28Sep
509,2,3,Real Sociedad,474,24Sep
510,1,2,Girona,475,15Oct
511,3,3,Girona,475,29Sep
512,0,3,Girona,475,23Sep
513,0,0,Girona,475,20Sep
514,0,1,Girona,475,17Sep
515,1,1,Real Madrid,475,17Oct
516,1,1,Real Madrid,475,17Oct
517,1,2,Real Madrid,475,14Oct
518,2,0,Real Madrid,475,01Oct
519,5,3,Real Madrid,475,26Sep
520,0,0,Eibar,476,15Oct
521,3,0,Eibar,476,01Oct
522,0,4,Eibar,476,24Sep
523,6,1,Eibar,476,19Sep
524,1,0,Eibar,476,15Sep
525,0,0,Levante,476,13Oct
526,0,2,Levante,476,30Sep
527,4,0,Levante,476,25Sep
528,3,0,Levante,476,21Sep
529,1,1,Levante,476,16Sep
530,0,2,Malaga,477,15Oct
531,2,0,Malaga,477,30Sep
532,3,3,Malaga,477,23Sep
533,5,0,Malaga,477,19Sep
534,1,0,Malaga,477,16Sep
535,2,5,Celta Vigo,477,16Oct
536,3,3,Celta Vigo,477,29Sep
537,0,4,Celta Vigo,477,24Sep
538,1,1,Celta Vigo,477,21Sep
539,2,1,Celta Vigo,477,18Sep
540,2,5,Las Palmas,478,16Oct
541,3,0,Las Palmas,478,01Oct
542,0,2,Las Palmas,478,24Sep
543,1,0,Las Palmas,478,20Sep
544,1,0,Las Palmas,478,17Sep
545,0,0,Deportivo La Coruña,478,15Oct
546,2,1,Deportivo La Coruña,478,30Sep
547,4,1,Deportivo La Coruña,478,24Sep
548,1,0,Deportivo La Coruña,478,20Sep
549,2,1,Deportivo La Coruña,478,16Sep
550,0,0,Espanyol de Barcelona,479,13Oct
551,2,0,Espanyol de Barcelona,479,01Oct
552,4,1,Espanyol de Barcelona,479,24Sep
553,0,0,Espanyol de Barcelona,479,21Sep
554,2,1,Espanyol de Barcelona,479,18Sep
555,3,6,Real Betis,479,15Oct
556,4,4,Real Betis,479,01Oct
557,4,0,Real Betis,479,25Sep
558,0,1,Real Betis,479,20Sep
559,2,1,Real Betis,479,16Sep
560,2,0,Real Betis,480,21Oct
561,3,6,Real Betis,480,15Oct
562,4,4,Real Betis,480,01Oct
563,4,0,Real Betis,480,25Sep
564,0,1,Real Betis,480,20Sep
565,1,1,Getafe,480,21Oct
566,1,2,Getafe,480,14Oct
567,2,1,Getafe,480,30Sep
568,4,0,Getafe,480,24Sep
569,1,1,Getafe,480,21Sep
570,4,0,Valencia,481,21Oct
571,3,6,Valencia,481,15Oct
572,3,2,Valencia,481,01Oct
573,2,3,Valencia,481,24Sep
574,5,0,Valencia,481,19Sep
575,1,0,Leganés,481,22Oct
576,0,2,Leganés,481,15Oct
577,0,0,Leganés,481,30Sep
578,0,2,Leganés,481,24Sep
579,0,0,Leganés,481,20Sep
580,1,2,Deportivo La Coruña,482,23Oct
581,0,0,Deportivo La Coruña,482,15Oct
582,2,1,Deportivo La Coruña,482,30Sep
583,4,1,Deportivo La Coruña,482,24Sep
584,1,0,Deportivo La Coruña,482,20Sep
585,1,1,Atletico Madrid,482,31Oct
586,1,1,Atletico Madrid,482,28Oct
587,0,1,Atletico Madrid,482,22Oct
588,1,5,Atletico Madrid,482,18Oct
589,0,0,Atletico Madrid,482,18Oct
590,2,0,Deportivo Alaves,483,21Oct
591,0,2,Deportivo Alaves,483,14Oct
592,0,2,Deportivo Alaves,483,30Sep
593,1,2,Deportivo Alaves,483,23Sep
594,1,0,Deportivo Alaves,483,20Sep
595,1,1,Espanyol de Barcelona,483,23Oct
596,0,0,Espanyol de Barcelona,483,13Oct
597,2,0,Espanyol de Barcelona,483,01Oct
598,4,1,Espanyol de Barcelona,483,24Sep
599,0,0,Espanyol de Barcelona,483,21Sep
600,0,0,Barcelona,484,31Oct
601,0,2,Barcelona,484,28Oct
602,2,0,Barcelona,484,21Oct
603,5,0,Barcelona,484,18Oct
604,3,1,Barcelona,484,18Oct
605,2,1,Sevilla,484,01Nov
606,2,1,Sevilla,484,28Oct
607,4,0,Sevilla,484,21Oct
608,1,1,Sevilla,484,17Oct
609,5,1,Sevilla,484,17Oct
610,1,1,Levante,485,21Oct
611,0,0,Levante,485,13Oct
612,0,2,Levante,485,30Sep
613,4,0,Levante,485,25Sep
614,3,0,Levante,485,21Sep
615,1,2,Girona,485,23Oct
616,1,2,Girona,485,15Oct
617,3,3,Girona,485,29Sep
618,0,3,Girona,485,23Sep
619,0,0,Girona,485,20Sep
620,0,1,Celta Vigo,486,22Oct
621,2,5,Celta Vigo,486,16Oct
622,3,3,Celta Vigo,486,29Sep
623,0,4,Celta Vigo,486,24Sep
624,1,1,Celta Vigo,486,21Sep
625,0,2,Athletic Club,486,28Oct
626,1,0,Athletic Club,486,22Oct
627,2,2,Athletic Club,486,19Oct
628,1,0,Athletic Club,486,14Oct
629,3,2,Athletic Club,486,01Oct
630,2,1,Real Sociedad,487,29Oct
631,1,1,Real Sociedad,487,23Oct
632,0,6,Real Sociedad,487,19Oct
633,0,2,Real Sociedad,487,14Oct
634,4,4,Real Sociedad,487,01Oct
635,3,0,Eibar,487,22Oct
636,0,0,Eibar,487,15Oct
637,3,0,Eibar,487,01Oct
638,0,4,Eibar,487,24Sep
639,6,1,Eibar,487,19Sep
640,1,1,Villarreal,488,28Oct
641,4,0,Villarreal,488,22Oct
642,2,2,Villarreal,488,19Oct
643,1,2,Villarreal,488,15Oct
644,3,0,Villarreal,488,01Oct
645,2,0,Malaga,488,21Oct
646,0,2,Malaga,488,15Oct
647,2,0,Malaga,488,30Sep
648,3,3,Malaga,488,23Sep
649,5,0,Malaga,488,19Sep
650,3,1,Real Madrid,489,01Nov
651,2,1,Real Madrid,489,29Oct
652,3,0,Real Madrid,489,22Oct
653,1,1,Real Madrid,489,17Oct
654,1,1,Real Madrid,489,17Oct
655,4,0,Las Palmas,489,22Oct
656,2,5,Las Palmas,489,16Oct
657,3,0,Las Palmas,489,01Oct
658,0,2,Las Palmas,489,24Sep
659,1,0,Las Palmas,489,20Sep
660,2,1,Girona,490,29Oct
661,1,2,Girona,490,23Oct
662,1,2,Girona,490,15Oct
663,3,3,Girona,490,29Sep
664,0,3,Girona,490,23Sep
665,3,0,Real Sociedad,490,02Nov
666,2,1,Real Sociedad,490,29Oct
667,1,1,Real Sociedad,490,23Oct
668,0,6,Real Sociedad,490,19Oct
669,0,2,Real Sociedad,490,14Oct
670,2,1,Getafe,491,29Oct
671,1,1,Getafe,491,21Oct
672,1,2,Getafe,491,14Oct
673,2,1,Getafe,491,30Sep
674,4,0,Getafe,491,24Sep
675,1,2,Deportivo Alaves,491,28Oct
676,2,0,Deportivo Alaves,491,21Oct
677,0,2,Deportivo Alaves,491,14Oct
678,0,2,Deportivo Alaves,491,30Sep
679,1,2,Deportivo Alaves,491,23Sep
680,2,1,Leganés,492,28Oct
681,1,0,Leganés,492,22Oct
682,0,2,Leganés,492,15Oct
683,0,0,Leganés,492,30Sep
684,0,2,Leganés,492,24Sep
685,0,3,Barcelona,492,31Oct
686,0,0,Barcelona,492,31Oct
687,0,2,Barcelona,492,28Oct
688,2,0,Barcelona,492,21Oct
689,5,0,Barcelona,492,18Oct
690,3,3,Sevilla,493,01Nov
691,2,1,Sevilla,493,01Nov
692,2,1,Sevilla,493,28Oct
693,4,0,Sevilla,493,21Oct
694,1,1,Sevilla,493,17Oct
695,2,1,Celta Vigo,493,29Oct
696,0,1,Celta Vigo,493,22Oct
697,2,5,Celta Vigo,493,16Oct
698,3,3,Celta Vigo,493,29Sep
699,0,4,Celta Vigo,493,24Sep
700,0,1,Atletico Madrid,494,31Oct
701,1,1,Atletico Madrid,494,31Oct
702,1,1,Atletico Madrid,494,28Oct
703,0,1,Atletico Madrid,494,22Oct
704,1,5,Atletico Madrid,494,18Oct
