,name,position,team,game_id,player_id
0,Ryan,XX,Brighton & Hove Albion,354,41314
1,Bruno,DF,Brighton & Hove Albion,354,11646
2,Duffy,DF,Brighton & Hove Albion,354,35497
3,Dunk,DF,Brighton & Hove Albion,354,47238
4,Bong,DF,Brighton & Hove Albion,354,14353
5,Knockaert,MF,Brighton & Hove Albion,354,50870
6,Stephens,MF,Brighton & Hove Albion,354,20617
7,Propper,MF,Brighton & Hove Albion,354,39059
8,Izquierdo,FW,Brighton & Hove Albion,354,47635
9,Groß,AM,Brighton & Hove Albion,354,34541
10,Murray,FW,Brighton & Hove Albion,354,26133
11,De Gea,XX,Manchester United,354,41206
12,Darmian,DF,Manchester United,354,8911
13,Smalling,DF,Manchester United,354,35134
14,Rojo,DF,Manchester United,354,31237
15,Young,DF,Manchester United,354,1896
16,Fellaini,MF,Manchester United,354,9302
17,Matić,DM,Manchester United,354,31740
18,Pogba,MF,Manchester United,354,56805
19,Mata,AM,Manchester United,354,10723
20,Rashford,FW,Manchester United,354,105232
21,Martial,FW,Manchester United,354,76346
22,Butland,XX,Stoke City,355,61705
23,Johnson,DF,Stoke City,355,530
24,Shawcross,DF,Stoke City,355,11889
25,Zouma,DF,Stoke City,355,62935
26,Pieters,DF,Stoke City,355,2302
27,Shaqiri,FW,Stoke City,355,36861
28,Allen,MF,Stoke City,355,22845
29,NDiaye,MF,Stoke City,355,69649
30,Bauer,DF,Stoke City,355,60644
31,Diouf,FW,Stoke City,355,18699
32,Crouch,FW,Stoke City,355,105
33,Hennessey,XX,Crystal Palace,355,8611
34,Ward,DF,Crystal Palace,355,27074
35,Tomkins,DF,Crystal Palace,355,18303
36,Sakho,DF,Crystal Palace,355,6221
37,van Aanholt,DF,Crystal Palace,355,39798
38,McArthur,MF,Crystal Palace,355,21554
39,Cabaye,MF,Crystal Palace,355,2776
40,Milivojević,DM,Crystal Palace,355,61174
41,Loftus-Cheek,MF,Crystal Palace,355,97151
42,Townsend,FW,Crystal Palace,355,45908
43,Zaha,FW,Crystal Palace,355,48792
44,Begović,XX,Bournemouth,356,21972
45,Francis,DF,Bournemouth,356,9732
46,Cook,DF,Bournemouth,356,30461
47,Aké,DF,Bournemouth,356,71946
48,Fraser,MF,Bournemouth,356,54000
49,Cook,MF,Bournemouth,356,93194
50,Surman,MF,Bournemouth,356,7742
51,Daniels,DF,Bournemouth,356,46020
52,King,FW,Bournemouth,356,40835
53,Wilson,FW,Bournemouth,356,42854
54,Pugh,MF,Bournemouth,356,43020
55,Fabiański,XX,Swansea City,356,347
56,van der Hoorn,DF,Swansea City,356,59053
57,Fernández,DF,Swansea City,356,26953
58,Mawson,DF,Swansea City,356,82782
59,Roberts,DF,Swansea City,356,105778
60,SY Ki,DM,Swansea City,356,24485
61,Carroll,MF,Swansea City,356,55735
62,Olsson,DF,Swansea City,356,11655
63,Dyer,MF,Swansea City,356,7734
64,Ayew,FW,Swansea City,356,43399
65,Ayew,FW,Swansea City,356,12078
66,Hamer,XX,Leicester City,357,39310
67,Benalouane,DF,Leicester City,357,11234
68,Morgan,DF,Leicester City,357,25714
69,Maguire,DF,Leicester City,357,57627
70,Fuchs,DF,Leicester City,357,13361
71,Choudhury,DM,Leicester City,357,108099
72,Iborra,MF,Leicester City,357,15489
73,Mahrez,FW,Leicester City,357,73506
74,Adrien Silva,MF,Leicester City,357,11796
75,Diabaté,FW,Leicester City,357,101590
76,Vardy,FW,Leicester City,357,63664
77,Adrián,XX,West Ham United,357,64753
78,Rice,DF,West Ham United,357,114525
79,Ogbonna,DF,West Ham United,357,6063
80,Cresswell,DF,West Ham United,357,44073
81,Zabaleta,DF,West Ham United,357,1613
82,Kouyaté,DM,West Ham United,357,15881
83,Noble,MF,West Ham United,357,4112
84,Masuaku,DF,West Ham United,357,63786
85,João Mário,AM,West Ham United,357,66772
86,Lanzini,AM,West Ham United,357,50921
87,Arnautovic,FW,West Ham United,357,7579
88,Karnezis,XX,Watford,358,5409
89,Janmaat,DF,Watford,358,27779
90,Cathcart,DF,Watford,358,7533
91,Kabasele,DF,Watford,358,50762
92,Holebas,DF,Watford,358,13199
93,Hughes,MF,Watford,358,66806
94,Doucoure,MF,Watford,358,75703
95,Capoue,DM,Watford,358,15006
96,Pereyra,AM,Watford,358,34826
97,Gray,FW,Watford,358,47270
98,Deeney,FW,Watford,358,27585
99,Dúbravka,XX,Newcastle United,358,23934
100,Javi Manquillo,DF,Newcastle United,358,70244
101,Lascelles,DF,Newcastle United,358,67932
102,Lejeune,DF,Newcastle United,358,46638
103,Dummett,DF,Newcastle United,358,64636
104,Diamé,MF,Newcastle United,358,39492
105,Shelvey,MF,Newcastle United,358,25212
106,Murphy,FW,Newcastle United,358,86163
107,Ayoze Perez,AM,Newcastle United,358,84116
108,Kenedy,MF,Newcastle United,358,81272
109,Gayle,FW,Newcastle United,358,63475
110,Foster,XX,West Bromwich Albion,359,1885
111,Nyom,DF,West Bromwich Albion,359,53041
112,Dawson,DF,West Bromwich Albion,359,47245
113,Hegazy,DF,West Bromwich Albion,359,40854
114,Gibbs,DF,West Bromwich Albion,359,13484
115,Livermore,DM,West Bromwich Albion,359,40010
116,Brunt,MF,West Bromwich Albion,359,9064
117,Phillips,FW,West Bromwich Albion,359,28838
118,Rodriguez,FW,West Bromwich Albion,359,25205
119,McClean,MF,West Bromwich Albion,359,48962
120,Rondón,FW,West Bromwich Albion,359,35222
121,Lloris,XX,Tottenham Hotspur,359,2610
122,Alderweireld,DF,Tottenham Hotspur,359,31872
123,Sánchez,DF,Tottenham Hotspur,359,84584
124,Vertonghen,DF,Tottenham Hotspur,359,849
125,Trippier,DF,Tottenham Hotspur,359,40791
126,Eriksen,AM,Tottenham Hotspur,359,44435
127,Wanyama,DM,Tottenham Hotspur,359,26493
128,Rose,DF,Tottenham Hotspur,359,11147
129,Alli,AM,Tottenham Hotspur,359,74303
130,Lamela,MF,Tottenham Hotspur,359,35535
131,Kane,FW,Tottenham Hotspur,359,41936
132,Pickford,XX,Everton,360,67696
133,Coleman,DF,Everton,360,41659
134,Jagielka,DF,Everton,360,1809
135,Keane,DF,Everton,360,64551
136,Baines,DF,Everton,360,1819
137,Schneiderlin,DM,Everton,360,11225
138,Vlašić,AM,Everton,360,92524
139,Gueye,DM,Everton,360,44582
140,Davies,MF,Everton,360,109026
141,Bolasie,FW,Everton,360,43121
142,Tosun,FW,Everton,360,47388
143,McCarthy,XX,Southampton,360,25690
144,Bednarek,DF,Southampton,360,111247
145,Yoshida,DF,Southampton,360,24453
146,Hoedt,DF,Southampton,360,85663
147,Cédric,DF,Southampton,360,46131
148,Romeu,DM,Southampton,360,40786
149,Højbjerg,MF,Southampton,360,79297
150,Bertrand,DF,Southampton,360,20621
151,Tadic,FW,Southampton,360,25134
152,Lemina,MF,Southampton,360,76999
153,Austin,FW,Southampton,360,45996
154,Ederson Moraes,XX,Manchester City,361,74330
155,Walker,DF,Manchester City,361,37666
156,Stones,DF,Manchester City,361,58793
157,Otamendi,DF,Manchester City,361,21163
158,Delph,MF,Manchester City,361,25974
159,Fernandinho,DM,Manchester City,361,6084
160,Sterling,FW,Manchester City,361,69315
161,De Bruyne,AM,Manchester City,361,34705
162,Silva,AM,Manchester City,361,861
163,Sane,FW,Manchester City,361,88874
164,Gabriel Jesus,FW,Manchester City,361,100929
165,Lössl,XX,Huddersfield Town,361,19553
166,Smith,DF,Huddersfield Town,361,82894
167,Zanka,DF,Huddersfield Town,361,10741
168,Schindler,DF,Huddersfield Town,361,53718
169,Kongolo,DF,Huddersfield Town,361,66615
170,Löwe,DF,Huddersfield Town,361,51480
171,Hadergjonaj,DF,Huddersfield Town,361,84003
172,Hogg,DM,Huddersfield Town,361,52049
173,Mooy,MF,Huddersfield Town,361,41166
174,Pritchard,AM,Huddersfield Town,361,64427
175,Mounié,FW,Huddersfield Town,361,82272
176,Cech,XX,Arsenal,362,114
177,Bellerín,DF,Arsenal,362,71533
178,Chambers,DF,Arsenal,362,73969
179,Mavropanos,DF,Arsenal,362,114654
180,Kolašinac,DF,Arsenal,362,67934
181,Iwobi,FW,Arsenal,362,95055
182,Xhaka,DM,Arsenal,362,49774
183,Wilshere,MF,Arsenal,362,24978
184,Mkhitaryan,AM,Arsenal,362,18525
