,home,away,league,game_id,season,temp,weather_desc,date
126,ES Troyes AC,Dijon FCO,Ligue_1,259,2017-2018,3C,Cloudy,20-Feb-18
127,RC Strasbourg,Montpellier-HSC,Ligue_1,260,2017-2018,0C,Cloudy,23-Feb-18
128,Toulouse FC,AS Monaco,Ligue_1,261,2017-2018,5C,Cloudy,24-Feb-18
129,Dijon FCO,Stade Malherbe Caen,Ligue_1,262,2017-2018,3C,Cloudy,24-Feb-18
130,EA Guingamp,FC Metz,Ligue_1,263,2017-2018,4C,Sunny,24-Feb-18
131,Lille OSC,Angers SCO,Ligue_1,264,2017-2018,3C,Cloudy,24-Feb-18
132,FC Nantes,Amiens SCF,Ligue_1,265,2017-2018,5C,Sunny,24-Feb-18
133,Stade Rennais FC,ES Troyes AC,Ligue_1,266,2017-2018,6C,Sunny,24-Feb-18
134,FC Girondins de Bordeaux,OGC Nice,Ligue_1,267,2017-2018,9C,Sunny,25-Feb-18
135,Olympique Lyonnais,AS Saint-Etienne,Ligue_1,268,2017-2018,2C,Cloudy,25-Feb-18
136,Paris Saint-Germain FC,Olympique de Marseille,Ligue_1,269,2017-2018,-1C,Clear,25-Feb-18
137,OGC Nice,Lille OSC,Ligue_1,270,2017-2018,10C,Sunny,02-Mar-18
138,AS Monaco,FC Girondins de Bordeaux,Ligue_1,271,2017-2018,5C,Rain,02-Mar-18
139,ES Troyes AC,Paris Saint-Germain FC,Ligue_1,272,2017-2018,8C,Cloudy,03-Mar-18
140,Amiens SCF,Stade Rennais FC,Ligue_1,273,2017-2018,5C,Cloudy,03-Mar-18
141,Angers SCO,EA Guingamp,Ligue_1,274,2017-2018,7C,Cloudy,03-Mar-18
142,FC Metz,Toulouse FC,Ligue_1,275,2017-2018,1C,Rain,03-Mar-18
143,AS Saint-Etienne,Dijon FCO,Ligue_1,276,2017-2018,8C,Cloudy,03-Mar-18
144,Stade Malherbe Caen,RC Strasbourg,Ligue_1,277,2017-2018,12C,Cloudy,04-Mar-18
145,Montpellier-HSC,Olympique Lyonnais,Ligue_1,278,2017-2018,11C,Showers,04-Mar-18
146,Olympique de Marseille,FC Nantes,Ligue_1,279,2017-2018,8C,Cloudy,04-Mar-18
147,RC Strasbourg,AS Monaco,Ligue_1,280,2017-2018,4C,Cloudy,09-Mar-18
148,Paris Saint-Germain FC,FC Metz,Ligue_1,281,2017-2018,17C,Cloudy,10-Mar-18
149,FC Girondins de Bordeaux,Angers SCO,Ligue_1,282,2017-2018,12C,Cloudy,10-Mar-18
150,Dijon FCO,Amiens SCF,Ligue_1,283,2017-2018,15C,Cloudy,10-Mar-18
151,Lille OSC,Montpellier-HSC,Ligue_1,284,2017-2018,12C,Cloudy,10-Mar-18
152,FC Nantes,ES Troyes AC,Ligue_1,285,2017-2018,13C,Rain,10-Mar-18
153,Stade Rennais FC,AS Saint-Etienne,Ligue_1,286,2017-2018,15C,Cloudy,10-Mar-18
154,EA Guingamp,OGC Nice,Ligue_1,287,2017-2018,12C,Breezy,11-Mar-18
155,Olympique Lyonnais,Stade Malherbe Caen,Ligue_1,288,2017-2018,18C,Cloudy,11-Mar-18
156,Toulouse FC,Olympique de Marseille,Ligue_1,289,2017-2018,14C,Cloudy,11-Mar-18
157,Paris Saint-Germain FC,Angers SCO,Ligue_1,290,2017-2018,4C,Cloudy,14-Mar-18
158,AS Monaco,Lille OSC,Ligue_1,291,2017-2018,7C,Cloudy,16-Mar-18
159,FC Girondins de Bordeaux,Stade Rennais FC,Ligue_1,292,2017-2018,10C,Showers,17-Mar-18
160,Amiens SCF,ES Troyes AC,Ligue_1,293,2017-2018,-1C,Cloudy,17-Mar-18
161,Angers SCO,Stade Malherbe Caen,Ligue_1,294,2017-2018,7C,Cloudy,17-Mar-18
162,Montpellier-HSC,Dijon FCO,Ligue_1,295,2017-2018,14C,Cloudy,17-Mar-18
163,Toulouse FC,RC Strasbourg,Ligue_1,296,2017-2018,8C,Rain,17-Mar-18
164,OGC Nice,Paris Saint-Germain FC,Ligue_1,297,2017-2018,7C,Showers,18-Mar-18
165,FC Metz,FC Nantes,Ligue_1,298,2017-2018,-1C,Cloudy,18-Mar-18
166,AS Saint-Etienne,EA Guingamp,Ligue_1,299,2017-2018,3C,Cloudy,18-Mar-18
167,Olympique de Marseille,Olympique Lyonnais,Ligue_1,300,2017-2018,11C,Cloudy,18-Mar-18
168,Dijon FCO,Olympique de Marseille,Ligue_1,301,2017-2018,7C,Rain,31-Mar-18
169,EA Guingamp,FC Girondins de Bordeaux,Ligue_1,302,2017-2018,8C,Cloudy,01-Apr-18
170,Stade Malherbe Caen,Montpellier-HSC,Ligue_1,303,2017-2018,8C,Cloudy,01-Apr-18
171,Lille OSC,Amiens SCF,Ligue_1,304,2017-2018,7C,Cloudy,01-Apr-18
172,FC Nantes,AS Saint-Etienne,Ligue_1,305,2017-2018,11C,Cloudy,01-Apr-18
173,RC Strasbourg,FC Metz,Ligue_1,306,2017-2018,9C,Cloudy,01-Apr-18
174,ES Troyes AC,OGC Nice,Ligue_1,307,2017-2018,9C,Cloudy,01-Apr-18
175,Olympique Lyonnais,Toulouse FC,Ligue_1,308,2017-2018,6C,Showers,01-Apr-18
176,Stade Rennais FC,AS Monaco,Ligue_1,309,2017-2018,10C,Showers,04-Apr-18
177,AS Saint-Etienne,Paris Saint-Germain FC,Ligue_1,310,2017-2018,20C,Sunny,06-Apr-18
178,AS Monaco,FC Nantes,Ligue_1,311,2017-2018,16C,Breezy,07-Apr-18
179,Amiens SCF,Stade Malherbe Caen,Ligue_1,312,2017-2018,18C,Cloudy,07-Apr-18
180,Angers SCO,RC Strasbourg,Ligue_1,313,2017-2018,12C,Rain,07-Apr-18
181,FC Girondins de Bordeaux,Lille OSC,Ligue_1,314,2017-2018,14C,Rain,07-Apr-18
182,EA Guingamp,ES Troyes AC,Ligue_1,315,2017-2018,11C,Cloudy,07-Apr-18
183,Toulouse FC,Dijon FCO,Ligue_1,316,2017-2018,17C,Windy,07-Apr-18
184,OGC Nice,Stade Rennais FC,Ligue_1,317,2017-2018,15C,Showers,08-Apr-18
185,FC Metz,Olympique Lyonnais,Ligue_1,318,2017-2018,18C,Cloudy,08-Apr-18
186,Olympique de Marseille,Montpellier-HSC,Ligue_1,319,2017-2018,18C,Cloudy,08-Apr-18
187,Angers SCO,OGC Nice,Ligue_1,320,2017-2018,13C,Cloudy,13-Apr-18
