,goals_for,goals_against,team,game_id,date
275,1,0,Stade Malherbe Caen,27,05Aug
276,1,1,Stade Malherbe Caen,27,20May
277,0,1,Stade Malherbe Caen,27,14May
278,0,1,Stade Malherbe Caen,27,06May
279,1,5,Stade Malherbe Caen,27,30Apr
280,0,1,Olympique de Marseille,28,12Aug
281,3,0,Olympique de Marseille,28,06Aug
282,0,0,Olympique de Marseille,28,03Aug
283,4,2,Olympique de Marseille,28,27Jul
284,1,0,Olympique de Marseille,28,20May
285,2,2,Angers SCO,28,06Aug
286,2,0,Angers SCO,28,20May
287,0,2,Angers SCO,28,14May
288,1,1,Angers SCO,28,06May
289,1,2,Angers SCO,28,28Apr
290,2,0,Paris Saint-Germain FC,29,05Aug
291,1,2,Paris Saint-Germain FC,29,29Jul
292,2,3,Paris Saint-Germain FC,29,26Jul
293,2,4,Paris Saint-Germain FC,29,22Jul
294,1,1,Paris Saint-Germain FC,29,19Jul
295,3,2,Toulouse FC,29,04Aug
296,0,0,Toulouse FC,29,20May
297,1,1,Toulouse FC,29,14May
298,0,1,Toulouse FC,29,06May
299,3,1,Toulouse FC,29,29Apr
300,0,3,Paris Saint-Germain FC,30,13Aug
301,2,0,Paris Saint-Germain FC,30,05Aug
302,1,2,Paris Saint-Germain FC,30,29Jul
303,2,3,Paris Saint-Germain FC,30,26Jul
304,2,4,Paris Saint-Germain FC,30,22Jul
305,0,1,AS Saint-Etienne,30,12Aug
306,1,0,AS Saint-Etienne,30,05Aug
307,3,1,AS Saint-Etienne,30,20May
308,2,0,AS Saint-Etienne,30,17May
309,0,5,AS Saint-Etienne,30,14May
310,0,1,FC Nantes,31,12Aug
311,3,0,FC Nantes,31,06Aug
312,3,0,FC Nantes,31,20May
313,4,1,FC Nantes,31,14May
314,3,2,FC Nantes,31,07May
315,1,2,Olympique Lyonnais,31,11Aug
316,4,0,Olympique Lyonnais,31,05Aug
317,1,0,Olympique Lyonnais,31,24Jul
318,3,3,Olympique Lyonnais,31,20May
319,1,3,Olympique Lyonnais,31,14May
320,0,2,Amiens SCF,32,12Aug
321,2,0,Amiens SCF,32,05Aug
322,1,2,Amiens SCF,32,19May
323,3,0,Amiens SCF,32,12May
324,1,2,Amiens SCF,32,05May
325,2,0,OGC Nice,32,19Aug
326,2,0,OGC Nice,32,16Aug
327,1,2,OGC Nice,32,11Aug
328,1,0,OGC Nice,32,05Aug
329,2,2,OGC Nice,32,02Aug
330,2,0,FC Girondins de Bordeaux,33,12Aug
331,2,2,FC Girondins de Bordeaux,33,06Aug
332,1,0,FC Girondins de Bordeaux,33,03Aug
333,2,1,FC Girondins de Bordeaux,33,27Jul
334,1,1,FC Girondins de Bordeaux,33,20May
335,1,2,ES Troyes AC,33,11Aug
336,1,1,ES Troyes AC,33,05Aug
337,0,0,ES Troyes AC,33,28May
338,2,1,ES Troyes AC,33,25May
339,2,3,ES Troyes AC,33,19May
340,0,1,Stade Malherbe Caen,34,12Aug
341,1,0,Stade Malherbe Caen,34,05Aug
342,1,1,Stade Malherbe Caen,34,20May
343,0,1,Stade Malherbe Caen,34,14May
344,0,1,Stade Malherbe Caen,34,06May
345,2,0,FC Metz,34,12Aug
346,1,3,FC Metz,34,05Aug
347,1,0,FC Metz,34,20May
348,1,1,FC Metz,34,14May
349,0,2,FC Metz,34,06May
350,1,4,Dijon FCO,35,13Aug
351,3,0,Dijon FCO,35,06Aug
352,0,0,Dijon FCO,35,20May
353,2,0,Dijon FCO,35,14May
354,4,0,Dijon FCO,35,06May
355,1,0,Montpellier-HSC,35,12Aug
356,1,0,Montpellier-HSC,35,05Aug
357,2,0,Montpellier-HSC,35,20May
358,1,3,Montpellier-HSC,35,14May
359,1,0,Montpellier-HSC,35,07May
360,1,0,Toulouse FC,36,12Aug
361,3,2,Toulouse FC,36,04Aug
362,0,0,Toulouse FC,36,20May
363,1,1,Toulouse FC,36,14May
364,0,1,Toulouse FC,36,06May
365,1,2,Stade Rennais FC,36,11Aug
366,1,1,Stade Rennais FC,36,05Aug
367,2,3,Stade Rennais FC,36,20May
368,0,1,Stade Rennais FC,36,14May
369,1,0,Stade Rennais FC,36,07May
370,0,3,EA Guingamp,37,13Aug
371,1,3,EA Guingamp,37,05Aug
372,1,0,EA Guingamp,37,20May
373,4,1,EA Guingamp,37,14May
374,4,0,EA Guingamp,37,06May
375,3,0,RC Strasbourg,37,13Aug
376,4,0,RC Strasbourg,37,05Aug
377,2,1,RC Strasbourg,37,19May
378,2,2,RC Strasbourg,37,12May
379,1,1,RC Strasbourg,37,08May
380,0,2,Angers SCO,38,12Aug
381,2,2,Angers SCO,38,06Aug
382,2,0,Angers SCO,38,20May
383,0,2,Angers SCO,38,14May
384,1,1,Angers SCO,38,06May
385,3,0,Lille OSC,38,13Aug
386,3,0,Lille OSC,38,06Aug
387,3,0,Lille OSC,38,20May
388,4,0,Lille OSC,38,14May
389,0,2,Lille OSC,38,06May
390,1,4,AS Monaco,39,13Aug
391,3,2,AS Monaco,39,04Aug
392,1,2,AS Monaco,39,29Jul
393,2,3,AS Monaco,39,20May
394,2,0,AS Monaco,39,17May
395,1,1,Olympique de Marseille,39,20Aug
396,1,1,Olympique de Marseille,39,17Aug
397,0,1,Olympique de Marseille,39,12Aug
398,3,0,Olympique de Marseille,39,06Aug
399,0,0,Olympique de Marseille,39,03Aug
400,0,2,Lille OSC,40,20Aug
401,3,0,Lille OSC,40,13Aug
402,3,0,Lille OSC,40,06Aug
403,3,0,Lille OSC,40,20May
404,4,0,Lille OSC,40,14May
405,3,3,FC Girondins de Bordeaux,40,19Aug
406,2,0,FC Girondins de Bordeaux,40,12Aug
407,2,2,FC Girondins de Bordeaux,40,06Aug
408,1,0,FC Girondins de Bordeaux,40,03Aug
409,2,1,FC Girondins de Bordeaux,40,27Jul
410,0,1,FC Metz,41,18Aug
411,2,0,FC Metz,41,12Aug
412,1,3,FC Metz,41,05Aug
413,1,0,FC Metz,41,20May
414,1,1,FC Metz,41,14May
415,6,2,Paris Saint-Germain FC,41,20Aug
416,0,3,Paris Saint-Germain FC,41,13Aug
417,2,0,Paris Saint-Germain FC,41,05Aug
418,1,2,Paris Saint-Germain FC,41,29Jul
419,2,3,Paris Saint-Germain FC,41,26Jul
420,0,2,OGC Nice,42,22Aug
421,2,0,OGC Nice,42,19Aug
422,2,0,OGC Nice,42,16Aug
423,1,2,OGC Nice,42,11Aug
424,1,0,OGC Nice,42,05Aug
425,0,1,AS Monaco,42,18Aug
426,1,4,AS Monaco,42,13Aug
427,3,2,AS Monaco,42,04Aug
428,1,2,AS Monaco,42,29Jul
429,2,3,AS Monaco,42,20May
430,0,2,Stade Malherbe Caen,43,20Aug
431,0,1,Stade Malherbe Caen,43,12Aug
432,1,0,Stade Malherbe Caen,43,05Aug
433,1,1,Stade Malherbe Caen,43,20May
434,0,1,Stade Malherbe Caen,43,14May
435,2,2,Dijon FCO,43,19Aug
436,1,4,Dijon FCO,43,13Aug
437,3,0,Dijon FCO,43,06Aug
438,0,0,Dijon FCO,43,20May
439,2,0,Dijon FCO,43,14May
440,1,1,Montpellier-HSC,44,19Aug
441,1,0,Montpellier-HSC,44,12Aug
442,1,0,Montpellier-HSC,44,05Aug
443,2,0,Montpellier-HSC,44,20May
444,1,3,Montpellier-HSC,44,14May
445,0,1,FC Nantes,44,19Aug
446,0,1,FC Nantes,44,12Aug
447,3,0,FC Nantes,44,06Aug
448,3,0,FC Nantes,44,20May
449,4,1,FC Nantes,44,14May
450,1,1,RC Strasbourg,45,19Aug
451,3,0,RC Strasbourg,45,13Aug
452,4,0,RC Strasbourg,45,05Aug
453,2,1,RC Strasbourg,45,19May
454,2,2,RC Strasbourg,45,12May
455,3,0,Amiens SCF,45,19Aug
456,0,2,Amiens SCF,45,12Aug
457,2,0,Amiens SCF,45,05Aug
458,1,2,Amiens SCF,45,19May
459,3,0,Amiens SCF,45,12May
460,0,1,ES Troyes AC,46,19Aug
461,1,2,ES Troyes AC,46,11Aug
462,1,1,ES Troyes AC,46,05Aug
463,0,0,ES Troyes AC,46,28May
464,2,1,ES Troyes AC,46,25May
465,6,2,Toulouse FC,46,20Aug
466,1,0,Toulouse FC,46,12Aug
467,3,2,Toulouse FC,46,04Aug
468,0,0,Toulouse FC,46,20May
469,1,1,Toulouse FC,46,14May
470,3,0,AS Saint-Etienne,47,19Aug
471,0,1,AS Saint-Etienne,47,12Aug
472,1,0,AS Saint-Etienne,47,05Aug
473,3,1,AS Saint-Etienne,47,20May
474,2,0,AS Saint-Etienne,47,17May
475,1,1,Angers SCO,47,20Aug
476,0,2,Angers SCO,47,12Aug
477,2,2,Angers SCO,47,06Aug
478,2,0,Angers SCO,47,20May
479,0,2,Angers SCO,47,14May
480,3,3,Olympique Lyonnais,48,19Aug
481,1,2,Olympique Lyonnais,48,11Aug
482,4,0,Olympique Lyonnais,48,05Aug
483,1,0,Olympique Lyonnais,48,24Jul
484,3,3,Olympique Lyonnais,48,20May
485,2,0,EA Guingamp,48,19Aug
486,0,3,EA Guingamp,48,13Aug
487,1,3,EA Guingamp,48,05Aug
488,1,0,EA Guingamp,48,20May
489,4,1,EA Guingamp,48,14May
490,3,0,Olympique de Marseille,49,24Aug
491,1,1,Olympique de Marseille,49,20Aug
492,1,1,Olympique de Marseille,49,17Aug
493,0,1,Olympique de Marseille,49,12Aug
494,3,0,Olympique de Marseille,49,06Aug
495,2,2,Stade Rennais FC,49,19Aug
496,1,2,Stade Rennais FC,49,11Aug
497,1,1,Stade Rennais FC,49,05Aug
498,2,3,Stade Rennais FC,49,20May
499,0,1,Stade Rennais FC,49,14May
500,3,2,Toulouse FC,50,26Aug
501,6,2,Toulouse FC,50,20Aug
502,1,0,Toulouse FC,50,12Aug
503,3,2,Toulouse FC,50,04Aug
504,0,0,Toulouse FC,50,20May
505,2,1,FC Girondins de Bordeaux,50,26Aug
506,3,3,FC Girondins de Bordeaux,50,19Aug
507,2,0,FC Girondins de Bordeaux,50,12Aug
508,2,2,FC Girondins de Bordeaux,50,06Aug
509,1,0,FC Girondins de Bordeaux,50,03Aug
510,1,1,AS Monaco,51,13Sep
511,4,0,AS Monaco,51,09Sep
512,6,1,AS Monaco,51,27Aug
513,0,1,AS Monaco,51,18Aug
514,1,4,AS Monaco,51,13Aug
515,2,0,RC Strasbourg,51,27Aug
516,1,1,RC Strasbourg,51,19Aug
517,3,0,RC Strasbourg,51,13Aug
518,4,0,RC Strasbourg,51,05Aug
519,2,1,RC Strasbourg,51,19May
520,2,1,Dijon FCO,52,26Aug
521,2,2,Dijon FCO,52,19Aug
522,1,4,Dijon FCO,52,13Aug
523,3,0,Dijon FCO,52,06Aug
524,0,0,Dijon FCO,52,20May
525,3,0,AS Saint-Etienne,52,25Aug
526,3,0,AS Saint-Etienne,52,19Aug
527,0,1,AS Saint-Etienne,52,12Aug
528,1,0,AS Saint-Etienne,52,05Aug
529,3,1,AS Saint-Etienne,52,20May
530,2,0,EA Guingamp,53,27Aug
531,2,0,EA Guingamp,53,19Aug
532,0,3,EA Guingamp,53,13Aug
533,1,3,EA Guingamp,53,05Aug
534,1,0,EA Guingamp,53,20May
535,1,1,Lille OSC,53,27Aug
536,0,2,Lille OSC,53,20Aug
537,3,0,Lille OSC,53,13Aug
538,3,0,Lille OSC,53,06Aug
539,3,0,Lille OSC,53,20May
540,0,0,FC Nantes,54,26Aug
541,0,1,FC Nantes,54,19Aug
542,0,1,FC Nantes,54,12Aug
543,3,0,FC Nantes,54,06Aug
544,3,0,FC Nantes,54,20May
545,1,0,Stade Malherbe Caen,54,26Aug
546,0,2,Stade Malherbe Caen,54,20Aug
547,0,1,Stade Malherbe Caen,54,12Aug
548,1,0,Stade Malherbe Caen,54,05Aug
549,1,1,Stade Malherbe Caen,54,20May
550,2,1,ES Troyes AC,55,26Aug
551,0,1,ES Troyes AC,55,19Aug
552,1,2,ES Troyes AC,55,11Aug
553,1,1,ES Troyes AC,55,05Aug
554,0,0,ES Troyes AC,55,28May
555,2,1,Montpellier-HSC,55,26Aug
556,1,1,Montpellier-HSC,55,19Aug
557,1,0,Montpellier-HSC,55,12Aug
558,1,0,Montpellier-HSC,55,05Aug
559,2,0,Montpellier-HSC,55,20May
560,3,0,Amiens SCF,56,26Aug
561,3,0,Amiens SCF,56,19Aug
562,0,2,Amiens SCF,56,12Aug
563,2,0,Amiens SCF,56,05Aug
564,1,2,Amiens SCF,56,19May
565,1,3,Olympique de Marseille,56,10Sep
566,6,1,Olympique de Marseille,56,27Aug
567,3,0,Olympique de Marseille,56,24Aug
568,1,1,Olympique de Marseille,56,20Aug
569,1,1,Olympique de Marseille,56,17Aug
570,1,1,Angers SCO,57,27Aug
571,1,1,Angers SCO,57,20Aug
572,0,2,Angers SCO,57,12Aug
573,2,2,Angers SCO,57,06Aug
574,2,0,Angers SCO,57,20May
575,1,0,FC Metz,57,26Aug
576,0,1,FC Metz,57,18Aug
577,2,0,FC Metz,57,12Aug
578,1,3,FC Metz,57,05Aug
579,1,0,FC Metz,57,20May
580,3,2,Stade Rennais FC,58,26Aug
581,2,2,Stade Rennais FC,58,19Aug
582,1,2,Stade Rennais FC,58,11Aug
583,1,1,Stade Rennais FC,58,05Aug
584,2,3,Stade Rennais FC,58,20May
585,4,0,OGC Nice,58,09Sep
586,3,0,OGC Nice,58,26Aug
587,0,2,OGC Nice,58,22Aug
588,2,0,OGC Nice,58,19Aug
589,2,0,OGC Nice,58,16Aug
590,0,5,Paris Saint-Germain FC,59,12Sep
591,1,5,Paris Saint-Germain FC,59,08Sep
592,3,0,Paris Saint-Germain FC,59,25Aug
593,6,2,Paris Saint-Germain FC,59,20Aug
594,0,3,Paris Saint-Germain FC,59,13Aug
595,2,1,Olympique Lyonnais,59,10Sep
596,0,0,Olympique Lyonnais,59,26Aug
597,3,3,Olympique Lyonnais,59,19Aug
598,1,2,Olympique Lyonnais,59,11Aug
599,4,0,Olympique Lyonnais,59,05Aug
600,1,5,OGC Nice,60,14Sep
601,4,0,OGC Nice,60,09Sep
602,3,0,OGC Nice,60,26Aug
603,0,2,OGC Nice,60,22Aug
604,2,0,OGC Nice,60,19Aug
605,1,1,Angers SCO,60,10Sep
606,1,1,Angers SCO,60,27Aug
607,1,1,Angers SCO,60,20Aug
608,0,2,Angers SCO,60,12Aug
609,2,2,Angers SCO,60,06Aug
610,0,0,Lille OSC,61,08Sep
611,1,1,Lille OSC,61,27Aug
612,0,2,Lille OSC,61,20Aug
613,3,0,Lille OSC,61,13Aug
614,3,0,Lille OSC,61,06Aug
615,1,4,AS Monaco,61,13Sep
616,1,1,AS Monaco,61,13Sep
617,4,0,AS Monaco,61,09Sep
618,6,1,AS Monaco,61,27Aug
619,0,1,AS Monaco,61,18Aug
620,0,1,Montpellier-HSC,62,09Sep
621,2,1,Montpellier-HSC,62,26Aug
622,1,1,Montpellier-HSC,62,19Aug
623,1,0,Montpellier-HSC,62,12Aug
624,1,0,Montpellier-HSC,62,05Aug
625,2,3,Paris Saint-Germain FC,62,12Sep
626,0,5,Paris Saint-Germain FC,62,12Sep
627,1,5,Paris Saint-Germain FC,62,08Sep
628,3,0,Paris Saint-Germain FC,62,25Aug
629,6,2,Paris Saint-Germain FC,62,20Aug
630,0,0,FC Girondins de Bordeaux,63,08Sep
631,2,1,FC Girondins de Bordeaux,63,26Aug
632,3,3,FC Girondins de Bordeaux,63,19Aug
633,2,0,FC Girondins de Bordeaux,63,12Aug
634,2,2,FC Girondins de Bordeaux,63,06Aug
635,2,1,EA Guingamp,63,10Sep
636,2,0,EA Guingamp,63,27Aug
637,2,0,EA Guingamp,63,19Aug
638,0,3,EA Guingamp,63,13Aug
639,1,3,EA Guingamp,63,05Aug
640,2,1,Stade Malherbe Caen,64,09Sep
641,1,0,Stade Malherbe Caen,64,26Aug
642,0,2,Stade Malherbe Caen,64,20Aug
643,0,1,Stade Malherbe Caen,64,12Aug
644,1,0,Stade Malherbe Caen,64,05Aug
645,0,1,Amiens SCF,64,09Sep
646,3,0,Amiens SCF,64,26Aug
647,3,0,Amiens SCF,64,19Aug
648,0,2,Amiens SCF,64,12Aug
649,2,0,Amiens SCF,64,05Aug
650,1,1,Olympique Lyonnais,65,14Sep
651,2,1,Olympique Lyonnais,65,10Sep
652,0,0,Olympique Lyonnais,65,26Aug
653,3,3,Olympique Lyonnais,65,19Aug
