,name,position,team,game_id,player_id
0,Butelle,XX,Angers SCO,320,862
1,Manceau,DF,Angers SCO,320,51109
2,Traore,DF,Angers SCO,320,14906
3,Thomas,DF,Angers SCO,320,22488
4,Bamba,DF,Angers SCO,320,51123
5,Santamaria,FW,Angers SCO,320,103910
6,Reine-Adelaide,MF,Angers SCO,320,100525
7,Oniangue,MF,Angers SCO,320,25045
8,Mangani,DM,Angers SCO,320,559
9,Tait,MF,Angers SCO,320,81759
10,Toko Ekambi,FW,Angers SCO,320,103713
11,Benítez,XX,OGC Nice,320,64701
12,Souquet,DF,OGC Nice,320,41303
13,Marlon,DF,OGC Nice,320,90081
14,Dante,DF,OGC Nice,320,9099
15,Le Marchand,DF,OGC Nice,320,41029
16,Lees-Melou,MF,OGC Nice,320,103598
17,Tameze Aoutsa,DM,OGC Nice,320,77757
18,Seri,MF,OGC Nice,320,83642
19,Srarfi,FW,OGC Nice,320,115537
20,Pléa,FW,OGC Nice,320,65937
21,Saint-Maximin,FW,OGC Nice,320,82829
22,Lopes,XX,Olympique Lyonnais,321,51203
23,Rafael,DF,Olympique Lyonnais,321,25647
24,Marcelo,DF,Olympique Lyonnais,321,17121
25,Morel,DF,Olympique Lyonnais,321,2625
26,Mendy,DF,Olympique Lyonnais,321,103732
27,Ndombèlé Alvaro,MF,Olympique Lyonnais,321,110596
28,Tousart,DM,Olympique Lyonnais,321,103639
29,Aouar,MF,Olympique Lyonnais,321,105657
30,Depay,FW,Olympique Lyonnais,321,68281
31,Traore,FW,Olympique Lyonnais,321,67484
32,Mariano,FW,Olympique Lyonnais,321,89032
33,Gurtner,XX,Amiens SCF,321,46337
34,El Hajjam,DF,Amiens SCF,321,81749
35,Gouano,DF,Amiens SCF,321,61030
36,Adenon,DF,Amiens SCF,321,15498
37,Dibassy,DF,Amiens SCF,321,110734
38,Monconduit,DM,Amiens SCF,321,58347
39,Zungu,MF,Amiens SCF,321,87916
40,Gakpe,FW,Amiens SCF,321,552
41,Kakuta,FW,Amiens SCF,321,31873
42,Manzala,FW,Amiens SCF,321,103730
43,Konaté,FW,Amiens SCF,321,63904
44,Koffi,XX,Lille OSC,322,114783
45,Malcuit,DF,Lille OSC,322,47300
46,Edgar Ié,DF,Lille OSC,322,75774
47,Dabila,DF,Lille OSC,322,121073
48,Mendyl,DF,Lille OSC,322,114521
49,Bissouma,MF,Lille OSC,322,110460
50,Thiago Maia,DM,Lille OSC,322,95761
51,Pepe,FW,Lille OSC,322,110880
52,Benzia,AM,Lille OSC,322,70642
53,Luiz Araújo,FW,Lille OSC,322,108919
54,Mothiba,FW,Lille OSC,322,110661
55,Johnsson,XX,EA Guingamp,322,27032
56,Ikoko,DF,EA Guingamp,322,82743
57,Kerbrat,DF,EA Guingamp,322,61035
58,Sorbon,DF,EA Guingamp,322,11153
59,Rebocho,DF,EA Guingamp,322,101269
60,Didot,MF,EA Guingamp,322,2658
61,Grenier,AM,EA Guingamp,322,38653
62,Coco,FW,EA Guingamp,322,98346
63,Blas,MF,EA Guingamp,322,106708
64,Benezet,FW,EA Guingamp,322,53478
65,Briand,FW,EA Guingamp,322,2663
66,Tătăruşanu,XX,FC Nantes,323,19829
67,Dubois,DF,FC Nantes,323,89668
68,Djidji,DF,FC Nantes,323,73529
69,Diego Carlos,DF,FC Nantes,323,104102
70,Lima,DF,FC Nantes,323,73439
71,Iloki,FW,FC Nantes,323,95741
72,Krhin,DM,FC Nantes,323,40392
73,Rongier,DM,FC Nantes,323,93214
74,Thomasson,MF,FC Nantes,323,70193
75,Nakoulma,FW,FC Nantes,323,41703
76,Sala,FW,FC Nantes,323,62170
77,Reynet,XX,Dijon FCO,323,62178
78,Chafik,DF,Dijon FCO,323,73531
79,Varrault,DF,Dijon FCO,323,2614
80,Djilobodji,DF,Dijon FCO,323,50930
81,Haddadi,DF,Dijon FCO,323,100107
82,Marié,DM,Dijon FCO,323,81786
83,Amalfitano,MF,Dijon FCO,323,50897
84,CH Kwon,AM,Dijon FCO,323,80447
85,Sliti,FW,Dijon FCO,323,62655
86,Sammaritano,FW,Dijon FCO,323,27814
87,Jeannot,FW,Dijon FCO,323,56457
88,Koubek,XX,Stade Rennais FC,324,58527
89,Danzé,DF,Stade Rennais FC,324,3375
90,Gelin,DF,Stade Rennais FC,324,105662
