,goals_for,goals_against,team,game_id,date
220,1,4,Manchester United,62,27Sep
221,0,1,Manchester United,62,23Sep
222,4,1,Manchester United,62,20Sep
223,4,0,Manchester United,62,17Sep
224,4,3,Manchester United,62,12Sep
225,1,0,Crystal Palace,62,19Sep
226,0,1,Crystal Palace,62,16Sep
227,1,0,Crystal Palace,62,10Sep
228,0,2,Crystal Palace,62,26Aug
229,2,1,Crystal Palace,62,22Aug
230,2,0,Stoke City,63,19Sep
231,2,1,Stoke City,63,16Sep
232,2,2,Stoke City,63,09Sep
233,,,Stoke City,63,29Aug
234,1,1,Stoke City,63,27Aug
235,0,1,Southampton,63,16Sep
236,0,2,Southampton,63,09Sep
237,,,Southampton,63,29Aug
238,0,0,Southampton,63,26Aug
239,0,2,Southampton,63,23Aug
240,1,2,West Bromwich Albion,64,20Sep
241,,,West Bromwich Albion,64,19Sep
242,0,0,West Bromwich Albion,64,16Sep
243,3,1,West Bromwich Albion,64,09Sep
244,1,1,West Bromwich Albion,64,27Aug
245,0,6,Watford,64,16Sep
246,0,2,Watford,64,09Sep
247,0,0,Watford,64,26Aug
248,2,3,Watford,64,22Aug
249,0,2,Watford,64,19Aug
250,3,0,West Ham United,65,19Sep
251,0,0,West Ham United,65,16Sep
252,2,0,West Ham United,65,11Sep
253,3,0,West Ham United,65,26Aug
254,0,2,West Ham United,65,23Aug
255,0,2,Swansea City,65,19Sep
256,0,0,Swansea City,65,16Sep
257,0,1,Swansea City,65,10Sep
258,0,2,Swansea City,65,26Aug
259,1,4,Swansea City,65,22Aug
260,1,2,Chelsea,66,27Sep
261,0,4,Chelsea,66,23Sep
262,5,1,Chelsea,66,20Sep
263,0,0,Chelsea,66,17Sep
264,5,0,Chelsea,66,12Sep
265,2,0,Manchester City,66,26Sep
266,5,0,Manchester City,66,23Sep
267,1,2,Manchester City,66,20Sep
268,0,6,Manchester City,66,16Sep
269,0,2,Manchester City,66,13Sep
270,2,0,Arsenal,67,25Sep
271,1,0,Arsenal,67,20Sep
272,0,0,Arsenal,67,17Sep
273,3,1,Arsenal,67,14Sep
274,3,0,Arsenal,67,09Sep
275,1,0,Brighton & Hove Albion,67,19Sep
276,2,1,Brighton & Hove Albion,67,15Sep
277,3,1,Brighton & Hove Albion,67,09Sep
278,,,Brighton & Hove Albion,67,29Aug
279,0,0,Brighton & Hove Albion,67,26Aug
280,2,1,Everton,68,23Sep
281,3,0,Everton,68,20Sep
282,4,0,Everton,68,17Sep
283,3,0,Everton,68,14Sep
284,0,3,Everton,68,09Sep
285,2,2,Burnley,68,19Sep
286,1,1,Burnley,68,16Sep
287,1,0,Burnley,68,10Sep
288,1,1,Burnley,68,27Aug
289,0,2,Burnley,68,23Aug
290,2,1,Newcastle United,69,16Sep
291,0,1,Newcastle United,69,10Sep
292,,,Newcastle United,69,29Aug
293,3,0,Newcastle United,69,26Aug
294,2,3,Newcastle United,69,23Aug
295,1,1,Liverpool,69,26Sep
296,2,3,Liverpool,69,23Sep
297,2,0,Liverpool,69,19Sep
298,1,1,Liverpool,69,16Sep
299,4,0,Liverpool,69,13Sep
300,2,1,Liverpool,70,26Sep
301,1,1,Liverpool,70,26Sep
302,2,3,Liverpool,70,23Sep
303,2,0,Liverpool,70,19Sep
304,1,1,Liverpool,70,16Sep
305,1,2,Manchester United,70,27Sep
306,1,4,Manchester United,70,27Sep
307,0,1,Manchester United,70,23Sep
308,4,1,Manchester United,70,20Sep
309,4,0,Manchester United,70,17Sep
