,goals_for,goals_against,team,game_id,date
0,2,2,Burnley,210,26Dec
1,0,3,Burnley,210,23Dec
2,0,0,Burnley,210,16Dec
3,1,0,Burnley,210,12Dec
4,1,0,Burnley,210,09Dec
5,5,0,Liverpool,210,26Dec
6,3,3,Liverpool,210,22Dec
7,0,4,Liverpool,210,17Dec
8,0,0,Liverpool,210,13Dec
9,1,1,Liverpool,210,10Dec
10,2,1,Leicester City,211,26Dec
11,2,2,Leicester City,211,23Dec
12,1,1,Leicester City,211,19Dec
13,0,3,Leicester City,211,16Dec
14,1,4,Leicester City,211,13Dec
15,1,1,Huddersfield Town,211,26Dec
16,1,1,Huddersfield Town,211,23Dec
17,1,4,Huddersfield Town,211,16Dec
18,1,3,Huddersfield Town,211,12Dec
19,2,0,Huddersfield Town,211,09Dec
20,1,1,Stoke City,212,26Dec
21,3,1,Stoke City,212,23Dec
22,0,3,Stoke City,212,16Dec
23,1,0,Stoke City,212,12Dec
24,5,1,Stoke City,212,09Dec
25,0,1,Newcastle United,212,27Dec
26,2,3,Newcastle United,212,23Dec
27,1,0,Newcastle United,212,16Dec
28,0,1,Newcastle United,212,13Dec
29,2,3,Newcastle United,212,09Dec
30,0,0,Everton,213,26Dec
31,0,0,Everton,213,23Dec
32,3,1,Everton,213,18Dec
33,0,1,Everton,213,13Dec
34,1,1,Everton,213,10Dec
35,2,2,Manchester United,213,26Dec
36,2,2,Manchester United,213,23Dec
37,2,1,Manchester United,213,20Dec
38,1,2,Manchester United,213,17Dec
39,1,0,Manchester United,213,13Dec
40,5,2,Southampton,214,26Dec
41,1,1,Southampton,214,23Dec
42,1,0,Southampton,214,16Dec
43,1,4,Southampton,214,13Dec
44,1,1,Southampton,214,10Dec
45,2,3,Crystal Palace,214,28Dec
46,1,1,Crystal Palace,214,23Dec
47,0,3,Crystal Palace,214,16Dec
48,2,1,Crystal Palace,214,12Dec
49,2,2,Crystal Palace,214,09Dec
50,5,0,Swansea City,215,26Dec
51,1,1,Swansea City,215,23Dec
52,3,1,Swansea City,215,18Dec
53,0,4,Swansea City,215,13Dec
54,1,0,Swansea City,215,09Dec
55,0,3,Tottenham Hotspur,215,23Dec
56,4,1,Tottenham Hotspur,215,16Dec
57,2,0,Tottenham Hotspur,215,13Dec
58,5,1,Tottenham Hotspur,215,09Dec
59,4,1,Tottenham Hotspur,215,06Dec
60,2,3,West Ham United,216,23Dec
61,1,0,West Ham United,216,19Dec
62,0,3,West Ham United,216,16Dec
63,0,0,West Ham United,216,13Dec
64,1,0,West Ham United,216,09Dec
65,0,0,West Bromwich Albion,216,26Dec
66,3,1,West Bromwich Albion,216,23Dec
67,1,2,West Bromwich Albion,216,17Dec
68,0,0,West Bromwich Albion,216,13Dec
69,1,0,West Bromwich Albion,216,09Dec
70,0,1,Manchester City,217,27Dec
71,4,0,Manchester City,217,23Dec
72,1,1,Manchester City,217,19Dec
73,4,1,Manchester City,217,16Dec
74,0,4,Manchester City,217,13Dec
75,2,1,Watford,217,26Dec
76,1,0,Watford,217,23Dec
77,1,4,Watford,217,16Dec
78,2,1,Watford,217,12Dec
79,1,0,Watford,217,09Dec
80,2,3,Arsenal,218,28Dec
81,3,3,Arsenal,218,22Dec
82,1,0,Arsenal,218,19Dec
83,1,0,Arsenal,218,16Dec
84,0,0,Arsenal,218,13Dec
85,2,0,Chelsea,218,26Dec
86,0,0,Chelsea,218,23Dec
87,2,1,Chelsea,218,20Dec
88,1,0,Chelsea,218,16Dec
89,1,3,Chelsea,218,12Dec
90,5,2,Tottenham Hotspur,219,26Dec
91,0,3,Tottenham Hotspur,219,23Dec
92,4,1,Tottenham Hotspur,219,16Dec
93,2,0,Tottenham Hotspur,219,13Dec
94,5,1,Tottenham Hotspur,219,09Dec
95,3,3,West Ham United,219,26Dec
96,2,3,West Ham United,219,23Dec
97,1,0,West Ham United,219,19Dec
98,0,3,West Ham United,219,16Dec
99,0,0,West Ham United,219,13Dec
100,1,2,Chelsea,220,09Jan
101,0,0,Chelsea,220,06Jan
102,2,2,Chelsea,220,03Jan
103,5,0,Chelsea,220,30Dec
104,2,0,Chelsea,220,26Dec
105,3,0,Leicester City,220,01Jan
106,2,1,Leicester City,220,30Dec
107,2,1,Leicester City,220,26Dec
108,2,2,Leicester City,220,23Dec
109,1,1,Leicester City,220,19Dec
110,1,2,Crystal Palace,221,02Jan
111,0,0,Crystal Palace,221,31Dec
112,2,3,Crystal Palace,221,28Dec
113,1,1,Crystal Palace,221,23Dec
114,0,3,Crystal Palace,221,16Dec
115,1,2,Burnley,221,01Jan
116,0,0,Burnley,221,30Dec
117,2,2,Burnley,221,26Dec
118,0,3,Burnley,221,23Dec
119,0,0,Burnley,221,16Dec
120,3,0,Huddersfield Town,222,01Jan
121,0,0,Huddersfield Town,222,30Dec
