,name,age,position,ovr_rating,pot_rating
17,Vincent Muratori,27,LBLWB,65,70
18,Martyn Waghorn,24,STRWLW,65,71
19,Mario de Luna,26,CBRB,65,66
20,Alexander Stolz,30,GK,65,65
21,Angelo Raffaele Nolè,30,CAM,65,65
22,Konstantin Engel,26,RBCDM,65,67
23,Shane Lowry,25,LBCB,65,73
24,Jonatan Tollås Nation,24,CB,65,69
25,Manuel Hornig,31,CBST,65,65
26,Marcello Gazzola,29,RBRM,65,65
27,Seb Hines,26,CB,65,70
28,Mathieu Baudry,26,CB,65,67
29,Nikola Petković,28,CBLB,65,65
0,Joe Mattock,24,LBLM,65,70
1,Fabian Müller,27,RMRB,65,66
2,Rabiola,25,ST,65,70
3,Kamel Ghilas,30,STCAM,65,65
4,Jamie Jones,25,GK,65,66
5,Eder Patiño,30,GK,65,66
6,Erling Knudtzon,25,STRMRB,65,68
7,Orlando Rincón,29,RBRWBLB,65,65
8,Jorge Villalpando,29,GK,65,65
9,Nikita Rukavytsya,27,STRMLM,65,68
10,Mladen Božović,30,GK,65,65
11,Fedor Kudryashov,27,LB,65,70
12,Shaun Williams,27,CBCDM,65,66
13,Johann Ramaré,30,CMCDM,65,65
14,Deleu,30,RBRM,65,65
15,Nikolai Topor-Stanley,29,CB,65,65
16,Gustavo,30,CB,65,65
17,Abdoh Ateef,30,CAMCMRM,65,65
18,Martin Fillo,28,RMRW,65,65
19,Park Won Jae,30,LBLMCMCDM,65,65
20,Kim Hyung Il,30,CB,65,65
21,Cabral,25,CMCDM,65,72
22,Ari Skúlason,27,CDMLB,65,68
23,Gianluca Freddi,27,CB,65,70
24,Quentin Othon,26,CDMLB,65,70
25,Chris Seitz,27,GK,65,66
26,Tommy Rowe,25,LMLBLWB,65,67
27,Rouwen Hennings,27,STCF,65,68
28,Thomas Phibel,28,CB,65,67
29,Tomasz Cywka,26,LMRMCAM,65,69
0,Nicolas Farina,28,RMLM,65,66
1,Andrea Paolucci,27,CM,65,70
2,Kees Luijckx,28,CB,65,66
3,Hassane Alla,33,CMCDM,65,65
4,Daniele Buzzegoli,31,CM,65,65
5,Ivo,27,CAM,65,69
6,Robert Zwinkels,31,GK,65,65
7,Jesús  Armando Sánchez,30,CBCDM,65,65
8,Thomas Mangani,27,CMCDM,65,69
9,Arjan Swinkels,29,CB,65,65
10,David Williams,26,STCAMLW,65,66
11,Hrvoje Čale,29,LB,65,65
12,Ludovic Gamboa,28,LM,65,65
13,Artur Jędrzejczyk,26,RBCB,65,71
14,Antonio Ghomsi,28,LB,65,68
15,Brayan Martínez,24,RMCAM,65,69
16,William Paredes,29,LBLWBLMCB,65,65
17,Sepp De Roover,29,RB,65,65
18,Suso Santana,29,RMSTLM,65,65
19,Manuel Konrad,26,CDMCB,65,69
20,Massamba Sambou,28,CB,65,69
21,Adam Rooney,26,ST,65,66
22,Fabián Assmann,28,GK,65,67
23,Dudu Paraíba,29,LB,65,65
24,Daniel Arnefjord,35,CB,65,65
25,Juan Carlos Mosquera,31,CB,65,65
26,Miguel Oliveira,31,CB,65,65
27,Jérôme Polenz,27,RBRM,65,67
28,Edson,28,GK,65,66
29,Maciej Gostomski,25,GK,65,69
0,Kwoun Sun Tae,30,GK,65,65
1,Kang Min Hyuk,32,CBCDMRBCM,65,65
2,Manuel Arboleda,35,CB,65,65
3,Joachim Mununga,26,STRM,65,67
4,Hugo Monteiro,29,RWLW,65,65
5,Thomas Matton,28,CAMLM,65,65
6,Per Egil Flo,25,LB,65,68
7,Aurélien Joachim,28,ST,65,65
8,Dalibor Stevanovič,29,CDM,65,67
9,Ahmed Fathi,29,CDMCMRMRB,65,65
10,Adama Tamboura,29,LB,65,65
11,Luis Henríquez,32,LB,65,65
12,Patryk Małecki,26,LMCAMRMCF,65,71
13,Artem Fidler,31,CDMCM,65,65
14,Danny Haynes,26,STCF,65,68
15,Paul Caddis,26,RBRWB,65,70
16,Paul McGowan,26,CMCAMRM,65,72
17,Ben Amos,24,GK,65,71
18,Jean-Jacques Pierre,33,CB,65,65
19,Lionel Ainsworth,26,RMLM,65,65
20,Máyor,30,ST,65,65
21,Rhoys Wiggins,26,LB,65,69
22,Milano Koenders,28,CBRB,65,66
23,Siebe Blondelle,28,CDMLBCB,65,65
24,Jonas Lössl,25,GK,65,69
25,Isaiah Osbourne,26,CDMCM,65,71
26,Mariusz Magiera,30,LBLM,65,65
27,Jade North,32,CB,65,65
28,Tobias Mikkelsen,28,RWRB,65,67
29,Marquitos,27,LMRMCAM,65,68
0,Łukasz Piątek,28,CDMCM,65,67
1,Juan de Dios Hernández,28,RWCF,65,68
2,Helio Pinto,30,CAMLMCDM,65,65
3,Riccardo Nardini,31,RMRBCM,65,65
4,Marvin Ogunjimi,26,STCF,65,66
5,Matthias Henn,29,CBRB,65,66
6,Andrew Driver,26,LMRM,65,70
7,Ugochukwu Ukah,30,CBRB,65,66
8,Leandro Díaz,28,CM,65,65
9,Bjorn Ruytinx,34,ST,65,65
10,Stephen Gleeson,26,CDM,65,68
11,Martin Paterson,27,STRWCF,65,65
12,Ben Hamer,26,GK,65,70
13,Ishmael Miller,27,ST,65,66
14,Simon Dawkins,26,LMLW,65,70
15,Andy Barcham,27,LMRMCAM,65,66
16,Charlie Daniels,28,LBLM,65,66
17,Kieran Lee,26,CMRB,65,71
18,Israel Villaseñor,31,GK,65,65
19,Frank Fielding,26,GK,65,68
20,Michael O'Connor,26,CM,65,70
21,Theódór Elmar Bjarnason,27,CM,65,68
22,Ivan Bandalovski,27,RB,65,67
23,Eloge Enza-Yamissi,31,CDMLB,65,65
24,Michael Madl,26,CBCDM,65,68
25,Miguel Ángel Fraga,27,GK,65,66
26,Günther Vanaudenaerde,30,RB,65,65
27,Elliot Grandin,26,CAMRWCM,65,65
28,Grégory Cerdan,32,CB,65,65
29,Fred Benson,30,ST,65,65
0,Santiago Acasiete,36,CB,65,65
1,Leonardo Migliónico,34,CB,65,65
2,Jérémy Sapina,29,CB,65,67
3,Lucky Lekgwathi,38,CBLB,65,65
4,Roman Kontsedalov,28,CDMCM,65,72
5,Efraín Juárez,26,RBCMRWB,65,68
6,Nikola Žigić,33,ST,65,65
7,Magal,34,CDMCM,65,65
8,Fredrik Nordkvelle,29,CMLM,65,65
9,Neil Danns,31,CMCAMRM,65,65
10,Ryan Hall,26,LMRM,65,68
11,Matthias Lepiller,26,LWCAM,65,70
12,Guy Moussi,29,CDMCM,65,65
13,Bartosz Iwan,30,CAMCDMCM,65,65
14,Sebastian Madera,29,CBRBRWB,65,66
15,Jacobo,30,LM,65,65
16,Lee Wallace,27,LBLMLWB,65,71
17,Chad Barrett,29,STRM,65,65
18,James O'Connor,29,RBCBLB,65,65
19,Michal Papadopulos,29,ST,65,65
20,Nauzet,29,GK,65,68
21,Willo Flood,29,CDMCM,65,67
22,Craig Morgan,29,CB,65,65
23,Chris Dagnall,28,STCFLM,65,65
24,Christophe Mandanne,29,CFST,65,65
25,Davide Moro,32,CM,65,65
26,Kenny Cooper,29,STLMRM,65,65
27,Rachid Farssi,29,LM,65,65
28,Andrew Davies,29,CB,65,65
29,Paul Gallagher,30,LMRMCAM,65,65
0,Serhiy Pylypchuk,29,LMLWCF,65,65
1,Nicolae Grigore,31,CMCBCDMCAM,65,65
2,Stiven Rivić,29,CAMLMRM,65,65
3,Marián Kelemen,34,GK,65,65
4,Javito,30,RMCAMST,65,65
5,Agostino Garofalo,29,LBLM,65,65
6,Sebastián Carrera,36,RM,65,65
7,Marco Schneuwly,29,STCF,65,65
8,Anthony Gerrard,28,CB,65,66
9,Manuel Weber,29,CM,65,68
10,Roberto Colombo,39,GK,65,65
11,Knut Olav Rindarøy,29,LB,65,65
12,Denis Epstein,28,LBLM,65,70
13,Nicolas Fauvergue,29,ST,65,65
14,Johnny Leoni,30,GK,65,65
15,Patrick Wolf,33,RM,65,65
16,Nuno Piloto,32,CMCDM,65,65
17,Luca Ceccarelli,31,CB,65,65
18,Angelo Rea,32,CB,65,65
19,Maciej Korzym,26,STCAMRWLM,65,68
20,Jan Mauersberger,29,CB,65,67
21,Marco Antonio Palacios,33,CBRBCDM,65,65
22,Jérémy Blayac,31,ST,65,65
23,Sergio Santana,35,CAMRMRWST,65,65
24,Luis Ricardo Esqueda,33,LBLMCMLWB,65,65
25,Melitón Hernández,31,GK,65,65
26,Del Pino,34,RMSTLM,65,65
27,Óscar Mascorro,34,CB,65,65
28,Kenneth UdjusL,31,GK,65,65
29,Sixto Peralta,35,CMCAMCDM,65,65
0,Alexandro Álvarez,37,GK,65,65
1,Antonio Tomás,29,CDMCM,65,68
2,Kenny Van Hoevelen,31,CB,65,65
3,Jonas Borring,29,LM,65,65
4,Leon JessenL,28,LB,65,66
5,Paweł Sobolewski,35,RMCAMCM,65,65
6,Stuart Nelson,33,GK,65,65
7,Pablo Garnier,33,RMRB,65,65
8,Mariusz Pawelec,28,CB,65,66
9,Ned Grabavoy,31,CM,65,65
10,Chris Wingert,32,LB,65,65
11,Bradley OrrL,31,RBCB,65,65
12,Danny Pugh,31,LMLBLWB,65,65
13,Andreas Hölzl,29,RMRB,65,65
14,Johan Absalonsen,29,LWLMCFCAM,65,65
15,Aaron McLean,31,STRW,65,65
16,Boris Rotenberg,28,CBRB,65,68
17,Romain Sartre,31,CBRB,65,65
18,Nicolas Godemèche,30,CDM,65,65
19,Matías Vitkieviez,29,RMRWLWST,65,65
20,Florian Fromlowitz,28,GK,65,68
21,Shlomi Arbeitman,29,ST,65,65
22,Sasa Bjelanovic,35,ST,65,65
23,Andrea Soncin,36,STCF,65,65
24,Berry Powel,34,ST,65,65
25,Tim Gilissen,32,CDMCM,65,65
26,Marnix Kolder,33,ST,65,65
27,Vasconcelos,35,ST,65,65
28,Alexey Rebko,28,CMCDM,65,71
29,Sergei Pareiko,37,GK,65,65
0,Petr Nemov,30,CDMRM,65,65
1,Iago Bouzón,31,CBRB,65,65
2,Francisco Arrué,37,CAMCM,65,65
3,Iñigo Ros,31,CMCDM,65,65
4,Pablo Álvarez,34,RM,65,65
5,Ricardo,31,CMCDM,65,65
6,David García,32,CBRB,65,65
7,Javi Barral,32,LBCB,65,65
8,Cabrero,33,GK,65,65
9,Vicente,28,LM,65,68
10,Antonio Di Nardo,35,RWCFLW,65,65
11,Sergey Omelyanchuk,34,CBCDM,65,65
12,Jair Benítez,35,LB,65,65
13,Julio Barraza,34,RBCB,65,65
14,Michael Duff,36,CB,65,65
15,Luca Mazzoni,30,GK,65,65
16,Mouhamadou Diaw,33,CMLMCAM,65,65
17,Paddy McCourt,30,LMRMCAM,65,65
18,Kenny Thompson,29,LB,65,65
19,Kevin Foley,29,RBCMRM,65,65
20,Jonathan Stead,31,STCF,65,65
21,Alberto Medina,31,RMLMCAM,65,65
22,Leandro Augusto,37,CDMCM,65,65
23,Dean Lewington,30,LB,65,65
24,Dean Brill,28,GK,65,65
25,Chris O'Grady,28,ST,65,65
26,Christian Stuff,32,CB,65,65
27,Martin Stoll,31,CB,65,65
28,Jan Glinker,30,GK,65,66
29,Marcello Cottafava,37,CB,65,65
0,Walter Bressan,33,GK,65,65
1,Choi Won Kwon,32,RBCDMRWB,65,65
2,Joel Griffiths,35,STRM,65,65
3,Dean Bowditch,28,LMRM,65,66
4,Francis Dickoh,31,CB,65,65
5,Veli Lampi,30,RBRWBRMCB,65,65
6,Niels Lodberg,33,CBCDM,65,65
7,Richie Wellens,34,CMCDM,65,65
8,Geoffrey Dernis,33,LMRM,65,65
9,François Pantxi Sirieix,33,CMCDM,65,65
10,Cristian Fiél,34,CDMCAMCM,65,65
11,Cédric Fauré,35,ST,65,65
12,François Zoko,31,ST,65,65
13,Frazer Richardson,31,RB,65,65
14,Chaouki Ben Saada,30,CAM,65,65
15,Luke McCormick,31,GK,65,65
16,Alan Mannus,32,GK,65,65
17,Moises Hurtado,33,CBCDM,65,65
18,Christian Weber,31,LBCDM,65,65
19,Pascal Grünwald,31,GK,65,65
20,Marek Saganowski,35,STCF,65,65
21,Jarl André Storbæk,35,CBLBRB,65,65
22,Liam Miller,33,CM,65,65
23,Jürgen Säumel,30,CDMCM,65,65
24,Ranisav Jovanović,33,ST,65,65
25,Patrick Platins,31,GK,65,65
26,Stephen Bywater,33,GK,65,65
27,Michael Tonge,31,CMLM,65,65
28,Billy Paynter,30,STCF,65,65
29,Hayden Mullins,35,CMCDMCB,65,65
0,Stefan Kulovits,31,CDM,65,65
1,Guillaume Lacour,34,CDM,65,65
2,Jamel Aït Ben Idir,30,CMCDM,65,65
3,Adam Johansson,31,RBLB,65,65
4,Philipp Degen,31,RBRM,65,65
5,Stef Wils,32,CB,65,65
6,Grant McCann,34,CMCDMLM,65,65
7,Nelson Ferreira,32,LMLWRWCAM,65,65
8,Peter Clarke,32,CB,65,65
9,David Bellion,31,ST,65,65
10,Richard Garcia,33,RMLMCAM,65,65
11,Alain Nef,32,CBRB,65,65
12,Pieterjan Monteyne,31,LB,65,65
13,Olivier Auriac,31,CDMCM,65,65
14,Edson Buddle,33,ST,65,65
15,Thomas Augustinussen,33,CMCDM,65,65
16,Tim Smolders,34,CM,65,65
17,Ahmed Madouni,33,CB,65,65
18,Abdoulaye Meité,33,CB,65,65
19,Lionel Mathis,32,CMCDM,65,65
20,DaMarcus Beasley,32,LBLM,65,65
21,Bas Sibum,31,CDMCB,65,65
22,Andreas Johansson,32,CM,65,65
23,Wade Elliott,35,CMRM,65,65
24,Iain Hume,30,STCAM,65,65
25,Luke Steele,29,GK,65,66
26,João Pedro,26,CB,65,70
27,Noel Hunt,31,ST,65,65
28,Luciano Zauri,36,CB,65,65
29,Mattias Asper,40,GK,65,65
0,Nagore,40,CDM,65,65
1,Dennis Rommedahl,36,RM,65,65
2,Ian Harte,37,LB,65,65
3,Roman Wallner,32,ST,65,65
4,Stein Huysegems,32,ST,65,65
5,Bruno Cirillo,37,CB,65,65
6,Jamie Langfield,34,GK,65,65
7,Ricardo,38,GK,65,65
8,Emile Heskey,36,ST,65,65
9,Jorge Ortega,23,ST,64,67
10,Andy Polo,19,RWLW,64,75
11,Ádám Lang,21,CB,64,70
12,José Welison,19,CDM,64,79
13,Zé Paulo,20,CAM,64,78
14,Nikola Leković,24,LB,64,68
15,Julio César Rodríguez,23,ST,64,68
16,Gonzalo Díaz,24,CAM,64,66
17,Fernando de la Fuente,28,CDMCM,64,66
18,Ewandro,18,ST,64,81
19,Boschilia,18,CAMRW,64,83
20,Minhoca,26,CAMRW,64,68
21,Serge Wilfried Kanon,21,CB,64,70
22,Hernán Hechalar,26,CAM,64,66
23,Járol Martínez,27,LB,64,65
24,Eero Markkanen,23,ST,64,67
25,Wander,27,CAM,64,65
26,Thanasis Karagounis,22,RMLM,64,73
27,Gianmarco Gambetta,23,CBLB,64,67
28,Federico Melchiorri,27,ST,64,68
29,Sergio Ceballos,20,CDMCM,64,69
0,Federico Álvarez,20,LB,64,71
1,César Falletti,21,RWLM,64,73
2,Leandro Oliveira,26,CAM,64,66
3,Felipe Nicolás Avenatti,21,ST,64,74
4,Tomas Dabó,20,RB,64,73
5,Didier Delgado,22,RB,64,69
6,Bruno Nazario,19,CAM,64,76
7,Tana,23,LMRMCAM,64,71
8,Fanendo Adi,23,ST,64,69
9,Gustavo,21,CB,64,69
10,Jakub Vojtus,20,STCF,64,74
11,Femi Balogun,21,LWCM,64,67
12,Uroš Matić,24,CM,64,69
13,Mahmoud Kahraba,20,CAMCF,64,83
14,Raffaele Di Gennaro,20,GK,64,75
15,Ivan Brecevic,27,ST,64,66
16,Souleymane Sawadogo,21,RWST,64,73
17,Ilias Vouras,26,GK,64,68
18,Cristian Bordacahar,22,ST,64,70
19,Paulo,21,ST,64,75
20,Stipe Perica,19,ST,64,75
21,Alejandro Barbaro,22,CAM,64,70
22,Pedro Henrique,21,CB,64,74
23,Raúl Becerra,26,ST,64,69
24,Pedro Coronas,24,RW,64,67
25,Leandro Delgado,32,CB,64,64
26,Edwin Ávila,27,CB,64,65
27,Reginaldo,24,RW,64,69
28,Eduards Višnakovs,24,STCF,64,69
29,Uvaldo Luna,20,RW,64,70
0,Henrique,20,LB,64,78
1,Sandro,19,STLWCF,64,79
2,Wilde-Donald Guerrier,25,LMLB,64,69
3,Víctor García,20,RB,64,79
4,Álex Moreno,21,LM,64,71
5,Alex Alves,22,CB,64,68
6,Álvaro Peña,22,CAMLM,64,75
7,Jocinei,24,CDMCM,64,72
8,Jean-David Beauguel,22,ST,64,69
9,Matheus Biteco,19,CDMCM,64,74
10,Patrik Carlgren,22,GK,64,71
11,Adam Sušac,25,CB,64,68
12,Musab Al Laham,23,CAMLM,64,68
13,Óscar Quesada,36,CDMCM,64,64
14,Nabil Fékir,21,CAMLMLW,64,78
15,Roberto Rodriguez,24,RMLM,64,73
16,Morales,27,LMSTCAM,64,69
17,Erik,20,ST,64,78
18,Daley Sinkgraven,19,LWCM,64,77
19,Pieter Gerkens,20,CM,64,71
20,Danilo Soares,22,LBLM,64,68
21,Joni Kauko,24,CDMCM,64,67
22,Mitch Apau,24,RBCB,64,66
23,Dani García,24,CDM,64,72
24,Bart Vriends,23,CB,64,68
25,Dankler,22,CB,64,76
26,Ander Capa,22,RM,64,71
27,Davide Zappacosta,22,RMRB,64,69
28,Pedro Muñoz,28,RWRMST,64,64
29,Damián Musto,27,CMCDM,64,65
0,Jonathan Chaves,25,LWCAMRWLM,64,70
1,Florian Martin,24,LM,64,71
2,Rômulo,24,ST,64,67
3,Willie,21,STCAM,64,75
4,Marko Vešović,23,RBRM,64,72
5,Rambé,25,STRW,64,69
6,Wout Droste,25,RB,64,66
7,Jakub Wójcicki,26,RMCAMLM,64,66
8,Nii Plange,25,RW,64,69
9,Victor Da Silva,19,CAM,64,79
10,Deyverson,23,ST,64,72
11,Ibrahima Seck,25,CDM,64,70
12,Marcos Fernández,21,CM,64,70
13,Agustín Silva,25,GK,64,71
14,César Mansanelli,34,RM,64,64
15,Sergio Rodríguez,29,CBLB,64,64
16,Renzo Saravia,21,RB,64,71
17,Oscar Carniello,26,CB,64,71
18,Enzo Beloso,20,RB,64,75
19,Lautaro Gianetti,20,CB,64,69
20,Juan Ignacio Sills,27,CBRB,64,67
21,Nicolás Ortiz,30,CBLBRB,64,64
22,Jorge Moraga,23,CB,64,74
23,Cristian Díaz,25,RBLB,64,69
24,Álvaro López,21,STRWLW,64,68
25,Santiago Dittborn,21,LM,64,71
26,Bryan Cortés,23,CDMRB,64,73
27,Caro,21,CBRB,64,71
28,Mohammed Qasim,19,LB,64,70
29,Matías Mier,24,LMLW,64,71
0,Farès Bahlouli,19,CAMRMLMST,64,80
1,Michał Nalepa,21,CBCDM,64,71
2,Agustín Parra,25,RBCB,64,72
3,Andrés Robles,20,CDMCMCB,64,76
4,Óscar Opazo,23,LBRBRM,64,71
5,Marcelo Herrera,22,RB,64,69
6,Felipe Reynero,25,RMRW,64,72
7,Claudio Muñoz Camillo,29,CBLB,64,66
8,Jeremy Toljan,20,LBCBRB,64,74
9,Sebastián Cuerdo,28,GK,64,69
10,Leonardo Castro,25,ST,64,68
11,Osneider Álvarez,24,CAM,64,69
12,Éder Ruales,24,CDM,64,71
13,Juan Ortiz,27,CDM,64,67
14,Fausto Obeso,26,LB,64,70
15,John Jairo Montaño,30,CDMLB,64,64
16,Nicolás Palacios,22,CDM,64,69
17,Víctor Cortés,38,STRM,64,64
18,Jhon Geiler Mosquera,25,CDM,64,68
19,José Nájera,26,CM,64,68
20,Eder Chaux,22,GK,64,72
21,Paulo Magalhães,24,RBCBRMLB,64,71
22,Wilmar Barrios,20,CDM,64,70
23,Iván Rivas,26,CM,64,66
24,Juan Pablo NietoL,21,CAM,64,72
25,Ricardo Jérez,28,GK,64,64
26,Gerson Martínez,25,ST,64,69
27,Jáider Romero,32,RBLB,64,64
28,Harold Macías,34,CB,64,64
29,Boris Rieloff,30,RBRM,64,64
0,Alvaro Salazar,21,GK,64,75
1,Jonathan Cisternas,34,CMLM,64,64
2,Emanuel Croce,29,CAMCF,64,64
3,Marcelo Jorquera,21,LMLB,64,71
4,Sebastián Montesinos,28,CBRB,64,65
5,Roberto González,38,GK,64,64
6,Jorge Arias,21,LB,64,68
7,Rafael Pérez,24,CB,64,68
8,Luis Paz,26,RMCMRB,64,69
9,Lucas Parodi,24,CMCDM,64,71
10,Rafael Costa,27,ST,64,67
11,Yeison Gordillo,22,CDM,64,70
12,Diego Chica,33,CMRM,64,64
13,Julián QuiñónesL,24,CB,64,68
14,Luis Carlos Murillo,23,LB,64,70
15,Mariano Torres,27,CAMLM,64,64
16,Eduardo Farias,25,CDMLBCM,64,68
17,Wladimir Herrera,33,CB,64,64
18,Jáner Serpa,33,GK,64,64
19,Diego Rodríguez,25,RMCM,64,70
20,Jhon Zea,30,RB,64,64
21,Iván Garrido,33,CB,64,64
22,Hristo Zlatinski,29,CDMCAM,64,64
23,Wallinson,25,CB,64,69
24,Alan Costa,23,CB,64,74
25,Sebastián Contreras,26,GK,64,68
26,Luis Valenzuela,26,CAM,64,69
27,Rasmus Schüller,23,CM,64,69
28,Bismark Acosta,27,CBCDM,64,65
29,Hervin Ongenda,19,LWCM,64,76
0,Pierre-Emile Højbjerg,19,CMCDMCAM,64,81
1,Jacob Une Larsson,20,CB,64,71
2,Stephen Buyl,22,LW,64,72
3,Jonathan Osorio,22,CMLMRMCAM,64,71
4,Jonathan Ring,22,LMRM,64,67
5,Tomi Jurić,23,ST,64,70
6,Michel,22,ST,64,69
7,Duarte Machado,31,RB,64,64
8,Gegê,20,CAM,64,76
9,Luis Fernández,20,ST,64,71
10,Maxime Chanot,24,CB,64,68
11,Kanú,22,RBCB,64,74
12,Luciano Teixeira,20,CDM,64,73
13,Lee Seok Hyun,24,CAMRWCFCDM,64,70
14,Chris Dawson,20,CAMCM,64,77
15,Sebastian Kerk,20,LMRMCF,64,75
16,Pione Sisto,19,RMRWCM,64,77
17,Mohamed Abdel-Shafy,29,LB,64,64
18,Tarsi,19,CMCDM,64,75
19,Rani Khedira,20,CDMCM,64,79
20,Joan Oumari,26,CB,64,66
21,Süleyman Koc,25,RMCF,64,69
22,Wellington Lima,24,GK,64,69
23,Neal Maupay,18,STRW,64,82
24,Tom Schütz,26,CDMCM,64,67
25,Alexander Callens,22,CB,64,71
26,Ousmane Viera Diarrassouba,27,CBRB,64,67
27,Thamsanqa Gabuza,27,STCF,64,68
28,Luis Loroña,21,ST,64,67
29,Danilo Cataldi,20,CMCAM,64,80
0,Nyasha Mushekwi,27,STLM,64,66
1,Mpho Makola,28,CAMRM,64,66
2,Uros Radakovic,20,CB,64,72
3,Ramón Azeez,21,CDMCM,64,75
4,Callum McGregor,21,CAMRMCM,64,77
5,Giorgos Koutroubis,23,CBCDM,64,69
6,Mohamed Coly,30,CB,64,64
7,Abdullah Alsdairy,22,GK,64,68
8,John McGinn,19,LMCMCAM,64,77
9,Melker Hallberg,18,CMCDMRM,64,77
10,Pecks,21,CB,64,74
11,Vladimir Khozin,25,RB,64,69
12,Marc Stendera,18,CAMLMRM,64,78
13,João Schmidt,21,CDMCM,64,74
14,Pape Paye,24,RB,64,70
15,Edgar Ié,20,CBRB,64,75
16,Rémy Ebanega,24,CB,64,71
17,Ibrahima Mbaye,19,LMLB,64,80
18,De Tomás,19,ST,64,77
19,Manoel,25,ST,64,68
20,Misfer Al Bishi,26,LMRMCAM,64,64
21,Dion Malone,25,CDMRB,64,67
22,Abdullah Mayof,27,GK,64,64
23,Mohsen Al Eisa,27,RMCAMCM,64,66
24,Motaz Al Musa,27,CDMCM,64,66
25,Benedikt Saller,21,CMCAMRM,64,75
26,Sassá,20,STCAM,64,76
27,Craig Goodwin,22,LMLB,64,75
28,Alberto García,20,RWST,64,68
29,Siebe Schrijvers,18,CF,64,78
0,Marquinhos Pedroso,20,LB,64,75
1,Brito,26,RWLW,64,68
2,Giovani Hernández,21,CMLM,64,73
3,Chris David,21,CAMCM,64,79
4,Geoffrey Malfleury,26,STRMRW,64,67
5,Manuel Turchi,33,LWRW,64,64
6,Ahmad Aqqash,24,LBLM,64,70
7,Wellington Carvalho,21,CB,64,76
8,Michael,21,ST,64,78
9,Jairo Arrieta,31,ST,64,64
10,Lorenzo Lollo,23,CM,64,75
11,Bart van Hintum,27,LB,64,65
12,Kevin Rodrigues,20,LMCAM,64,74
13,Florent Mollet,22,CMCDMLW,64,73
14,Jean-Marie Dongou Tsafack,19,STLWCFRW,64,77
15,Faiz Al Sobea,32,GK,64,64
16,Michael Klauß,27,LMLWRWST,64,67
17,Gael Perdomo,24,GK,64,68
18,Julián Garrero,26,CDMCM,64,67
19,Fahad Al Thunayyan,28,GK,64,67
20,Diego Augusto,23,CB,64,70
21,Mandé Sayouba,21,GK,64,72
22,Khalid Al Ghamdi,26,RB,64,67
23,Omar Hawsawi,28,CBRB,64,64
24,Mitchell Paulissen,21,LM,64,69
25,Dominic Poleon,21,STLW,64,73
26,Filip Starzyński,23,CAMCDM,64,70
27,Andy Rose,24,CM,64,66
28,Thomas Foket,19,LM,64,73
29,Josecarlos Van Rankin,21,RBCDMRWBCM,64,76
0,Bae Il Hwan,26,RWCAMST,64,69
1,Baptiste Schmisser,28,CB,64,64
2,Thomas Lam,20,CB,64,72
3,Bruno Furlán,22,ST,64,74
4,Albentosa,26,CB,64,70
5,Oleksandr Shevelyukhin,32,CB,64,64
6,Pedro Martín,22,STCAM,64,71
7,Magique,21,ST,64,70
8,Andrew Jean-Baptiste,22,CB,64,68
9,Thibaut Vion,20,ST,64,75
10,Kévin Mayi,21,RWSTRM,64,76
11,Giorgos Katidis,21,CMCAM,64,77
12,Ethan Finlay,24,RM,64,66
13,Jose Villareal,21,STLMRM,64,77
14,Ryan Meara,23,GK,64,70
15,Simon Tibbling,20,CMLM,64,76
16,Jakub Świerczok,21,ST,64,71
17,Felipe,23,CAMCDM,64,68
18,Matt Lampson,25,GK,64,70
19,Nick DeLeon,24,RM,64,69
20,Solly March,20,RWRMCAM,64,74
21,Evan Bush,28,GK,64,64
22,Pablo Iñiguez,20,CDMCB,64,71
23,Patrick Bamford,21,STRM,64,79
24,Ezekiel Fryers,22,LBCB,64,78
25,Joel Acosta,23,RM,64,72
26,Eddy,22,CAMCDMCM,64,75
27,Juhani Ojala,25,CB,64,67
28,Jed Wallace,20,RMLM,64,77
29,Adama Ba,21,STRW,64,72
0,Marco Chiosa,20,CB,64,78
1,Adam Morgan,20,ST,64,78
2,Tiago Ferreira,21,CB,64,77
3,Sébastien Haller,20,ST,64,78
4,Alessio Cragno,20,GK,64,76
5,Luka Krajnc,20,CB,64,76
6,Adam Henley,20,RBLB,64,75
7,Martin Pusic,26,STLM,64,67
8,Marco Thiede,22,LMCAM,64,68
9,André Weis,24,GK,64,72
10,Luca Martinelli,25,CB,64,70
11,Herman Stengel,19,CMCAM,64,76
12,Douglas Pires,23,GK,64,74
13,Sérgio Romeo Marakis,22,CDMCM,64,69
14,Igor Rossi,25,CB,64,67
15,Zlatko Tripić,21,RMLMST,64,71
16,David Ferreiro,26,RMRB,64,71
17,Paulo Gazzaniga,22,GK,64,72
18,Bjarne Thoelke,22,CB,64,73
19,Cristiano,23,GK,64,74
20,Nils Röseler,22,CB,64,72
21,Dejan Janjatović,22,CDMCM,64,74
22,Maximiliano Bajter,28,CMCAMRM,64,68
23,Cristian Fernández,25,RMLMCF,64,68
24,Sebastian Mladen,22,CBLB,64,75
25,Aarón Sandoval,21,CB,64,70
26,Samed Yesil,20,STCF,64,77
27,Brice Ntambwe,21,CDM,64,74
28,Ole Kristian Selnæs,20,CMCDM,64,73
29,Aitor Castro,21,CM,64,71
0,Sally Sarr,28,RBCB,64,66
1,Miłosz Przybecki,23,RMLM,64,68
2,Michael Ngoo,21,ST,64,76
3,Tom Weilandt,22,LMRMCAM,64,70
