,name,age,position,ovr_rating,pot_rating
27,Cicinho,28,RB,72,76
28,Souza,26,CDM,72,76
29,Alejandro Bedoya,27,CAMCFLMRM,72,75
0,Juan Mercier,34,CM,72,72
1,Connor Wickham,21,ST,72,83
2,Ahmed Elmohamady,27,RWBRMRB,72,75
3,Petr Jiráček,28,LMCDMCM,72,76
4,Kévin Théophile-Catherine,24,RB,72,75
5,Callum McManaman,23,RWLWRM,72,78
6,Celso Borges,26,CMCF,72,76
7,Tolgay Arslan,24,CMCAMCDM,72,78
8,Mike Frantz,27,CDMCMLMCAM,72,74
9,Dominic Maroh,27,CB,72,75
10,Matías Caruzzo,30,CBRB,72,72
11,Markus Henriksen,22,CM,72,78
12,Bernard Parker,28,CFSTCAMLW,72,72
13,Iago Falqué,24,LMRMCAM,72,81
14,Gonzalo Fierro,31,RBRMRWCM,72,72
15,José Ángel,25,LB,72,78
16,Steven Zuber,23,LM,72,82
17,Thimothée Kolodziejczak,22,LB,72,77
18,Václav Kadlec,22,STCFLM,72,78
19,Craig Noone,26,RMLM,72,75
20,Migjen Basha,27,CMCDM,72,74
21,Marko Vejinović,24,CMCDM,72,76
22,Fábio,24,LBRB,72,77
23,Willie Overtoom,28,CAMCM,72,73
24,Jeffrén,26,RWRMLM,72,79
25,Victor Vazquez,27,CAMCM,72,73
26,Mirko Boland,27,LMCAMCMCF,72,74
27,Fausto Rossi,23,CMCDMCAM,72,79
28,Gabriele Angella,25,CB,72,74
29,Ashley Westwood,24,CDMCM,72,78
0,Marcel Risse,24,RMLMRWRB,72,77
1,Fidel,24,LMLBRM,72,75
2,Yannick Bolasie,25,LMRM,72,77
3,Mauro Díaz,23,CAM,72,76
4,Luca Siligardi,26,CFRW,72,75
5,Masoud Shojaei,30,LMCAM,72,72
6,Geoffroy Serey Die,29,CDMCM,72,72
7,Delvin Ndinga,26,CDMCM,72,78
8,Katuku Tshimanga,25,LB,72,73
9,Mirco Antenucci,30,ST,72,72
10,Semir Štilić,26,CAMLWCF,72,73
11,Abel Hernández,24,ST,72,81
12,Leandro Donizete,32,CDMCM,72,72
13,Felipe,27,CBLB,72,75
14,Tomás Costa,29,CMCDM,72,72
15,Juanfran,26,RBRWBRM,72,77
16,WellingtonL,23,CDMCM,72,79
17,Simao Mate,26,CDMCM,72,76
18,Alan,25,ST,72,79
19,Léo,26,CB,72,76
20,Ricardo Jesús,29,STCF,72,72
21,Sergey Parshivlyuk,25,RB,72,76
22,Enrique Pérez,25,RBCB,72,74
23,Will Buckley,24,RWRMLW,72,76
24,Ezequiel Muñoz,23,CB,72,78
25,Roger Espinoza,27,CMCDM,72,73
26,Geoff Cameron,29,RB,72,72
27,Matías Alustiza,30,STRW,72,72
28,Kyle Naughton,25,RBLB,72,77
29,Ivan Radovanovic,26,CMCDM,72,77
0,Anele Ngcongca,26,RBCB,72,73
1,Jan-Arie van der Heijden,26,CB,72,73
2,Hamdi Harbaoui,29,ST,72,72
3,Sebastián Fernández,29,RMSTCAM,72,72
4,Kieran Trippier,24,RB,72,78
5,Theodor Gebre Selassie,27,RBRMLB,72,75
6,Marco FabiánL,25,CAMLWCF,72,75
7,Fabio Borini,23,LMST,72,83
8,Gaël Kakuta,23,LMCAM,72,76
9,Ørjan Nyland,24,GK,72,72
10,Odion Ighalo,25,STCF,72,76
11,Yoel,26,GK,72,77
12,Lora,27,RMRBLB,72,76
13,Kike Sola,28,ST,72,72
14,Geoffrey Mujangi Bia,25,RMLM,72,75
15,Assani Lukimya,28,CB,72,74
16,Felipe,27,CB,72,75
17,Yannick Sagbo,26,ST,72,76
18,Dan Gosling,24,CMRM,72,77
19,Ádám Bogdán,26,GK,72,77
20,Jack Collison,25,CM,72,77
21,Ricky van Wolfswinkel,25,ST,72,77
22,Giuseppe Bellusci,25,CB,72,76
23,Tomáš Pekhart,25,ST,72,76
24,Mikkel Diskerud,23,CMCAM,72,78
25,Vincent Nogueira,26,CMCDM,72,75
26,Lamine Koné,25,CB,72,75
27,Jérémy Pied,25,RM,72,77
28,Damian Escudero,27,CAMCF,72,77
29,Gabriel Mercado,27,RBCB,72,73
0,Daine Klate,29,LMRMCAM,72,72
1,Modibo Maïga,27,ST,72,74
2,Vagner,28,GK,72,76
3,Sascha Mölders,29,ST,72,72
4,FagnerL,25,RB,72,75
5,Erwin Mulder,25,GK,72,74
6,Johannes van den Bergh,27,LB,72,73
7,Prince Oniangué,25,CMCDM,72,73
8,Apoño,30,CMCDM,72,72
9,Maximiliano Biancucchi,30,ST,72,72
10,Júlio César,32,LBLM,72,72
11,Adriano,27,CDMCM,72,75
12,Jan Morávek,24,CMCAM,72,76
13,Pablo Aguilar,27,CB,72,74
14,Diego Vera,29,ST,72,72
15,Walter Gargano,30,CMCDM,72,72
16,Jose Holebas,30,LBLMLW,72,72
17,Víctor Cáceres,29,CDMCM,72,75
18,Sebastian De Maio,27,CB,72,77
19,Denis,27,GK,72,76
20,Sidnei,25,CB,72,79
21,Titi,26,CB,72,76
22,Odil Ahmedov,26,CDMCMCAM,72,76
23,Karim Aït-Fana,25,LWRW,72,75
24,Guilherme,25,CAMST,72,78
25,Adam Hloušek,25,LMLB,72,76
26,David,32,CDMCM,72,72
27,Dinei,30,STCF,72,72
28,Éverton,25,CAMLB,72,76
29,Ahmed Ateef,31,CMCDMRM,72,72
0,Mathias Ranégie,30,ST,72,72
1,Juan Castillo,36,GK,72,72
2,Vito Mannone,26,GK,72,78
3,Taras Mykhalyk,30,CBCDM,72,72
4,Jorge Fucile,29,RBLB,72,72
5,Alex Pearce,25,CB,72,76
6,Erik Pieters,26,LB,72,75
7,Javier García,27,GK,72,78
8,Wout Brama,28,CDM,72,74
9,Osvaldo,27,STLW,72,78
10,Nenê,31,ST,72,72
11,André Leão,29,CDM,72,75
12,Alain Traoré,26,CMSTCAM,72,78
13,Srdjan Lakić,30,ST,72,72
14,Mathieu Coutadeur,28,CMCDM,72,74
15,Evander Sno,27,CMCDM,72,73
16,Ruben Yttergård Jenssen,26,CDMCMLMRM,72,76
17,Welliton,27,ST,72,76
18,Pablo Migliore,32,GK,72,72
19,Máyer Candelo,37,CAMLM,72,72
20,Moisés Moura,35,CB,72,72
21,Rafael Moura,31,ST,72,72
22,Sebastian Boenisch,27,LBRB,72,74
23,Harrison OtalvaroL,28,CAMRM,72,72
24,Garry Bocaly,26,RB,72,72
25,Denilson,26,CDMCM,72,77
26,Milivoje Novakovič,35,ST,72,72
27,Daniel Halfar,26,LMCAM,72,75
28,Constant Djakpa,27,LBLM,72,73
29,Aleksandar Luković,31,LBCB,72,72
0,Drissa Diakité,29,RBRW,72,72
1,Mariano Andújar,31,GK,72,72
2,Neil Taylor,25,LB,72,78
3,Joselu,24,STLM,72,75
4,Christoph Leitgeb,29,CMCDM,72,74
5,Jesús Rueda,27,CBCM,72,73
6,Sergio Romero,27,GK,72,78
7,Benny Feilhaber,29,CMCAM,72,72
8,De las Cuevas,28,LMRMCFCAM,72,75
9,Torrejón,28,CB,72,73
10,Óscar Trejo,26,CMCF,72,80
11,Souleymane Bamba,29,CB,72,75
12,Ahmed Kantari,29,CB,72,75
13,Hugo Ayala,27,CB,72,77
14,Alfaro,27,RMCAMLMST,72,77
15,Nauzet Alemán,29,RMCM,72,72
16,Rafa,29,CB,72,75
17,Andrey Eschenko,30,RBLB,72,72
18,Marvin Compper,29,CB,72,74
19,Wayne Hennessey,27,GK,72,75
20,Ukra,26,RMRW,72,76
21,Hugo Vieira,26,ST,72,77
22,Darren Randolph,27,GK,72,75
23,Fraizer Campbell,27,ST,72,73
24,Victor Anichebe,26,ST,72,75
25,Armand Traoré,24,LMLB,72,75
26,Scott Sinclair,25,LMLW,72,76
27,Saud Kariri,34,CDMCM,72,72
28,Mouhamadou Dabo,27,LBRB,72,75
29,Zeca,26,CMCAMRMRW,72,76
0,Alberto Junior Rodríguez,30,CB,72,72
1,Leandro Rinaudo,31,CB,72,72
2,Nsue,24,RMRB,72,77
3,Jan Polák,33,CDMCM,72,72
4,Kwak Tae Hwi,33,CB,72,72
5,Hugo,31,CAMLM,72,72
6,Leonardo Ulloa,28,ST,72,72
7,Mohammed Fellah,25,RWCAMRM,72,77
8,Fabien Camus,29,CAMLM,72,72
9,Cameron Jerome,27,ST,72,73
10,Joe Ledley,27,CMLM,72,73
11,Lior Refaelov,28,RWLW,72,73
12,Adam Federici,29,GK,72,72
13,Paulo Machado,28,CMCAMRMLM,72,75
14,Stuart Holden,29,CDM,72,74
15,Chris Wondolowski,31,ST,72,72
16,Jamie Ward,28,LMRMST,72,72
17,Sebastian Larsson,29,CMRM,72,72
18,Francesco Pisano,28,RB,72,76
19,Índio,39,CB,72,72
20,Barreto,29,CF,72,72
21,Adam Le Fondre,27,ST,72,73
22,Michele Canini,29,CB,72,77
23,Daniele Galloppa,29,CMCDM,72,76
24,Franck Berrier,30,CAMRM,72,72
25,James Vaughan,26,STCF,72,75
26,Sébastien Pocognoli,27,LB,72,76
27,Phil Bardsley,29,RBLB,72,72
28,Guillaume Gillet,30,CMRB,72,72
29,Billy Sharp,28,ST,72,72
0,Marcos Angeleri,31,CBRBCDM,72,72
1,Emiliano Armenteros,28,LMCAM,72,76
2,Artur,30,CAMCM,72,72
3,Zapater,29,CDM,72,73
4,Mauro Boselli,29,STLW,72,72
5,Davide Chiumiento,29,LMCDMCM,72,72
6,Pablo Guiñazú,36,CDMCM,72,72
7,Élton,28,CAMLM,72,74
8,Lanzarote,30,LWRMCAM,72,72
9,Damià,32,LBRB,72,72
10,Diego Pérez,34,CDMCM,72,72
11,Katlego Mphela,29,STCAMRW,72,72
12,Michael Krohn-Dehli,31,CMCDMLM,72,72
13,Craig Bryson,27,CMCAM,72,72
14,Matías Silvestre,29,CB,72,76
15,Leonardo Pisculichi,30,CAMCF,72,72
16,Julio Alberto Barroso,29,CBRB,72,72
17,Cristian Campestrini,30,GK,72,72
18,Julien Gorius,29,CMCAM,72,72
19,Zé Castro,31,CB,72,72
20,Christian Giménez,33,CAMLMRM,72,72
21,Christian Valdez,30,CMCDM,72,72
22,Neri Cardozo,28,LMLWRWCAM,72,76
23,Thomas Buffel,33,RM,72,72
24,Guillaume Hoarau,30,ST,72,72
25,Juan Carlos Medina,31,CMCDM,72,72
26,Moisés Muñoz,34,GK,72,72
27,Shaun Barker,32,CBRB,72,72
28,Marcelo Boeck,29,GK,72,74
29,William,31,ST,72,72
0,Costin Lazãr,33,CDMCMCAM,72,72
1,Mihai Roman,29,RMST,72,72
2,Edgar Barreto,30,CMCDM,72,72
3,Daniel Montenegro,35,CAMCM,72,72
4,Robert Koren,33,CAMCMCF,72,72
5,Jason Puncheon,28,RMLM,72,74
6,Jérémy Perbet,29,ST,72,72
7,Jonathan Brison,31,LB,72,72
8,Domi Kumbela,30,ST,72,72
9,Avraam Papadopoulos,29,CB,72,76
10,Konstantinos Katsouranis,35,CDMCBCM,72,72
11,Cristian Molinaro,31,LB,72,72
12,Ruben Schaken,32,RW,72,72
13,Oleg Kuzmin,33,RB,72,72
14,Igor Semshov,36,CMCDMCAM,72,72
15,Dmitriy Torbinskiy,30,LMCAM,72,72
16,Rubén,30,GK,72,72
17,Carlos Cuéllar,33,CBRB,72,72
18,Javier Pinola,31,CBLB,72,72
19,David Barral,31,ST,72,72
20,Albert Bunjaku,30,STLMCF,72,72
21,Aydin Yilmaz,26,RWRMLWCAM,72,77
22,Mariano Pavone,32,ST,72,72
23,Ismael Blanco,31,ST,72,72
24,Jesús Dátolo,30,CAMLWLB,72,72
25,Patricio Pérez,29,CAM,72,72
26,Darío Verón,35,CB,72,72
27,Paulo Da Silva,34,CB,72,72
28,Aldo De Nigris,31,ST,72,72
29,Jérémy Morel,30,LB,72,72
0,Jason Shackell,30,CB,72,72
1,David Nugent,29,ST,72,72
2,Leonardo Ponzio,32,CDMRB,72,72
3,Omar Pérez,33,CAM,72,72
4,Salvatore Masiello,32,LBLM,72,72
5,Maxi López,30,ST,72,72
6,Germán Lux,32,GK,72,72
7,Almen Abdi,27,CAMCMRM,72,73
8,David Rozehnal,34,CBCDM,72,72
9,Michele Pazienza,32,CDMCM,72,72
10,Giulio Migliaccio,33,CMCBCDM,72,72
11,Luca Antonini,32,CBRB,72,72
12,Alessandro Gazzi,31,CDMCM,72,72
13,Massimo Gobbi,33,LBLM,72,72
14,Kim Do Heon,32,CAMCMRMCDM,72,72
15,Mainz,31,CB,72,72
16,Thomas Sørensen,38,GK,72,72
17,Martin Lanig,30,CDMCM,72,72
18,Ángel,33,RB,72,72
19,Scott Brown,29,CMRMCAM,72,72
20,Emil Hallfreðsson,30,CM,72,72
21,Sébastien Roudet,33,LMCAM,72,72
22,Bertrand Laquait,37,GK,72,72
23,Vlada Avramov,35,GK,72,72
24,Borja,33,CDMCM,72,72
25,Edu Albacar,34,LB,72,72
26,Nacho,34,LB,72,72
27,Pinto,38,GK,72,72
28,Pelegrín,35,CB,72,72
29,Marco Streller,33,ST,72,72
0,Yohann Pelé,31,GK,72,72
1,Davide Brivio,26,LBLM,72,76
2,Gianluca Pegolo,33,GK,72,72
3,François Modesto,36,CB,72,72
4,Bobby Zamora,33,ST,72,72
5,Alou Diarra,33,CDM,72,72
6,Marc Bertrán,32,RB,72,72
7,Rolando Bianchi,31,ST,72,72
8,Angelo Palombo,32,CDM,72,72
9,Matthias Lehmann,31,CDMCM,72,72
10,Mark Bresciano,34,CAMCMLMRM,72,72
11,Soriano,34,CAMCMCF,72,72
12,Massimo Maccarone,35,ST,72,72
13,Boaz Myhill,31,GK,72,72
14,Luke Wilkshire,32,RB,72,72
15,Carlton Cole,30,ST,72,72
16,Morten Nordstrand,31,STCFCAM,72,72
17,Jermaine Jenas,31,CMCDM,72,72
18,Hanno Balitsch,33,CDMRBCM,72,72
19,Tobias Hysén,32,ST,72,72
20,Gary Caldwell,32,CB,72,72
21,Johan Wiland,33,GK,72,73
22,Grant Holt,33,ST,72,72
23,Aaron Hughes,34,CB,72,72
24,Teemu Tainio,34,CDMCM,72,72
25,Chris Kirkland,33,GK,72,72
26,Vítor Silva,30,CMCAM,72,72
27,Sylvain Marchal,34,CB,72,72
28,Marchena,35,CB,72,72
29,Matt Gilks,32,GK,72,72
0,Luca Castellazzi,39,GK,72,72
1,Roy Carroll,36,GK,72,72
2,Nélson,31,RBRMLB,72,72
3,Stéphane Grichting,35,CB,72,72
4,Massimo Donati,33,CDMCMCB,72,72
5,Gábor Király,38,GK,72,72
6,David Vaughan,31,CMCDM,72,72
7,Gabriel Méndez,26,CAMLMRMCF,71,75
8,Norbert Gyömbér,22,CB,71,78
9,Matías Pisano,22,CAMCM,71,78
10,Pedro Tiba,26,CM,71,76
11,Djavan,26,LB,71,77
12,Fatau Dauda,29,GK,71,72
13,Bruno Henrique,24,CDM,71,76
14,José María Giménez,19,CBRB,71,81
15,Gastón Gil Romero,21,CM,71,81
16,Guillermo Sara,26,GK,71,72
17,Mariano Echeverría,33,CB,71,71
18,Francisco Cerro,26,CM,71,73
19,Lucas Romero,20,CM,71,80
20,Julio Furch,25,ST,71,74
21,Pablo Alvarado,28,CB,71,71
22,Rodrigo Gómez,21,RMCF,71,78
23,Stefan Medina,22,CBRB,71,77
24,Luis PáezL,27,ST,71,72
25,Luis Delgado,33,GK,71,71
26,Daniel Torres,24,CM,71,75
27,Vladimir Hernández,25,CAM,71,74
28,Ricardo Horta,20,LWRW,71,80
29,Divock Origi,19,LWCF,71,80
0,Diego Rolán,21,RMST,71,75
1,Mayke,21,RB,71,81
2,Vinícius Araújo,21,STCF,71,81
3,Anderson Talisca,20,CAMST,71,77
4,Mauro Matos,32,ST,71,71
5,Gyasi Zardes,23,STLM,71,76
6,Tiago Silva,21,CAM,71,81
7,Dakson,27,CAMCF,71,75
8,Ivan Cavaleiro,20,RM,71,82
9,Jonathan Gómez,24,RMCAM,71,75
10,Alexis Rolin,25,CB,71,76
11,Ariel Rojas,28,LM,71,71
12,Ribair RodríguezL,26,CDMCMCB,71,75
13,Georgi Milanov,22,CAMCDMLM,71,77
14,Morgan Sanson,20,CDMLMCAMCM,71,80
15,Miguel Rodrigues,21,CB,71,80
16,Khethokwakhe Masuku,29,LWRWRM,71,71
17,Matías Britos,25,STCAM,71,73
18,Leon Goretzka,19,RMLMCDM,71,85
19,Milan Vilotić,27,CB,71,71
20,José Juan Vázquez,26,CDMCM,71,72
21,Valdo Larrondo,29,CB,71,71
22,Eduardo Sambenito,27,STCFRWLW,71,76
23,Mazinho,26,CAMCF,71,75
24,Zakaria Bakkali,18,RWLW,71,86
25,Djakaridja Koné,28,CDMCM,71,73
26,Dragoș Grigore,28,CBCDM,71,74
27,Hiroki Sakai,24,RBRMLB,71,75
28,Saúl,19,CDMCB,71,82
29,Erik Durm,22,LBRB,71,78
0,Mike Havenaar,27,ST,71,73
1,Marçal,25,LB,71,77
2,Emiliano Alfaro,26,ST,71,73
3,Filip Helander,21,CB,71,78
4,Rafael Robayo,30,CMCDM,71,71
5,Will Hughes,19,CMLM,71,85
6,Jordan Ferri,22,CMCDMRM,71,78
7,Nicola Murru,19,LB,71,84
8,Luís Leal,27,ST,71,76
9,Marcelo,25,CB,71,77
10,Gil,27,CDMCM,71,74
11,Bernat,20,LBLM,71,81
12,Duvier Riascos,28,STRW,71,71
13,Abdoulaye Ba,23,CB,71,75
14,Sueliton,28,RB,71,75
15,Javi Hervás,25,CMCDMCAM,71,78
16,Alonso Escoboza,21,LWLMRW,71,75
17,Diogo Figueiras,23,RBRMRWB,71,76
18,Christophe Kerbrat,28,CB,71,74
19,Santiago Arias,22,RB,71,77
20,Tomáš Vaclík,25,GK,71,74
21,John Anthony Brooks,21,CB,71,81
22,Anthony Knockaert,22,RMLM,71,79
23,Pozuelo,22,CAMRWST,71,76
24,Eric Botteghin,27,CB,71,73
25,Valentín Viola,23,STRW,71,80
26,Damián Suárez,26,RB,71,78
27,Francisco Silva,28,CDMCAMRM,71,74
28,Walid,29,CAMLM,71,71
29,Juan Ignacio Gomez,29,LWRW,71,71
0,Chris Löwe,25,LBLM,71,75
1,Terence Kongolo,20,CBLB,71,82
2,Juninho,24,LB,71,74
3,Fillipe Soutto,23,CMCDM,71,81
4,Omar,25,GK,71,78
5,Oscar Hiljemark,22,CM,71,77
6,Rodrigo Mora,26,ST,71,75
7,Fabián Castillo,22,LWLM,71,76
8,Aleix Vidal,25,LMRM,71,74
9,Diego Arias,29,CDM,71,71
10,Jeffrey Gouweleeuw,23,CB,71,76
11,Nacho Cases,26,CMCDMRM,71,77
12,Darlington Nagbe,24,RWLWCAM,71,76
13,Andreas Cornelius,21,ST,71,79
14,Recio,23,CMCDM,71,76
15,Negueba,22,RWST,71,77
16,Jordan Veretout,21,CMCDMCAM,71,82
17,Álvaro,23,ST,71,77
18,Matos,21,STCAM,71,78
19,Mohammed Abu,22,CDMCM,71,80
20,Thomas Kind Bendiksen,25,CAMRM,71,75
21,Kalilou Traoré,27,CDM,71,73
22,Ismaily,24,LB,71,77
23,Riccardo Saponara,22,CAM,71,82
24,Oliver Sorg,24,RBLB,71,75
25,Vladislav Stoyanov,27,GK,71,77
26,Danilo,23,CDMCB,71,81
27,Carl Jenkinson,22,RB,71,79
28,Nacho Fernández,24,CBLBRB,71,74
29,Marcelo Cañete,24,CAMLW,71,76
0,Jeong Ho Hong,25,CB,71,77
1,Liassine Cadamuro,26,CBLBRB,71,73
2,Nico Schulz,21,LMLB,71,78
3,Youness Mokhtar,23,LWLM,71,77
4,Marco Bizot,23,GK,71,76
5,Magomed Ozdoev,21,CDMCAM,71,80
6,Waldemar Sobota,27,RW,71,72
7,Nicolai Jørgensen,23,LMCF,71,78
8,Marco Matias,25,RMLM,71,73
9,André André,25,CDMCM,71,77
10,Diego Mariño,24,GK,71,77
11,Dong Won Ji,23,CAMSTCF,71,77
12,João Pedro,22,LW,71,77
13,Álex Fernández,21,CMCFRM,71,76
14,Bo Kyung Kim,24,CAMLMRM,71,75
15,Luna,23,LB,71,77
16,Georgios Tzavellas,26,LBCB,71,75
17,Yohan Tavares,26,CB,71,73
18,Jan Hochscheidt,26,LMCAM,71,73
19,Isaac Cofie,23,CMCDM,71,79
20,Giovanni,27,GK,71,75
21,Nicolas Isimat-Mirin,22,CB,71,75
22,Pablo Andrés González,29,RWST,71,71
23,Abraham,28,LBLM,71,77
24,Kévin Bérigaud,26,STRM,71,75
25,Richmond Boakye,21,STLW,71,80
26,Andy Najar,21,RW,71,79
27,Martín Silva,31,GK,71,71
28,Oscar Murillo,26,CB,71,72
29,Cristian Gamboa,24,RB,71,76
0,Paulão,28,CB,71,74
1,Stefan Bell,23,CBRB,71,77
2,Gustavo Canales,32,STCF,71,71
3,Daniel Williams,25,CMCDM,71,77
4,Darryl Lachman,24,CB,71,75
5,Celso Ortiz,25,CDM,71,74
6,Yann-Erik de Lanlay,22,RWRM,71,77
7,Michael Pereira,26,RM,71,76
8,Cedrick,22,LMRMCAM,71,76
9,Sebastián Coates,23,CB,71,77
10,Felix Wiedwald,24,GK,71,78
11,Emmanuel Mayuka,23,STLWRW,71,82
12,Luis Alberto Ramírez,29,CAMCM,71,71
13,Rodrigo Millar,32,CMCAM,71,71
14,Danny Ings,22,ST,71,81
15,Lukas Schmitz,25,LBLM,71,73
16,Ávine,26,LB,71,76
17,Marquinhos Gabriel,24,CAMCF,71,75
18,Ros,24,CMCAMCDM,71,77
19,Knowledge Musona,24,CFRMST,71,75
20,Max Grün,27,GK,71,74
21,Magaye Gueye,24,LMCFRM,71,76
22,Peniel Mlapa,23,STRWRM,71,76
23,Dodô,22,LB,71,76
24,Kelvin Leerdam,24,RBCMCDM,71,75
25,Diafra Sakho,24,ST,71,77
26,Billy McKay,25,ST,71,78
27,André Santos,25,CM,71,78
28,Joel Obi,23,CM,71,78
29,Sebastian Mielitz,25,GK,71,75
0,Vladimir Dyadyun,26,ST,71,75
1,Marcelo Sarvas,32,CM,71,71
2,Jesús Corona,21,RWLW,71,78
3,Koen Casteels,22,GK,71,81
4,Ezequiel Schelotto,25,RM,71,78
5,Walid Mesloub,29,CAM,71,71
6,Nikolaos Karampelas,29,LB,71,71
7,Kike,24,ST,71,80
8,Gaëtan Charbonnier,25,ST,71,75
9,Kevin Vogt,22,CDMCMRB,71,76
10,Adam Matuschyk,25,CDMCM,71,75
11,Milton Caraglio,25,ST,71,74
12,Kristoffer Nordfeldt,25,GK,71,75
13,Chris Wood,22,ST,71,76
14,Digão,26,CB,71,75
15,Júnior Dutra,26,ST,71,73
16,Maya Yoshida,26,CB,71,74
17,Yuya Osako,24,ST,71,76
18,Khaleem Hyland,25,CDMCM,71,74
19,Jóhann Berg Gudmundsson,23,LW,71,75
20,José María Ortigoza,27,ST,71,75
21,Pará,28,RBRWB,71,74
22,John Boye,27,CB,71,74
23,Etxeita,26,CB,71,77
24,Danny Hoesen,23,ST,71,76
25,Daniel Opare,23,RB,71,75
26,Oier,28,CDMRBLB,71,74
27,Eyong Enoh,28,CDMCM,71,73
28,Moestafa El Kabir,25,ST,71,76
29,Da Costa,30,GK,71,72
0,Cristian Pasquato,25,LWCFCAM,71,76
1,Nathan Baker,23,CBLB,71,77
2,Alexander Esswein,24,LMSTLW,71,77
3,Francis Coquelin,23,LMRMCDMCM,71,75
4,Caiuby,26,LMST,71,74
5,Frédéric Bulot,23,RMLM,71,75
6,Jonathas,25,ST,71,75
7,Garath McCleary,27,RMRWLM,71,73
8,Cristian Álvarez,28,GK,71,72
9,Reneilwe Letsholonyane,31,CMCDMCAMRM,71,71
10,Riccardo Meggiorini,29,ST,71,71
11,Ronny Rodelin,24,CAMRW,71,76
12,Matt Phillips,23,RMLM,71,76
13,Lex Immers,28,CAM,71,71
14,Abdelhamid El Kaoutari,24,CBLB,71,75
15,Júnior Díaz,31,LBLWB,71,71
16,AirtonL,24,CDM,71,76
17,Keirrison,25,ST,71,75
18,Jakob Jantscher,25,LWLM,71,73
19,Vladimir Granat,27,CBLB,71,76
20,Jiloan Hamad,23,RM,71,78
21,William Yarbrough,25,GK,71,74
22,Raphael Wolf,26,GK,71,73
23,Albert Adomah,26,RMRW,71,77
24,Elliott Bennett,25,RM,71,74
25,Christian Stuani,27,RMST,71,76
26,Christian Bekamenga,28,ST,71,71
27,László Köteles,30,GK,71,71
28,Patrick van Aanholt,24,LB,71,76
29,Jordon Mutch,22,CAMCM,71,77
0,Henri Lansbury,23,CMCAM,71,83
1,Dušan Kuciak,29,GK,71,75
2,Thomas Rogne,24,CB,71,74
3,Aquino,24,LMCFCAMRM,71,78
4,Panagiotis Glykos,27,GK,71,74
5,Johnny Russell,24,STCF,71,80
6,Tlou Segolela,26,RMLM,71,76
7,Yohann Thuram,25,GK,71,73
8,Aurélien Collin,28,CB,71,71
9,Lukáš Vácha,25,CDMCM,71,75
10,Slobodan Rajković,25,CBLB,71,75
11,Joshua John,25,LWRWLM,71,73
12,Jesús Molina,26,CDMCMCB,71,74
13,Vincenzo Rennella,25,STCAM,71,74
14,James Henry,25,RM,71,75
15,Jo Inge Berget,24,CAMST,71,79
16,Fin Bartels,27,LMSTCAM,71,74
17,Yohan Benalouane,27,RBCB,71,76
18,Marc Albrighton,24,RM,71,76
19,Troy Deeney,26,ST,71,75
20,Kermit Erasmus,24,STCFLW,71,79
21,Andrés Ríos,25,STLWRW,71,73
22,Mahamane Traoré,26,CDMCM,71,75
23,Djamel Bakar,25,STLW,71,74
24,Carlos Eduardo,27,CAMRM,71,74
25,Emir Bajrami,26,RMRWLM,71,73
26,Alexander Gerndt,28,STLM,71,71
27,Bořek Dočkal,25,RWRM,71,77
28,SerginhoL,28,CDMCM,71,76
29,Ernando,26,CB,71,73
0,Egídio,28,LB,71,73
1,Marcelo,27,CB,71,76
2,Christian Brüls,25,LWCAMRWLM,71,72
3,Joaquín Larrivey,30,ST,71,71
4,Emerson Conceição,28,LB,71,74
5,Zoltán Stieber,25,RMLM,71,75
6,Rinaldo Cruzado,29,CAM,71,71
7,Maurice EduL,28,CDMCMCB,71,71
8,Cédric Mongongu,25,CB,71,74
9,Mario Gavranović,24,STCAM,71,77
10,Nuno André Coelho,28,CB,71,74
11,Arana,29,RW,71,71
12,Nicolas Frey,30,RBCBLB,71,71
13,Federico Peluso,30,LBLMCB,71,71
14,Ruud Vormer,26,CMCDM,71,73
15,Canella,26,LBLM,71,75
16,Karim Matmour,29,RMSTLM,71,71
17,Stefano Okaka Chuka,25,ST,71,77
18,Adán,27,GK,71,75
19,Gaëtan Bong,26,LB,71,76
20,Héctor Mancilla,33,ST,71,71
21,Sebastian Rusculleda,29,LM,71,71
22,Patric Klandt,30,GK,71,72
23,Tobias Sippel,26,GK,71,75
24,Gustav Svensson,27,CDMCMCB,71,72
25,Tore Reginiussen,28,CB,71,71
26,Adam Bodzek,29,CBCDM,71,72
27,Mbaye Leye,31,ST,71,71
28,Viktor Elm,28,CM,71,71
29,Diguinho,31,CDMCM,71,71
0,Araújo,37,ST,71,71
1,Marcin Robak,31,ST,71,71
2,Sacha Kljestan,29,CM,71,71
3,Kei Kamara,30,STRWLW,71,71
4,Baiano,27,RB,71,75
5,Wason Rentería,29,ST,71,71
6,Luis Fernando Saritama,30,RMCM,71,71
7,Segundo Castillo,32,CDMCMCB,71,71
8,Jaime Penedo,32,GK,71,71
9,Rhys Williams,26,CBCDMRB,71,78
10,Sone Aluko,25,STCFRM,71,77
11,Andris Vaņins,34,GK,71,71
12,Ramón Fernandez,29,CAMRMLM,71,71
13,Paolo De Ceglie,28,LMCM,71,73
14,Daniele Dessena,27,CMRB,71,74
15,Alberto Frison,26,GK,71,76
16,Glenn Murray,30,ST,71,71
17,Victor Obinna,27,STLMRW,71,77
18,Nicky Maynard,27,ST,71,72
19,Matteo Ardemagni,27,ST,71,75
