Year,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,RoundID,MatchID,Home Team Initials,Away Team Initials
1986,Cuauhtemoc,Puebla ,France,4,2,Belgium,21000,3468,422,FRA,BEL
1986,Estadio Azteca,Mexico City ,Argentina,3,2,Germany FR,114600,3467,393,ARG,FRG
1990,Giuseppe Meazza,Milan ,Argentina,0,1,Cameroon,73780,322,26,ARG,CMR
1990,Stadio San Nicola,Bari ,Soviet Union,0,2,Romania,42907,322,342,URS,ROU
1990,Renato Dall Ara,Bologna ,"rn"">United Arab Emirates",0,2,Colombia,30791,322,119,UAE,COL
1990,Stadio Olimpico,Rome ,Italy,1,0,Austria,73303,322,42,ITA,AUT
1990,Comunale,Florence ,USA,1,5,Czechoslovakia,33266,322,355,USA,TCH
1990,Stadio delle Alpi,Turin ,Brazil,2,1,Sweden,62628,322,75,BRA,SWE
1990,Giuseppe Meazza,Milan ,Germany FR,4,1,Yugoslavia,74765,322,201,FRG,YUG
1990,Luigi Ferraris,Genoa ,Costa Rica,1,0,Scotland,30867,322,127,CRC,SCO
1990,Sant Elia,Cagliari ,England,1,1,"rn"">Republic of Ireland",35238,322,161,ENG,IRL
1990,Marc Antonio Bentegodi,Verona ,Belgium,2,0,Korea Republic,32790,322,57,BEL,KOR
1990,Della Favorita,Palermo ,Netherlands,1,1,Egypt,33288,322,151,NED,EGY
1990,Dacia Arena,Udine ,Uruguay,0,0,Spain,35713,322,180,URU,ESP
1990,San Paolo,Naples ,Argentina,2,0,Soviet Union,55759,322,30,ARG,URS
1990,Stadio San Nicola,Bari ,Cameroon,2,1,Romania,38687,322,108,CMR,ROU
1990,Renato Dall Ara,Bologna ,Yugoslavia,1,0,Colombia,32257,322,120,YUG,COL
1990,Stadio Olimpico,Rome ,Italy,1,0,USA,73423,322,265,ITA,USA
1990,Comunale,Florence ,Austria,0,1,Czechoslovakia,38962,322,43,AUT,TCH
1990,Giuseppe Meazza,Milan ,Germany FR,5,1,"rn"">United Arab Emirates",71169,322,198,FRG,UAE
1990,Stadio delle Alpi,Turin ,Brazil,1,0,Costa Rica,58007,322,73,BRA,CRC
1990,Luigi Ferraris,Genoa ,Sweden,1,2,Scotland,31823,322,348,SWE,SCO
1990,Sant Elia,Cagliari ,England,0,0,Netherlands,35267,322,160,ENG,NED
1990,Della Favorita,Palermo ,"rn"">Republic of Ireland",0,0,Egypt,33288,322,152,IRL,EGY
1990,Dacia Arena,Udine ,Korea Republic,1,3,Spain,32733,322,175,KOR,ESP
1990,Marc Antonio Bentegodi,Verona ,Belgium,3,1,Uruguay,33759,322,66,BEL,URU
1990,San Paolo,Naples ,Argentina,1,1,Romania,52733,322,29,ARG,ROU
1990,Stadio San Nicola,Bari ,Cameroon,0,4,Soviet Union,37307,322,111,CMR,URS
1990,Giuseppe Meazza,Milan ,Germany FR,1,1,Colombia,72510,322,114,FRG,COL
1990,Renato Dall Ara,Bologna ,Yugoslavia,4,1,"rn"">United Arab Emirates",27833,322,364,YUG,UAE
1990,Stadio Olimpico,Rome ,Italy,2,0,Czechoslovakia,73303,322,263,ITA,TCH
1990,Comunale,Florence ,Austria,2,1,USA,34857,322,48,AUT,USA
1990,Stadio delle Alpi,Turin ,Brazil,1,0,Scotland,62502,322,74,BRA,SCO
1990,Luigi Ferraris,Genoa ,Sweden,1,2,Costa Rica,30223,322,128,SWE,CRC
1990,Friuli,Udine ,Korea Republic,0,1,Uruguay,29039,322,290,KOR,URU
1990,Marc Antonio Bentegodi,Verona ,Belgium,1,2,Spain,35950,322,56,BEL,ESP
1990,Della Favorita,Palermo ,"rn"">Republic of Ireland",1,1,Netherlands,33288,322,228,IRL,NED
1990,Sant Elia,Cagliari ,England,1,0,Egypt,34959,322,150,ENG,EGY
1990,San Paolo,Naples ,Cameroon,2,1,Colombia,50026,323,102,CMR,COL
1990,Stadio San Nicola,Bari ,Czechoslovakia,4,1,Costa Rica,47673,323,129,TCH,CRC
1990,Stadio delle Alpi,Turin ,Brazil,0,1,Argentina,61381,323,25,BRA,ARG
1990,Giuseppe Meazza,Milan ,Germany FR,2,1,Netherlands,74559,323,196,FRG,NED
1990,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0,0,Romania,31818,323,248,IRL,ROU
1990,Stadio Olimpico,Rome ,Italy,2,0,Uruguay,73303,323,264,ITA,URU
1990,Marc Antonio Bentegodi,Verona ,Spain,1,2,Yugoslavia,35500,323,181,ESP,YUG
1990,Renato Dall Ara,Bologna ,England,1,0,Belgium,34520,323,55,ENG,BEL
1990,Comunale,Florence ,Yugoslavia,0,0,Argentina,38971,751,31,YUG,ARG
1990,Stadio Olimpico,Rome ,Italy,1,0,"rn"">Republic of Ireland",73303,751,243,ITA,IRL
1990,Giuseppe Meazza,Milan ,Germany FR,1,0,Czechoslovakia,73347,751,197,FRG,TCH
1990,San Paolo,Naples ,England,3,2,Cameroon,55205,751,103,ENG,CMR
1990,San Paolo,Naples ,Italy,1,1,Argentina,59978,3464,28,ITA,ARG
1990,Stadio delle Alpi,Turin ,Germany FR,1,1,England,62628,3464,159,FRG,ENG
1990,Stadio San Nicola,Bari ,Italy,2,1,England,51426,3463,162,ITA,ENG
1990,Stadio Olimpico,Rome ,Germany FR,1,0,Argentina,73603,3462,27,FRG,ARG
1994,Cotton Bowl,Dallas ,Spain,2,2,Korea Republic,56247,337,3050,ESP,KOR
1994,Soldier Field,Chicago ,Germany,1,0,Bolivia,63117,337,3049,GER,BOL
1994,Pontiac Silverdome,Detroit ,USA,1,1,Switzerland,73425,337,3051,USA,SUI
1994,Giants Stadium,New York/New Jersey ,Italy,0,1,"rn"">Republic of Ireland",75338,337,3052,ITA,IRL
1994,Rose Bowl,Los Angeles ,Colombia,1,3,Romania,91856,337,3053,COL,ROU
1994,Citrus Bowl,Orlando ,Belgium,1,0,Morocco,61219,337,3054,BEL,MAR
1994,RFK Stadium,Washington Dc ,Norway,1,0,Mexico,52395,337,3055,NOR,MEX
1994,Rose Bowl,Los Angeles ,Cameroon,2,2,Sweden,93194,337,3056,CMR,SWE
1994,RFK Stadium,Washington Dc ,Netherlands,2,1,Saudi Arabia,50535,337,3058,NED,KSA
1994,Stanford Stadium,San Francisco ,Brazil,2,0,Russia,81061,337,3057,BRA,RUS
1994,Foxboro Stadium,Boston ,Argentina,4,0,Greece,54456,337,3059,ARG,GRE
1994,Cotton Bowl,Dallas ,Nigeria,3,0,Bulgaria,44132,337,3061,NGA,BUL
1994,Soldier Field,Chicago ,Germany,1,1,Spain,63113,337,3060,GER,ESP
1994,Pontiac Silverdome,Detroit ,Romania,1,4,Switzerland,61428,337,3062,ROU,SUI
1994,Rose Bowl,Los Angeles ,USA,2,1,Colombia,93869,337,3063,USA,COL
1994,Giants Stadium,New York/New Jersey ,Italy,1,0,Norway,74624,337,3064,ITA,NOR
1994,Foxboro Stadium,Boston ,Korea Republic,0,0,Bolivia,54453,337,3065,KOR,BOL
1994,Citrus Bowl,Orlando ,Mexico,2,1,"rn"">Republic of Ireland",60790,337,3066,MEX,IRL
1994,Pontiac Silverdome,Detroit ,Sweden,3,1,Russia,71528,337,3068,SWE,RUS
1994,Stanford Stadium,San Francisco ,Brazil,3,0,Cameroon,83401,337,3067,BRA,CMR
1994,Citrus Bowl,Orlando ,Belgium,1,0,Netherlands,62387,337,3069,BEL,NED
1994,Giants Stadium,New York/New Jersey ,Saudi Arabia,2,1,Morocco,76322,337,3070,KSA,MAR
1994,Foxboro Stadium,Boston ,Argentina,2,1,Nigeria,54453,337,3071,ARG,NGA
1994,Soldier Field,Chicago ,Bulgaria,4,0,Greece,63160,337,3072,BUL,GRE
1994,Rose Bowl,Los Angeles ,USA,0,1,Romania,93869,337,3073,USA,ROU
1994,Stanford Stadium,San Francisco ,Switzerland,0,2,Colombia,83401,337,3074,SUI,COL
1994,Cotton Bowl,Dallas ,Germany,3,2,Korea Republic,63998,337,3076,GER,KOR
1994,Soldier Field,Chicago ,Bolivia,1,3,Spain,63089,337,3075,BOL,ESP
1994,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0,0,Norway,72404,337,3077,IRL,NOR
1994,Pontiac Silverdome,Detroit ,Brazil,1,1,Sweden,77217,337,3080,BRA,SWE
1994,RFK Stadium,Washington Dc ,Italy,1,1,Mexico,52535,337,3078,ITA,MEX
1994,Stanford Stadium,San Francisco ,Russia,6,1,Cameroon,74914,337,3079,RUS,CMR
1994,Citrus Bowl,Orlando ,Morocco,1,2,Netherlands,60578,337,3081,MAR,NED
1994,RFK Stadium,Washington Dc ,Belgium,0,1,Saudi Arabia,52959,337,3082,BEL,KSA
1994,Foxboro Stadium,Boston ,Greece,0,2,Nigeria,53001,337,3083,GRE,NGA
1994,Cotton Bowl,Dallas ,Argentina,0,2,Bulgaria,63998,337,3084,ARG,BUL
1994,Soldier Field,Chicago ,Germany,3,2,Belgium,60246,338,3085,GER,BEL
1994,RFK Stadium,Washington Dc ,Spain,3,0,Switzerland,53121,338,3086,ESP,SUI
1994,Cotton Bowl,Dallas ,Saudi Arabia,1,3,Sweden,60277,338,3087,KSA,SWE
1994,Rose Bowl,Los Angeles ,Romania,3,2,Argentina,90469,338,3088,ROU,ARG
1994,Citrus Bowl,Orlando ,Netherlands,2,0,"rn"">Republic of Ireland",61355,338,3089,NED,IRL
1994,Stanford Stadium,San Francisco ,Brazil,1,0,USA,84147,338,3090,BRA,USA
1994,Foxboro Stadium,Boston ,Nigeria,1,2,Italy,54367,338,3091,NGA,ITA
1994,Giants Stadium,New York/New Jersey ,Mexico,1,1,Bulgaria,71030,338,3092,MEX,BUL
1994,Foxboro Stadium,Boston ,Italy,2,1,Spain,53400,796,3097,ITA,ESP
1994,Cotton Bowl,Dallas ,Netherlands,2,3,Brazil,63500,796,3098,NED,BRA
1994,Giants Stadium,New York/New Jersey ,Bulgaria,2,1,Germany,72000,796,3096,BUL,GER
1994,Stanford Stadium,San Francisco ,Romania,2,2,Sweden,83500,796,3095,ROU,SWE
1994,Giants Stadium,New York/New Jersey ,Bulgaria,1,2,Italy,74110,3461,3100,BUL,ITA
1994,Rose Bowl,Los Angeles ,Sweden,0,1,Brazil,91856,3461,3099,SWE,BRA
1994,Rose Bowl,Los Angeles ,Sweden,4,0,Bulgaria,91500,3460,3103,SWE,BUL
1994,Rose Bowl,Los Angeles ,Brazil,0,0,Italy,94194,3459,3104,BRA,ITA
1998,Stade de France,Saint-Denis ,Brazil,2,1,Scotland,80000,1014,4000,BRA,SCO
1998,La Mosson,Montpellier ,Morocco,2,2,Norway,29800,1014,8725,MAR,NOR
1998,Stade du Parc Lescure,Bordeaux ,Italy,2,2,Chile,31800,1014,8726,ITA,CHI
1998,Stade Municipal,Toulouse ,Cameroon,1,1,Austria,33500,1014,8727,CMR,AUT
1998,La Mosson,Montpellier ,Paraguay,0,0,Bulgaria,29800,1014,8728,PAR,BUL
1998,Stade Felix Bollaert,Lens ,Saudi Arabia,0,1,Denmark,38100,1014,8729,KSA,DEN
1998,Stade V´è_lodrome,Marseilles ,France,3,0,South Africa,55000,1014,8730,FRA,RSA
1998,La Beaujoire,Nantes ,Spain,2,3,Nigeria,35500,1014,8731,ESP,NGA
1998,Stade de Gerland,Lyon ,Korea Republic,1,3,Mexico,39100,1014,8732,KOR,MEX
1998,Stade de France,Saint-Denis ,Netherlands,0,0,Belgium,77000,1014,8733,NED,BEL
1998,Stade Municipal,Toulouse ,Argentina,1,0,Japan,33500,1014,8734,ARG,JPN
1998,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1,0,Iran,30600,1014,8735,YUG,IRN
1998,Stade Felix Bollaert,Lens ,Jamaica,1,3,Croatia,38100,1014,8736,JAM,CRO
1998,Stade V´è_lodrome,Marseilles ,England,2,0,Tunisia,55000,1014,8740,ENG,TUN
1998,Stade de Gerland,Lyon ,Romania,1,0,Colombia,39100,1014,8739,ROU,COL
1998,Parc des Princes,Paris ,Germany,2,0,USA,45500,1014,8738,GER,USA
1998,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway,31800,1014,8741,SCO,NOR
1998,La Beaujoire,Nantes ,Brazil,3,0,Morocco,35500,1014,8742,BRA,MAR
1998,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria,30600,1014,8743,CHI,AUT
1998,La Mosson,Montpellier ,Italy,3,0,Cameroon,29800,1014,8744,ITA,CMR
1998,Stade Municipal,Toulouse ,South Africa,1,1,Denmark,33500,1014,8746,RSA,DEN
1998,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia,80000,1014,8745,FRA,KSA
1998,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria,45500,1014,8747,NGA,BUL
1998,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay,30600,1014,8748,ESP,PAR
1998,La Beaujoire,Nantes ,Japan,0,1,Croatia,35500,1014,8751,JPN,CRO
1998,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico,31800,1014,8750,BEL,MEX
1998,Stade V´è_lodrome,Marseilles ,Netherlands,5,0,Korea Republic,55000,1014,8749,NED,KOR
1998,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia,38100,1014,8753,GER,YUG
1998,Parc des Princes,Paris ,Argentina,5,0,Jamaica,45500,1014,8752,ARG,JAM
1998,Stade de Gerland,Lyon ,USA,1,2,Iran,39100,1014,8754,USA,IRN
1998,La Mosson,Montpellier ,Colombia,1,0,Tunisia,29800,1014,8755,COL,TUN
1998,Stade Municipal,Toulouse ,Romania,2,1,England,33500,1014,8756,ROU,ENG
1998,Stade de France,Saint-Denis ,Italy,2,1,Austria,80000,1014,8757,ITA,AUT
1998,La Beaujoire,Nantes ,Chile,1,1,Cameroon,35500,1014,8760,CHI,CMR
1998,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco,30600,1014,8758,SCO,MAR
1998,Stade V´è_lodrome,Marseilles ,Brazil,1,2,Norway,55000,1014,8759,BRA,NOR
1998,Stade de Gerland,Lyon ,France,2,1,Denmark,39100,1014,8762,FRA,DEN
1998,Stade du Parc Lescure,Bordeaux ,South Africa,2,2,Saudi Arabia,31800,1014,8764,RSA,KSA
1998,Stade Felix Bollaert,Lens ,Spain,6,1,Bulgaria,38100,1014,8761,ESP,BUL
1998,Stade Municipal,Toulouse ,Nigeria,1,3,Paraguay,33500,1014,8763,NGA,PAR
1998,Parc des Princes,Paris ,Belgium,1,1,Korea Republic,45500,1014,8765,BEL,KOR
1998,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2,2,Mexico,30600,1014,8766,NED,MEX
1998,La Mosson,Montpellier ,Germany,2,0,Iran,29800,1014,8767,GER,IRN
1998,La Beaujoire,Nantes ,USA,0,1,Yugoslavia,35500,1014,8768,USA,YUG
1998,Stade de Gerland,Lyon ,Japan,1,2,Jamaica,39100,1014,8771,JPN,JAM
1998,Stade du Parc Lescure,Bordeaux ,Argentina,1,0,Croatia,31800,1014,8772,ARG,CRO
1998,Stade de France,Saint-Denis ,Romania,1,1,Tunisia,77000,1014,8769,ROU,TUN
1998,Stade Felix Bollaert,Lens ,Colombia,0,2,England,38100,1014,8770,COL,ENG
1998,Stade V´è_lodrome,Marseilles ,Italy,1,0,Norway,55000,1024,8774,ITA,NOR
1998,Parc des Princes,Paris ,Brazil,4,1,Chile,45500,1024,8773,BRA,CHI
1998,Stade Felix Bollaert,Lens ,France,1,0,Paraguay,31800,1024,8776,FRA,PAR
1998,Stade de France,Saint-Denis ,Nigeria,1,4,Denmark,77000,1024,8775,NGA,DEN
1998,La Mosson,Montpellier ,Germany,2,1,Mexico,29800,1024,8777,GER,MEX
1998,Stade Municipal,Toulouse ,Netherlands,2,1,Yugoslavia,33500,1024,8778,NED,YUG
1998,Stade du Parc Lescure,Bordeaux ,Romania,0,1,Croatia,31800,1024,8780,ROU,CRO
1998,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2,2,England,30600,1024,8779,ARG,ENG
1998,Stade de France,Saint-Denis ,Italy,0,0,France,77000,1025,8781,ITA,FRA
1998,La Beaujoire,Nantes ,Brazil,3,2,Denmark,35500,1025,8782,BRA,DEN
1998,Stade V´è_lodrome,Marseilles ,Netherlands,2,1,Argentina,55000,1025,8784,NED,ARG
1998,Stade de Gerland,Lyon ,Germany,0,3,Croatia,39100,1025,8783,GER,CRO
1998,Stade V´è_lodrome,Marseilles ,Brazil,1,1,Netherlands,54000,1026,8785,BRA,NED
1998,Stade de France,Saint-Denis ,France,2,1,Croatia,76000,1026,8786,FRA,CRO
1998,Parc des Princes,Paris ,Netherlands,1,2,Croatia,45500,1028,8787,NED,CRO
1998,Stade de France,Saint-Denis ,Brazil,0,3,France,80000,1027,8788,BRA,FRA
2002,Seoul World Cup Stadium,Seoul ,France,0,1,Senegal,62561,43950100,43950001,FRA,SEN
2002,Munsu Football Stadium,Ulsan ,Uruguay,1,2,Denmark,30157,43950100,43950003,URU,DEN
2002,Niigata Stadium Big Swan,Niigata ,"rn"">Republic of Ireland",1,1,Cameroon,33679,43950100,43950002,IRL,CMR
2002,Sapporo Dome,Sapporo ,Germany,8,0,Saudi Arabia,32218,43950100,43950004,GER,KSA
2002,Kashima Stadium,Ibaraki ,Argentina,1,0,Nigeria,34050,43950100,43950007,ARG,NGA
2002,Busan Asiad Main Stadium,Busan ,Paraguay,2,2,South Africa,25186,43950100,43950006,PAR,RSA
2002,Saitama Stadium 2002,Saitama ,England,1,1,Sweden,52721,43950100,43950005,ENG,SWE
2002,Gwangju World Cup Stadium,Gwangju ,Spain,3,1,Slovenia,28598,43950100,43950008,ESP,SVN
2002,Munsu Football Stadium,Ulsan ,Brazil,2,1,Turkey,33842,43950100,43950010,BRA,TUR
2002,Sapporo Dome,Sapporo ,Italy,2,0,Ecuador,31081,43950100,43950011,ITA,ECU
2002,Niigata Stadium Big Swan,Niigata ,Croatia,0,1,Mexico,32239,43950100,43950009,CRO,MEX
2002,Gwangju World Cup Stadium,Gwangju ,China PR,0,2,Costa Rica,27217,43950100,43950012,CHN,CRC
2002,Saitama Stadium 2002,Saitama ,Japan,2,2,Belgium,55256,43950100,43950013,JPN,BEL
2002,Busan Asiad Main Stadium,Busan ,Korea Republic,2,0,Poland,48760,43950100,43950014,KOR,POL
2002,Kobe Wing Stadium,Kobe ,Russia,2,0,Tunisia,30957,43950100,43950015,RUS,TUN
2002,Suwon World Cup Stadium,Suwon ,USA,3,2,Portugal,37306,43950100,43950016,USA,POR
2002,Kashima Stadium,Ibaraki ,Germany,1,1,"rn"">Republic of Ireland",35854,43950100,43950017,GER,IRL
2002,Daegu World Cup Stadium,Daegu ,Denmark,1,1,Senegal,43500,43950100,43950020,DEN,SEN
2002,Saitama Stadium 2002,Saitama ,Cameroon,1,0,Saudi Arabia,52328,43950100,43950019,CMR,KSA
2002,Busan Asiad Main Stadium,Busan ,France,0,0,Uruguay,38289,43950100,43950018,FRA,URU
2002,Kobe Wing Stadium,Kobe ,Sweden,2,1,Nigeria,36194,43950100,43950021,SWE,NGA
2002,Sapporo Dome,Sapporo ,Argentina,0,1,England,35927,43950100,43950023,ARG,ENG
2002,Jeonju World Cup Stadium,Jeonju ,Spain,3,1,Paraguay,24000,43950100,43950022,ESP,PAR
2002,Daegu World Cup Stadium,Daegu ,South Africa,1,0,Slovenia,47226,43950100,43950024,RSA,SVN
2002,Jeju World Cup Stadium,Jeju ,Brazil,4,0,China PR,36750,43950100,43950026,BRA,CHN
2002,Kashima Stadium,Ibaraki ,Italy,1,2,Croatia,36472,43950100,43950025,ITA,CRO
2002,Incheon Football Stadium,Incheon ,Costa Rica,1,1,Turkey,42299,43950100,43950028,CRC,TUR
2002,International Stadium Yokohama,Yokohama ,Japan,1,0,Russia,66108,43950100,43950029,JPN,RUS
2002,Miyagi Stadium,Rifu ,Mexico,2,1,Ecuador,45610,43950100,43950027,MEX,ECU
2002,Daegu World Cup Stadium,Daegu ,Korea Republic,1,1,USA,60778,43950100,43950030,KOR,USA
2002,Jeonju World Cup Stadium,Jeonju ,Portugal,4,0,Poland,31000,43950100,43950032,POR,POL
2002,Oita Stadium Big Eye,Oita ,Tunisia,1,1,Belgium,39700,43950100,43950031,TUN,BEL
2002,Incheon Football Stadium,Incheon ,Denmark,2,0,France,48100,43950100,43950033,DEN,FRA
2002,Suwon World Cup Stadium,Suwon ,Senegal,3,3,Uruguay,33681,43950100,43950034,SEN,URU
2002,International Stadium Yokohama,Yokohama ,Saudi Arabia,0,3,"rn"">Republic of Ireland",65320,43950100,43950036,KSA,IRL
2002,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0,2,Germany,47085,43950100,43950035,CMR,GER
2002,Miyagi Stadium,Rifu ,Sweden,1,1,Argentina,45777,43950100,43950037,SWE,ARG
2002,Osaka Nagai Stadium,Osaka ,Nigeria,0,0,England,44864,43950100,43950038,NGA,ENG
2002,Jeju World Cup Stadium,Jeju ,Slovenia,1,3,Paraguay,30176,43950100,43950040,SVN,PAR
2002,Daejeon World Cup Stadium,Daejeon ,South Africa,2,3,Spain,31024,43950100,43950039,RSA,ESP
2002,Suwon World Cup Stadium,Suwon ,Costa Rica,2,5,Brazil,38524,43950100,43950041,CRC,BRA
2002,Seoul World Cup Stadium,Seoul ,Turkey,3,0,China PR,43605,43950100,43950042,TUR,CHN
2002,International Stadium Yokohama,Yokohama ,Ecuador,1,0,Croatia,65862,43950100,43950044,ECU,CRO
2002,Oita Stadium Big Eye,Oita ,Mexico,1,1,Italy,39291,43950100,43950043,MEX,ITA
2002,Osaka Nagai Stadium,Osaka ,Tunisia,0,2,Japan,45213,43950100,43950045,TUN,JPN
2002,Incheon Football Stadium,Incheon ,Portugal,0,1,Korea Republic,50239,43950100,43950047,POR,KOR
2002,Daejeon World Cup Stadium,Daejeon ,Poland,3,1,USA,26482,43950100,43950048,POL,USA
2002,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3,2,Russia,46640,43950100,43950046,BEL,RUS
2002,Niigata Stadium Big Swan,Niigata ,Denmark,0,3,England,40582,43950200,43950050,DEN,ENG
2002,Jeju World Cup Stadium,Jeju ,Germany,1,0,Paraguay,25176,43950200,43950049,GER,PAR
2002,Suwon World Cup Stadium,Suwon ,Spain,1,1,"rn"">Republic of Ireland",38926,43950200,43950052,ESP,IRL
2002,Oita Stadium Big Eye,Oita ,Sweden,1,2,Senegal,39747,43950200,43950051,SWE,SEN
2002,Kobe Wing Stadium,Kobe ,Brazil,2,0,Belgium,40440,43950200,43950054,BRA,BEL
2002,Jeonju World Cup Stadium,Jeonju ,Mexico,0,2,USA,36380,43950200,43950053,MEX,USA
2002,Miyagi Stadium,Rifu ,Japan,0,1,Turkey,45666,43950200,43950055,JPN,TUR
2002,Daejeon World Cup Stadium,Daejeon ,Korea Republic,2,1,Italy,38588,43950200,43950056,KOR,ITA
2002,Shizuoka Stadium Ecopa,Shizuoka ,England,1,2,Brazil,47436,43950300,43950057,ENG,BRA
2002,Munsu Football Stadium,Ulsan ,Germany,1,0,USA,37337,43950300,43950058,GER,USA
2002,Osaka Nagai Stadium,Osaka ,Senegal,0,1,Turkey,44233,43950300,43950060,SEN,TUR
2002,Gwangju World Cup Stadium,Gwangju ,Spain,0,0,Korea Republic,42114,43950300,43950059,ESP,KOR
2002,Seoul World Cup Stadium,Seoul ,Germany,1,0,Korea Republic,65256,43950400,43950061,GER,KOR
2002,Saitama Stadium 2002,Saitama ,Brazil,1,0,Turkey,61058,43950400,43950062,BRA,TUR
2002,Daegu World Cup Stadium,Daegu ,Korea Republic,2,3,Turkey,63483,43950500,43950063,KOR,TUR
2002,International Stadium Yokohama,Yokohama ,Germany,0,2,Brazil,69029,43950600,43950064,GER,BRA
2006,"FIFA World Cup Stadium, Munich",Munich ,Germany,4,2,Costa Rica,66000,97410100,97410001,GER,CRC
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0,2,Ecuador,52000,97410100,97410002,POL,ECU
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1,0,Paraguay,48000,97410100,97410003,ENG,PAR
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0,0,Sweden,62959,97410100,97410004,TRI,SWE
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2,1,C´è_te d'Ivoire,49480,97410100,97410005,ARG,CIV
2006,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0,1,Netherlands,43000,97410100,97410006,SCG,NED
2006,Franken-Stadion,Nuremberg ,Mexico,3,1,Iran,41000,97410100,97410007,MEX,IRN
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0,1,Portugal,45000,97410100,97410008,ANG,POR
2006,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3,1,Japan,46000,97410100,97410012,AUS,JPN
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0,3,Czech Republic,52000,97410100,97410010,USA,CZE
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2,0,Ghana,43000,97410100,97410009,ITA,GHA
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2,1,Togo,48000,97410100,97410014,KOR,TOG
2006,Gottlieb-Daimler-Stadion,Stuttgart ,France,0,0,Switzerland,52000,97410100,97410013,FRA,SUI
2006,Olympiastadion,Berlin ,Brazil,1,0,Croatia,72000,97410100,97410011,BRA,CRO
2006,Zentralstadion,Leipzig ,Spain,4,0,Ukraine,43000,97410100,97410015,ESP,UKR
2006,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2,2,Saudi Arabia,66000,97410100,97410016,TUN,KSA
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1,0,Poland,65000,97410100,97410017,GER,POL
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica,50000,97410100,97410018,ECU,CRC
2006,Franken-Stadion,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago",41000,97410100,97410019,ENG,TRI
2006,Olympiastadion,Berlin ,Sweden,1,0,Paraguay,72000,97410100,97410020,SWE,PAR
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro",52000,97410100,97410021,ARG,SCG
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,C´è_te d'Ivoire,52000,97410100,97410022,NED,CIV
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola,43000,97410100,97410023,MEX,ANG
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,IR Iran,48000,97410100,97410024,POR,IRN
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana,45000,97410100,97410026,CZE,GHA
2006,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA,46000,97410100,97410025,ITA,USA
2006,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia,41000,97410100,97410028,JPN,CRO
2006,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia,66000,97410100,97410027,BRA,AUS
2006,Zentralstadion,Leipzig ,France,1,1,Korea Republic,43000,97410100,97410029,FRA,KOR
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland,65000,97410100,97410030,TOG,SUI
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0,4,Ukraine,50000,97410100,97410032,KSA,UKR
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3,1,Tunisia,52000,97410100,97410031,ESP,TUN
2006,Olympiastadion,Berlin ,Ecuador,0,3,Germany,72000,97410100,97410033,ECU,GER
